Mode,Daily_Travel_cap,Mode_Share,Ownership,Avg_trip_dist
2_3_Wheel,0.28513017187138173,0.015976493398702916,,
Bike,0.2359383470546218,0.013220163336202094,,
Car,13.345057572773708,0.747753991860617,0.8116503246725363,
Foot,0.5888247405061688,0.03299319226003655,,
Transit,3.3919048423021807,0.19005615914444135,,
All,17.846855674508063,,,5.922864140087544
Commute,,,,10.525613873382518
