Mode,Daily_Travel_cap,Mode_Share,Ownership,Avg_trip_dist
2_3_Wheel,0.005411216562748791,0.0004720879850631259,,
Bike,1.512628505631935,0.13196547118234017,,
Car,7.300031491196162,0.6368728949605247,0.7231976997781758,
Foot,0.7575322253471143,0.06608899454263205,,
Transit,1.8867017542764777,0.16460055132943982,,
All,11.462305193014439,,,3.822117432073097
Commute,,,,6.444909312424326
