Mode,Daily_Travel_cap,Mode_Share,Ownership,Avg_trip_dist
2_3_Wheel,0.12540489854458894,0.008438217776644939,,
Bike,2.0898921535995107,0.14062421266186728,,
Car,8.418088366393638,0.5664345151032041,0.676464531198559,
Foot,0.9310993234616184,0.06265161053706633,,
Transit,3.2970537799953106,0.2218514439212173,,
All,14.861538521994667,,,4.14504238882319
Commute,,,,7.945178096281305
