Mode,Daily_Travel_cap,Mode_Share,Ownership,Avg_trip_dist
2_3_Wheel,0.16521250665180828,0.013445976537849305,,
Bike,0.09448348613604463,0.007689628125290364,,
Car,9.717724427374739,0.7908862186029648,0.7352960046030426,
Foot,1.0448819406319647,0.08503870768191674,,
Transit,1.2648309825330042,0.10293946905197879,,
All,12.287133343327561,,,3.7889120444843973
Commute,,,,7.535670293480164
