Mode,Daily_Travel_cap,Mode_Share,Ownership,Avg_trip_dist
2_3_Wheel,0.1858745078959569,0.01284192758233786,,
Bike,0.0379695096671747,0.002623284381501467,,
Car,7.9322582833659965,0.548033657721396,0.7645252517439206,
Foot,0.6711946742776037,0.046372326675094985,,
Transit,5.646737915910339,0.3901288036396696,,
All,14.474034891117071,,,5.454105364454816
Commute,,,,9.378428906806516
