geocode,n,m,k_avg,intersection_density_km,clean_intersection_density_km,street_length_total,street_density_km,streets_per_node_avg,street_length_avg,int_node_dens,bike_lane_share
16548,281.0,747.0,5.316725978647687,48.76698079466918,46.52247540244591,46205.03700000001,9427.95042676142,2.893238434163701,119.70216839378242,0.0003048446414528693,0.0
13599,114.0,244.0,4.280701754385965,20.81268636425212,17.34390530354343,21285.323999999997,4343.184044838121,2.9649122807017543,130.5848098159509,9.957442103681405e-05,0.2447
13505,85.0,238.0,5.6,13.875124242834746,13.058940463844467,20455.74400000001,4173.911609994434,2.9176470588235293,170.4645333333334,9.71258696998432e-05,
13595,170.0,406.0,4.776470588235294,30.4028457673879,23.873375535465666,31115.797000000002,6349.052195438598,3.0764705882352943,124.463188,0.00016568530713502666,0.0356
10789,395.0,851.0,4.308860759493671,73.66058605387269,53.051945634368145,60814.92200000004,12409.038214239774,3.207594936708861,100.18932784184521,0.00034728619796036374,0.1564
13597,122.0,252.0,4.131147540983607,19.79245664051427,14.895353966572594,22995.77400000002,4692.194431031606,2.8688524590163933,142.830894409938,0.00010283915615277517,0.0104
13589,150.0,381.0,5.08,26.117880927688933,23.057191756475387,29315.08800000001,5981.624826318148,2.8866666666666667,145.84620895522394,0.00015548300989764817,0.0235
13503,228.0,588.0,5.157894736842105,38.36063761254312,36.11613222031985,45038.761999999995,9189.976742550945,2.780701754385965,150.12920666666665,0.00023995803102314206,0.1428
13591,173.0,423.0,4.890173410404624,28.56643226465977,26.934064706679212,36899.518000000025,7529.197011039962,2.8034682080924855,163.99785777777788,0.00017262286925644402,0.0719
13593,163.0,412.0,5.0552147239263805,28.3623863199122,25.301697148698654,33778.23700000001,6892.312280572319,2.9447852760736195,150.1254977777778,0.0001681338584719975,0.2896
13509,221.0,526.0,4.760180995475113,40.80918894951396,32.03521332536845,41127.18499999998,8391.835318133077,3.085972850678733,131.39675718849836,0.00021465633387444342,0.1376
13507,238.0,543.0,4.563025210084033,44.073924065475076,34.68781060708686,43641.63400000001,8904.898439857665,3.0840336134453783,128.35774705882358,0.00022159389599586078,0.0465
10409,308.0,756.0,4.909090909090909,59.78546181103795,51.62362402113516,60037.17000000004,12250.341072620462,3.288961038961039,126.92847780126858,0.0003085174684583255,0.0241
13581,163.0,390.0,4.785276073619632,28.77047820940734,25.505743093446224,32572.009999999984,6646.186552777287,2.914110429447853,149.4128899082568,0.00015915583690310442,0.2126
13585,242.0,598.0,4.9421487603305785,43.2577402864848,34.68781060708686,40451.220000000016,8253.907401091792,2.975206611570248,118.27842105263163,0.00024403894991809345,0.1623
13583,233.0,555.0,4.763948497854077,39.78895922577611,32.85139710435873,41535.37600000001,8475.125036365538,2.8969957081545066,130.61438993710695,0.00022649099866980246,0.1484
10319,188.0,454.0,4.829787234042553,31.831167380620887,28.3623863199122,35105.637,7163.162867630242,2.7819148936170213,142.12808502024293,0.00018527371783079335,0.1229
13587,229.0,540.0,4.716157205240175,38.76872950203826,32.64735115961116,37841.35199999999,7721.374419365337,2.7860262008733625,124.47813157894734,0.00022036962032737537,0.0702
13437,254.0,579.0,4.559055118110236,45.094153789212925,34.27971871759172,43782.314999999995,8933.603827410694,2.9881889763779528,121.28065096952908,0.0002362852040176858,0.039
10318,288.0,729.0,5.0625,49.78721051840703,44.686061899717785,45426.71299999996,9269.136570861701,2.8645833333333335,115.00433670886066,0.00029749898744195675,0.0059
13439,132.0,284.0,4.303030303030303,19.79245664051427,17.75199719303857,22357.547999999995,4561.967003899138,2.606060606060606,143.31761538461535,0.00011589809661661963,0.1342
13403,197.0,452.0,4.588832487309645,35.91208627557228,27.95429443041706,37533.158999999985,7658.4888875157485,3.1015228426395938,132.62600353356885,0.0001844575340518031,0.0712
13409,252.0,586.0,4.650793650793651,42.84964839698966,36.11613222031985,43503.055,8876.62195688049,2.9285714285714284,125.36903458213257,0.00023914184724415177,0.02
13407,191.0,430.0,4.50261780104712,31.831167380620887,24.281467424960805,37436.46699999998,7638.759277026216,2.9476439790575917,142.3439809885931,0.00017547951248290998,0.1404
13405,104.0,190.0,3.6538461538461537,17.34390530354343,13.671078298087176,21408.775999999994,4368.373924809097,2.8076923076923075,163.42577099236638,7.753745900407651e-05,0.0167
