geocode,n,m,k_avg,intersection_density_km,clean_intersection_density_km,street_length_total,street_density_km,streets_per_node_avg,street_length_avg,int_node_dens,bike_lane_share
023001,207.0,379.0,3.6618357487922704,37.13636194405885,26.73001876193247,35427.86299999999,7228.911776222694,2.859903381642512,129.29877007299265,0.00015466682611866268,0.0898
023012,215.0,380.0,3.5348837209302326,37.544453833554,25.505743093447013,32833.796,6699.602924469185,2.772093023255814,119.83137226277373,0.00015507491800815783,0.1196
023030,356.0,748.0,4.202247191011236,64.8866104297292,44.27797001022402,44056.97800000004,8989.647698733184,2.853932584269663,91.21527536231892,0.00030525273334237386,0.1146
023032,401.0,882.0,4.399002493765586,70.59989688266133,48.971026739418264,44599.640000000014,9100.375679201788,2.798004987531172,82.28715867158674,0.0003599370465347242,0.0993
023035,290.0,529.0,3.6482758620689655,47.13461323669008,38.76872950203946,43967.929000000026,8971.477611399354,2.613793103448276,123.50541853932592,0.00021588060954293552,0.039
023043,523.0,1202.0,4.596558317399618,89.98426163368106,68.55943743518557,56359.12500000008,11499.850905771751,2.7227533460803057,81.44382225433537,0.000490526451173173,0.063
023044,553.0,1259.0,4.5533453887884265,97.53396158934137,74.47676983286527,59922.861000000084,12227.0167847227,2.7848101265822787,80.75857277628043,0.0005137876888743966,0.0831
029001,188.0,404.0,4.297872340425532,30.606891712136417,24.68955931445671,29143.717000000004,5946.6572687209955,2.622340425531915,127.82332017543861,0.0001648691233560415,0.0783
029010,325.0,747.0,4.596923076923077,54.88835913709797,43.665832175981286,41333.24199999999,8433.88041337019,2.713846153846154,97.48406132075469,0.0003048446414528787,0.1503
029015,228.0,424.0,3.719298245614035,40.40109706002007,25.70978903819459,33210.44799999999,6776.457237650247,2.7280701754385963,111.8196902356902,0.00017303096114594453,0.0264
029026,233.0,448.0,3.8454935622317596,43.25774028648613,26.73001876193247,26640.03,5435.79008945377,2.811158798283262,84.84085987261146,0.00018282516649382818,0.0034
030001,594.0,1323.0,4.454545454545454,102.22701831853563,79.16982656205953,69544.97499999996,14190.370126321553,2.759259259259259,87.80931186868682,0.0005399055698020863,0.0491
030002,549.0,1220.0,4.444444444444445,93.861134583885,73.25249416437983,65817.39900000002,13429.773359783174,2.73224043715847,91.15983240997232,0.0004978721051840856,0.0269
030003,471.0,1057.0,4.488322717622081,79.3738725068071,60.6016455900301,52247.997,10660.991909033522,2.713375796178344,84.54368446601943,0.00043135312719637587,0.0491
030005,475.0,1072.0,4.513684210526316,80.19005628579741,61.62187531376799,50868.656000000025,10379.54297155946,2.72,81.91409983896945,0.00043747450553880313,0.0852
030006,588.0,1313.0,4.465986394557823,101.00274265005017,77.7415049488265,67662.57200000003,13806.273427790897,2.7363945578231292,86.3043010204082,0.0005358246509071348,0.0519
030010,497.0,1074.0,4.321931589537224,87.9438021862053,64.68256448498163,57532.648000000045,11739.303514989753,2.7947686116700203,85.23355259259266,0.00043829068931779347,0.0297
030014,397.0,917.0,4.619647355163728,66.31493204296224,51.2155321316416,42962.655999999966,8766.355732385113,2.702770780856423,82.93949034749028,0.0003742202626670546,0.0994
030016,448.0,952.0,4.25,76.9253211698362,56.316680750331,54459.411000000044,11112.221967891548,2.75,91.83711804384492,0.0003885034787993849,0.0492
030018,408.0,865.0,4.240196078431373,69.57966715892346,52.23576185537949,51172.04300000002,10441.447858598593,2.7377450980392157,95.29244506517695,0.00035299948441330667,0.0344
030020,300.0,624.0,4.16,50.80744024214645,38.15659166779673,37912.25400000001,7735.841684940073,2.73,96.7149336734694,0.00025464933904497495,
030023,212.0,378.0,3.5660377358490565,38.15659166779673,25.70978903819459,30092.118999999995,6140.174850811484,2.797169811320755,109.42588727272725,0.00015425873422916754,0.0141
032001,469.0,1043.0,4.447761194029851,79.78196439630226,59.7854618110398,57087.842000000004,11648.542654490355,2.767590618336887,91.04918979266348,0.00042563984074344373,0.0731
032003,372.0,842.0,4.526881720430108,62.84615098225344,49.99125646315615,39903.203,8142.086754589313,2.739247311827957,81.93676180698152,0.0003436133709549182,0.0357
032005,373.0,889.0,4.766756032171582,63.254242871748595,52.439807800127056,45832.640999999945,9351.96453312148,2.71313672922252,92.40451814516118,0.0003627936897611903,0.0396
032006,459.0,1076.0,4.688453159041394,80.39410223054499,60.6016455900301,56748.16499999996,11579.232940116324,2.814814814814815,90.94257211538455,0.00043910687309678376,0.0916
032008,510.0,1132.0,4.43921568627451,88.96403190994319,65.09065637447678,63385.64000000001,12933.582797229752,2.796078431372549,92.80474377745243,0.00046196001890851226,0.1084
032010,210.0,406.0,3.8666666666666667,35.29994844133066,27.13811065142762,27272.596999999987,5564.862820584907,2.7,102.91546037735844,0.0001656853071350318,0.0123
032016,235.0,496.0,4.221276595744681,39.58491328102976,27.546202540922774,30767.910999999996,6278.067467904339,2.7148936170212767,100.87839672131146,0.0002024135771895955,0.0137
032020,300.0,620.0,4.133333333333334,53.66408346861252,36.11613222032097,37051.25099999996,7560.157514374566,2.8333333333333335,91.48457037037028,0.0002530169714869944,0.0539
033001,355.0,858.0,4.833802816901408,60.80569153477768,49.583164573660994,42360.998000000014,8643.589857360184,2.715492957746479,89.55813530655394,0.00035014284118684057,0.0097
033003,275.0,581.0,4.225454545454546,44.07392406547644,32.64735115961218,27691.590999999975,5650.35684715847,2.64,79.57353735632176,0.00023710138779668342,0.0043
033006,399.0,949.0,4.756892230576441,70.59989688266133,58.15309425305919,46320.185999999936,9451.446113253434,2.756892230576441,87.06801879699236,0.00038727920313089945,0.0261
