geocode,n,m,k_avg,intersection_density_km,clean_intersection_density_km,street_length_total,street_density_km,streets_per_node_avg,street_length_avg,int_node_dens,bike_lane_share
39124,248.0,549.0,4.42741935483871,40.80918894951396,35.50399438607714,43938.265000000014,8965.424792494083,2.7661290322580645,138.1706446540881,0.00022404244733283162,0.0119
39118,225.0,561.0,4.986666666666666,39.1768213915334,36.52422410981499,43456.39200000001,8867.100560960735,2.8533333333333335,144.85464000000002,0.00022893955000677328,0.0111
39114,265.0,640.0,4.830188679245283,44.482015954970215,39.58491328102854,44519.93100000004,9084.111380991628,2.7773584905660376,126.11878470254969,0.0002611788092768893,0.1074
39130,273.0,693.0,5.076923076923077,44.890107844465355,41.42132678375667,39484.741999999984,8056.701484504045,2.652014652014652,111.8547932011331,0.0002828076794201317,0.0078
39128,163.0,359.0,4.404907975460123,22.036962032737538,20.81268636425212,26902.043999999987,5489.252983620689,2.4355828220858897,145.416454054054,0.0001465049883287551,0.0
39106,277.0,603.0,4.353790613718411,49.58316457365946,36.52422410981499,40655.61400000005,8295.613167922535,2.9386281588447654,105.05326614987094,0.0002460794093655691,0.0079
39126,71.0,162.0,4.563380281690141,11.834664795359048,9.99825129263092,16876.517999999993,3443.5850593593655,2.8450704225352115,179.5374255319148,6.61108860982126e-05,0.0087
39122,154.0,396.0,5.142857142857143,25.505743093446224,24.077421480213236,24263.985,4950.967742665862,2.668831168831169,120.11873762376239,0.0001616043882400753,
39120,194.0,484.0,4.989690721649485,34.68781060708686,31.219029546378177,37285.303999999975,7607.9150798803375,2.881443298969072,144.51668217054254,0.00019751647451564754,0.0587
39112,253.0,567.0,4.482213438735178,43.05369434173723,37.34040788880527,46864.378000000026,9562.48628401723,2.8181818181818183,141.15776506024105,0.00023138810134374412,0.0171
39104,212.0,458.0,4.320754716981132,37.1363619440577,27.138110651426782,33685.37799999998,6873.3647781889995,2.957547169811321,115.36088356164377,0.0001869060853887739,0.0521
39108,299.0,718.0,4.802675585284281,51.41957807638759,45.910337568203204,52026.19899999996,10615.734926580062,2.939799331103679,125.06297836538451,0.0002930099766575102,0.0656
39110,268.0,608.0,4.537313432835821,38.56468355729069,35.29994844132957,35316.01799999998,7206.090257532176,2.5186567164179103,112.1143428571428,0.0002481198688130448,0.1269
39116,245.0,579.0,4.726530612244898,39.78895922577611,34.89185655183443,37209.488,7592.44513253336,2.6816326530612247,121.5996339869281,0.0002362852040176858,0.0053
39179,48.0,86.0,3.5833333333333335,8.16183778990279,6.529470231922233,11012.896,2247.1367687267325,2.7916666666666665,203.94251851851854,3.5095902496582e-05,
