geocode,n,m,k_avg,intersection_density_km,clean_intersection_density_km,node_density_km,street_density_km,streets_per_node_avg,street_length_avg,int_node_dens
01705,154.0,353.0,4.584415584415584,25.505743093446224,22.649099866980247,31.423075491125747,4881.322780804622,2.675324675324675,120.82154040404043,0.00014405643699178427
01156,55.0,124.0,4.509090909090909,7.753745900407652,6.733516176669803,11.222526961116339,2262.7085350001425,2.4545454545454546,178.85824193548382,5.06033942973973e-05
01139,215.0,494.0,4.595348837209302,37.748499778300406,32.03521332536845,43.869878120727506,7915.243980710509,2.9209302325581397,130.61104040404032,0.00020159739341059894
01097,311.0,752.0,4.836012861736334,59.17332397679524,52.439807800125436,63.4582888164942,9612.845843410654,3.1061093247588425,101.09695922746786,0.00030688510090034495
01219,269.0,632.0,4.698884758364312,43.2577402864848,37.544453833552836,54.88835913709627,8112.128524935276,2.7100371747211898,114.90283815028899,0.0002579140741609282
01159,295.0,759.0,5.145762711864407,54.072175358105994,46.11438351295077,60.19355370053309,9948.451023172043,3.074576271186441,111.82554128440361,0.00030974174412681094
01307,305.0,809.0,5.304918032786885,53.868129413358425,49.17507268416432,62.234013148008785,10137.57753653157,2.9737704918032786,113.95141743119271,0.0003301463386015679
01157,204.0,523.0,5.127450980392157,35.50399438607714,33.66758088334901,41.62537272850424,6956.113570621935,2.9166666666666665,122.62920143884897,0.00021343205820595798
01099,135.0,332.0,4.9185185185185185,22.853145811727817,21.22077825374726,27.54620254092192,5224.7588358335415,2.8444444444444446,145.48747727272723,0.00013548650731238634
01237,265.0,622.0,4.694339622641509,47.9507970156789,40.60514300476639,54.072175358105994,8141.999831016605,2.8566037735849057,109.32267671232886,0.0002538331552659768
01169,208.0,509.0,4.894230769230769,34.89185655183443,31.423075491125747,42.44155650749452,8628.419245413885,2.7836538461538463,154.33083576642352,0.00020771877175302603
01309,375.0,1039.0,5.541333333333333,67.74325365619316,60.39759964528066,76.51722928033867,12452.878709744455,3.1706666666666665,107.44679225352118,0.00042400747318545
01257,255.0,642.0,5.035294117647059,44.073924065475076,38.15659166779555,52.0317159106303,8326.608359067517,2.8588235294117648,118.28265797101453,0.0002619949930558796
01109,129.0,252.0,3.9069767441860463,21.6288701432424,16.32367557980558,26.321926872436503,5764.180204608729,2.852713178294574,172.25257926829275,0.00010283915615277517
01465,86.0,234.0,5.441860465116279,15.711537745562874,15.507491800815304,17.547951248291,3445.5651212071975,2.872093023255814,143.10357627118645,9.549350214186265e-05
01239,237.0,538.0,4.540084388185654,41.82941867325181,33.0554430491063,48.35888890517404,7976.376757894727,2.8649789029535864,119.54459327217137,0.00021955343654838508
01187,273.0,720.0,5.274725274725275,51.62362402113516,45.298199733960494,55.70454291608655,9617.880269005396,3.161172161172161,115.81291400491389,0.00029382616043650047
01324,191.0,468.0,4.900523560209424,30.19879982264033,28.3623863199122,38.97277544678583,6198.082681838765,2.6858638743455496,125.00377366255142,0.0001909870042837253
01259,209.0,500.0,4.784688995215311,32.85139710435873,29.58666198839762,42.64560245224209,6099.894344904623,2.6794258373205744,114.53911877394637,0.00020404594474756978
01189,159.0,405.0,5.09433962264151,27.138110651426782,24.689559314455945,32.44330521486359,5552.3664347905615,2.8364779874213837,127.75283568075118,0.00016527721524553152
01326,129.0,293.0,4.542635658914729,18.36413502728128,16.32367557980558,26.321926872436503,4012.002989250737,2.441860465116279,126.85324516129027,0.00011957092362207588
01277,299.0,819.0,5.478260869565218,55.29645102659141,49.78721051840703,61.009737479523366,10843.136786347231,3.137123745819398,120.22774434389147,0.0003342272574965193
01127,259.0,660.0,5.096525096525096,45.502245678708064,41.2172808390091,52.847899689620576,8112.11750645426,2.9150579150579152,110.12833240997229,0.0002693406470667921
01279,240.0,630.0,5.25,42.03346461799938,37.952545723047976,48.97102673941675,7234.484679065421,2.8291666666666666,106.47199699699705,0.0002570978903819379
01328,47.0,106.0,4.51063829787234,6.3254242871746635,6.3254242871746635,9.59015940313578,1497.2732269739768,2.3617021276595747,138.45135849056604,4.325774028648479e-05
01129,161.0,367.0,4.559006211180124,26.934064706679212,22.853145811727817,32.85139710435873,6311.8944086703395,2.8447204968944098,144.5499626168224,0.00014976972344471622
01069,335.0,758.0,4.525373134328358,60.8056915347758,50.80744024214488,68.35539149043588,11267.785779982947,3.035820895522388,114.56806431535254,0.00030933365223731577
01108,150.0,395.0,5.266666666666667,24.689559314455945,22.445053922232677,30.606891712135468,5122.6544491278055,2.7733333333333334,126.15777386934677,0.00016119629635058012
01217,277.0,645.0,4.657039711191335,44.277970010222646,38.76872950203826,56.52072669507683,9435.919849225415,2.693140794223827,130.26505352112662,0.00026321926872436495
01067,306.0,696.0,4.549019607843137,54.88835913709627,45.298199733960494,62.438059092756355,9231.763107529858,2.950980392156863,104.73044212962967,0.00028403195508861715
01445,207.0,529.0,5.111111111111111,35.29994844132957,31.831167380620887,42.23751056274695,7301.707207470619,2.8260869565217392,126.0021936619719,0.00021588060954292883
