geocode,n,m,k_avg,intersection_density_km,clean_intersection_density_km,street_length_total,street_density_km,streets_per_node_avg,street_length_avg,int_node_dens,bike_lane_share
005-001,74.0,148.0,4.0,11.834664795358862,9.386113458388062,13674.087999999996,2790.142204521362,2.6216216216216215,151.93431111111107,6.0397599645279704e-05,
005-002,94.0,170.0,3.617021276595745,15.507491800815059,13.67107829808696,18225.07699999999,3718.7530545621444,2.617021276595745,159.869096491228,6.937562121417262e-05,
005-003,355.0,739.0,4.163380281690141,69.5796671589202,50.19530240790137,55931.15400000003,11412.525158751643,3.0901408450704224,105.33174011299441,0.0003015799063369034,
005-004,285.0,539.0,3.7824561403508774,55.70454291608567,35.503994386076585,39190.952999999994,7996.755030442477,3.0350877192982457,94.43603132530119,0.00021996152843787675,
005-005,110.0,173.0,3.1454545454545455,18.160089082533425,11.630618850611294,16213.426999999998,3308.2840298107035,2.581818181818182,116.64335971223021,7.059989688265803e-05,
005-006,452.0,926.0,4.097345132743363,77.94555089357043,54.07217535810514,50766.00799999994,10358.59806342251,2.756637168141593,84.89298996655509,0.00037789308967249325,
005-007,225.0,394.0,3.502222222222222,43.66583217597925,34.68781060708631,41843.123,8537.919563723632,2.928888888888889,133.2583535031847,0.00016078820446108246,
005-008,407.0,742.0,3.6461916461916464,78.96578061730825,57.9490483083089,56468.15000000003,11522.097014897307,2.9508599508599507,97.86507798960145,0.0003028041820053888,
005-009,599.0,1225.0,4.090150250417362,115.69405067187024,80.5981481752888,67487.22000000004,13770.493563286878,2.993322203672788,78.20071842410202,0.0004999125646315381,
005-010,511.0,1042.0,4.078277886497065,98.75823725782222,71.62012660639587,64554.35700000001,13172.05476163669,3.01174168297456,88.67356730769232,0.0004252317488539287,
005-011A,697.0,1413.0,4.054519368723099,133.0379559754134,87.9438021862012,71611.84199999995,14612.105956003456,2.971305595408895,71.54030169830165,0.0005766338398566231,
005-011B,733.0,1501.0,4.09549795361528,139.56742620733553,95.69754808660872,76821.68999999993,15675.154313154673,2.9686221009549794,72.54172804532571,0.000612545926132195,
005-012,822.0,1702.0,4.141119221411192,154.87087206340303,107.12412099247244,81095.96799999996,16547.30340577842,2.9793187347931873,68.2625993265993,0.0006945723959207165,
005-013,589.0,1183.0,4.016977928692699,108.14435071621028,76.72127522508502,69889.96000000004,14260.762916569645,2.903225806451613,85.75455214723931,0.00048277270527274246,
005-014,75.0,99.0,2.64,13.467032353339393,10.61038912687346,18450.235,3764.695631389619,2.7066666666666666,212.0716666666667,4.040109706001818e-05,
005-015,744.0,1542.0,4.145161290322581,139.56742620733553,93.86113458388061,71530.83600000005,14595.577010203257,2.9475806451612905,67.22822932330833,0.0006292776936014954,
