geocode,n,m,k_avg,intersection_density_km,clean_intersection_density_km,street_length_total,street_density_km,streets_per_node_avg,street_length_avg,int_node_dens,bike_lane_share
60315,614.0,1170.0,3.811074918566775,118.95878578783318,92.63685891539669,78419.15499999991,16001.110568281092,3.226384364820847,83.33597768331553,0.0004774675107093133,0.4328
60312,612.0,1169.0,3.820261437908497,118.55069389833804,90.39235352317341,78250.96499999994,15966.792080834004,3.2140522875816995,83.4232036247334,0.00047705941881981813,0.4025
60306,542.0,1050.0,3.874538745387454,105.69579937924115,83.86288329125118,75788.67699999997,15464.372199633406,3.273062730627306,88.53817406542052,0.00042849648396989655,0.5206
60310,607.0,1166.0,3.841845140032949,117.5304641746002,89.37212379943557,77194.88299999993,15751.302831413099,3.2108731466227347,83.18414116379303,0.0004758351431513327,0.3785
63065,307.0,689.0,4.488599348534202,60.39759964528066,50.80744024214488,48621.10899999999,9920.940120579566,3.175895765472313,105.46878308026028,0.00028117531186215117,0.2337
63263,272.0,673.0,4.948529411764706,50.80744024214488,39.38086733628097,42633.307000000015,8699.153404528182,3.1470588235294117,101.7501360381862,0.0002746458416302289,0.2981
65934,235.0,504.0,4.2893617021276595,39.99300517052368,33.46353493860144,33569.33299999999,6849.686266530769,2.8127659574468087,104.25258695652171,0.00020567831230555034,0.1723
60320,407.0,757.0,3.7199017199017197,75.70104550134839,54.684313192348704,55751.05199999999,11375.776076010887,3.076167076167076,92.76381364392677,0.00030892556034782065,0.3287
60327,336.0,659.0,3.9226190476190474,64.27447259548448,49.37911862891189,46945.94099999998,9579.128883408666,3.0833333333333335,96.79575463917521,0.000268932555177297,0.2763
60596,426.0,888.0,4.169014084507042,83.65883734650362,65.4987482639699,57531.40499999996,11739.049885880053,3.143192488262911,89.47341368584753,0.0003623855978716839,0.2194
60529,226.0,531.0,4.699115044247788,40.60514300476639,33.66758088334901,32172.482000000007,6564.664484564185,3.02212389380531,98.38679510703366,0.0002166967933219191,0.1025
60433,361.0,728.0,4.033240997229917,63.050196926999064,51.01148618689245,49856.51700000004,10173.020113088283,2.8725761772853184,101.95606748466267,0.0002970908955524615,0.1931
