param,coefficient,p
Intercept,7069.671993819315,0.00134416353508502
Education[T.Secondary],-696.0357763648402,0.5174413082953726
Education[T.Secondary+BAC],909.3413206753642,0.5168065632931433
Education[T.University],375.30293746183753,0.6243183124249113
HHSize,12.201946969619554,0.7074781528348731
Sex,-690.5135884242163,0.04692123512332583
Age,-33.175510711309805,0.01739466384877211
DistSubcenter_res,-57.26564794819454,0.6024514362224261
DistCenter_res,680.8732639221593,1.8353213640790654e-15
UrbPopDensity_res,-0.1534994381090092,0.3007014228788697
UrbBuildDensity_res,0.0002542221004457291,0.11499097257048188
IntersecDensity_res,-28.547628233938056,0.0474623083676384
street_length_res,16.094548011036686,0.0336638295167215
LU_Comm_res,-8019.360584597926,0.003067130309958639
LU_UrbFab_res,-921.05104678903,0.5441671447958407
bike_lane_share_res,20325.41613398661,0.07446425007759576
