city,param,bike,walk,transit,bike_p,walk_p,transit_p
Berlin,Sex,,0.0681193294896454,0.3131239440558434,0.2643139789619779,0.0985882666598052,3.467839459087793e-20
Berlin,Age,,-0.0165387491160576,-0.0088939084241175,0.1135209749345664,0.0013729101155999,6.579543998101822e-06
Berlin,CarOwnershipHH,-2.8680838625362406,-2.5402291499722622,-3.225081962544992,1.0133054519778003e-286,1.3465961527474132e-234,0.0
Berlin,Trip_Distance,-0.0003052504451233,-0.0016713107448949,2.0771797528076845e-05,1.679792050773257e-304,0.0,2.7734012377932587e-16
Berlin,Trip_Purpose_Agg[T.Home↔Leisure],0.6153665965095052,1.8721629782907188,0.5165728728406065,4.167373461464359e-05,2.1459950887123924e-114,6.627906615128696e-08
Berlin,Trip_Purpose_Agg[T.Home↔School],0.2417680308087687,0.6086265002348777,0.5966900676592157,0.026176725400832,5.6965027462334506e-11,1.759882588952641e-09
Berlin,Trip_Purpose_Agg[T.Home↔Shopping],,0.5199804435712754,0.3141223713066086,0.1883435718706062,8.275490164762364e-09,0.0002494061765803
Berlin,Trip_Purpose_Agg[T.Home↔Work],1.3627706608242744,0.9551924290199484,1.2791889754490746,2.5772250768420293e-07,2.922333486848622e-18,9.14862653518279e-40
Berlin,Trip_Purpose_Agg[T.Other],-0.3440697001265191,0.3460683181042096,,0.0330325004651064,0.0377379184133385,0.707270386507049
Berlin,DistCenter_origin,-0.0423444331397227,,-0.0279905668041102,0.0004660224077493,0.1290174464532542,2.979862107524059e-05
Berlin,DistSubcenter_origin,,-0.0400038875715378,-0.0296063447327271,0.6628959519667508,0.0025269100260898,0.0100395705127621
Berlin,UrbPopDensity_origin,3.780714180190117e-05,4.145884728715885e-05,1.9172460003247823e-05,0.0974083466510193,0.0157883605923129,0.0054757399913071
Berlin,UrbBuildDensity_origin,,2.3141659872307613e-08,1.9857111606779112e-08,0.8206830585994335,0.0471772710815467,0.0638678241694884
Berlin,IntersecDensity_origin,,,,0.4791877364183604,0.7216153521838589,0.786894077043432
Berlin,street_length_origin,-0.0050204304910416,,,0.0154323938045457,0.2753440209136729,0.3775487532222862
Berlin,bike_lane_share_origin,,-0.01122736723200285,-0.01005280137730637,0.1713479386346773,0.0046806789465005,0.0026802235457624
Berlin,LU_UrbFab_origin,-0.007930457525735153,-0.009670061828120672,-0.00319518319627144,0.0329421758054799,5.614227860216053e-11,0.0083724091060145
Berlin,LU_Comm_origin,,0.005278959749433875,0.004823122251526066,0.124231703362316,0.0492259440085313,0.0396322228292706
Paris,Sex,-0.1973381422403739,0.2616328613346296,0.5488521271682051,0.0927066435568602,1.8016042814199477e-05,4.2746450231116696e-26
Paris,Age,,,-0.0067717503668806,0.3134277203295856,0.1430792529400597,0.0124017108434097
Paris,CarOwnershipHH,-2.289639924315973,-2.552154790000055,-2.883586619014564,1.119090183356046e-57,1.744973495095759e-154,1.9923626747940768e-248
Paris,Trip_Distance,-0.0004224833883623,-0.0029447449951432,0.0001329519592191,5.8069384326644355e-24,0.0,1.6429721836455553e-110
Paris,Trip_Purpose_Agg[T.Home↔Leisure],1.2538560137625512,0.9926436201514068,1.483506998550345,4.530768029055025e-07,5.984566499921874e-29,1.8009749035453056e-34
Paris,Trip_Purpose_Agg[T.Home↔School],1.2883674191544248,1.8453983083531804,2.488148076459165,0.0002389241032787,1.6355195099297056e-38,5.504480625156127e-48
Paris,Trip_Purpose_Agg[T.Home↔Shopping],1.1100078799305335,0.7043420982650275,1.101997645183672,3.605433147515752e-05,3.160150208858972e-12,2.614765156635741e-14
Paris,Trip_Purpose_Agg[T.Home↔Work],2.2011841338183054,1.240154218545438,2.0490936920094565,4.4122309895930137e-20,9.27941507081152e-28,5.183459816157221e-62
Paris,Trip_Purpose_Agg[T.Other],,,1.1926511883409223,0.9985600917878116,0.3586714379692032,0.0041522231069082
Paris,DistCenter_origin,,-0.0748054934622536,-0.0937320373906151,0.1892167863829294,4.127811692626609e-09,7.373043943710102e-15
Paris,DistSubcenter_origin,,,,0.2086930781008138,0.3953860000892032,0.2271188325198712
Paris,UrbPopDensity_origin,,1.6969762205417244e-05,1.0285436275385453e-05,0.3466724096792127,0.0001446946261998,0.0073688685032427
Paris,UrbBuildDensity_origin,4.0124505118595017e-08,3.677676186636839e-08,2.9951242487072974e-08,0.0224407098492014,0.0008276098818464,0.0014505459752402
Paris,IntersecDensity_origin,0.0183776752381415,0.0092652670212401,0.0079883244179393,0.0191880109395873,0.0022046842630438,0.0060753434399397
Paris,street_length_origin,0.0229033383937796,0.0062823715206654,,0.0295966930483755,0.0868949792832361,0.606778294237576
Paris,bike_lane_share_origin,0.03141500038737938,,,7.345698838148413e-07,0.6257071096592932,0.5951260185267341
Paris,LU_UrbFab_origin,,,-0.006125361916474599,0.5335781577942708,0.140679085767454,0.0225002192740189
Paris,LU_Comm_origin,,-0.014735616569285024,,0.6711645135971857,4.732959001268625e-05,0.1757462895313229
Madrid,Sex,-1.3848970621764944,0.1461484212248397,0.5339898064415255,1.5905295343972885e-05,1.7887012830322898e-06,2.222361470907752e-113
Madrid,Age,-0.0279639509536351,0.0034807146569821,,0.0016339533416542,0.0477074489359944,0.4949990823068108
Madrid,CarOwnershipHH,-1.951629764902178,-1.7697957845741688,-2.299131695781576,7.2043846138216855e-19,6.889219116242271e-136,0.0
Madrid,Trip_Distance,-0.0002663693830861,-0.0015264225956472,1.5472840569711282e-05,9.209085891747589e-22,0.0,9.885057997879175e-15
