param,bike,walk,transit,bike_p,walk_p,transit_p
Intercept,-2.9081194373253094,4.949900926244977,-1.2926657544321625,0.6649389559251256,7.562630572459152e-08,0.3292229125843334
Trip_Time[T.Daytime Off-Peak],-0.1128584662550708,0.0475972989520427,-0.46959678711042524,0.6485742234268991,0.6310794332103489,0.0004457291985277664
Trip_Time[T.Evening],-0.022996255839711828,-0.7039310750687283,-1.256565041275395,0.8164594170993342,1.0260858951134798e-05,1.8366901695204106e-07
Trip_Time[T.Lunch],-0.06362091857119642,-0.0843948017418294,-0.5012855376742604,0.7380530196486119,0.4374536975299721,0.0007276586860684277
Trip_Time[T.Nighttime Off-Peak],-1.2229369905238376,-0.06053460529469398,-1.1700434478092716,0.14004621232395872,0.8282886729524841,0.002109152300753974
Trip_Time[T.PM Rush],-0.22339546296868557,0.10589488626244987,-0.8994664002572402,0.4420091491730082,0.33149567091551874,3.4829035154299635e-07
Season[T.Spring],1.6747369655458855,-0.3821215046074573,-0.7315083863905314,0.9413951547994623,0.29774339482140944,0.08980757352622568
Season[T.Winter],1.8026399351671252,-0.3907735908842246,-0.5185212527790396,0.9324236604479768,0.28632070264612136,0.2127370602462667
Trip_Purpose_Agg[T.Home↔Leisure],1.8375284020493237,1.960022997948375,1.757422838677039,1.8798656389847203e-06,3.438628346238122e-65,1.9984672235318878e-16
Trip_Purpose_Agg[T.Home↔School],1.8349623335882081,2.001076432317993,2.0061744795211576,0.00019753943715365975,9.84191379770423e-31,3.574897591465422e-15
Trip_Purpose_Agg[T.Home↔Shopping],1.3356070692868038,0.8458353777338767,1.1844554441928694,0.0012522713245646118,1.718755658929447e-10,4.3245013234931563e-07
Trip_Purpose_Agg[T.Home↔Work],2.805855743732012,1.0488103140653096,2.0568500409979973,2.641717176859231e-14,2.0134987564712678e-11,1.0037314898959239e-20
Trip_Purpose_Agg[T.Other],1.4113220795927628,0.7977255912918423,1.6027585559139674,0.003527172781174671,2.0295841667398786e-06,4.969908150364652e-10
Occupation[T.Employed_PartTime],-0.21090319058930357,0.07780114361501804,0.3741872233470133,0.5260339909251693,0.5638867739197464,0.03483562067785533
Occupation[T.Home_Partner],-18.46900095703841,1.1366335987867482,0.8913998232688615,0.992162859789381,4.577407623767794e-11,0.005405266197242969
Occupation[T.Other],-2.6645188506881023,0.1858249469363968,0.3305786845370108,0.616532297501199,0.5827126907068373,0.4624403741918211
Occupation[T.Retired],0.0541199677279243,0.7195930256711541,0.4026931691702512,0.8023753500929678,1.152432081094138e-05,0.12369006925924804
Occupation[T.Student_3rdLevel],0.6600073147819602,-0.014398338802371399,1.6368185063886038,0.13315100201734822,0.6442735331160168,7.474354628401595e-12
Occupation[T.Student_School],1.8521032453758042,0.11136326972151268,1.3981035695530113,0.0006747643958581617,0.6280353698587472,3.784750595792727e-05
Occupation[T.Trainee],0.4785114023989138,0.03890166035740741,1.3458589962682774,0.5116440942535693,0.7169322020707551,0.00010058354621619799
Occupation[T.Unemployed],0.28433664859183794,0.4396141260501798,1.055771833033895,0.4364888421691862,0.004983561132610918,1.0568131153709304e-06
Education[T.Elementary],0.5166129111833776,-0.08904577921732192,0.28128888085017006,0.17471485764183736,0.7930244194062561,0.7045994908766491
Education[T.No diploma yet],-1.5442792079054293,-1.897985871387132,-2.583427293072839,0.11113593050937626,0.008296812824276962,0.018004482549245485
Education[T.Other],-2.1583805851889952,-0.027552313816608547,0.37349433360566164,0.6212388535994813,0.8052897616136748,0.7124225973849375
Education[T.Secondary],1.2311892921316774,0.08719457348142269,0.16034029337355957,0.34238713794701386,0.6847794449540378,0.7812785802242082
Education[T.University],1.6655599169964372,-0.08895314805263432,0.2952198203608234,0.5862754147714028,0.8335060473849123,0.7002996016549256
Sex,-0.7148997356069108,-0.15713161951215246,0.19772615457908418,7.498624537028071e-05,0.03642984623669279,0.03168138167504491
Age,-0.00020113938018009354,-0.017611365964005313,-0.016979443941697345,0.7823271738395501,8.321408222288228e-05,0.0006474791054525563
Trip_Distance,-0.00035845570224671546,-0.002102125803498194,3.618397592570851e-05,1.0789111543712649e-20,0.0,2.595667930850924e-07
CarOwnershipHH,-2.6215860295034616,-2.905286804385882,-3.426657856603429,2.002334738401295e-28,1.6126743626724762e-99,6.554244518716092e-145
HHSize,-0.001013752799498318,0.03562718927831354,0.03050947931019537,0.8362953370936201,0.22444212979680855,0.38026409759063345
UrbPopDensity_origin,0.00017288522381813024,5.5371709601055625e-05,4.5754194427101354e-05,8.282441964928297e-05,0.009768422731528056,0.09201089875374639
DistSubcenter_origin,0.15582044265562636,-0.036015274813611046,0.045979330709363594,0.014979180544888695,0.11071482097274071,0.18697460116870948
DistCenter_origin,-0.15065555513383833,-0.023099217208128242,-0.09422915945744043,8.008488975687157e-08,0.019030009704154895,4.2764997654182946e-13
UrbBuildDensity_origin,2.396461438135864e-08,4.03945880148597e-08,2.9809458144379485e-08,0.23033849525459862,0.0003814976961568408,0.011088229513925288
IntersecDensity_origin,0.0037039824901890475,-0.0005566994904648651,0.004616499676668851,0.5876022017390164,0.6919937962924496,0.2176858885918463
street_length_origin,0.002284392016635334,0.005331005922454159,0.005635276038303636,0.7004856528306551,0.16985442582707747,0.2571416313148069
bike_lane_share_origin,-3.2987745984701493,1.513491311824307,-0.09478573881775898,0.037043072251826875,0.027123342913450834,0.7725949538484859
LU_UrbFab_origin,-1.8332675066700217,-0.6762283205058395,0.18164438003569272,0.02565977326732852,0.03644761699197436,0.670451038300163
LU_Comm_origin,-2.3499610760802843,-1.4317531833685928,1.6069620785761505,0.03087620252257382,0.0012285639336710738,0.004579226866968077
