param,bike,walk,transit,bike_p,walk_p,transit_p
Intercept,1.2273329555281407,1.8839991657277109,0.16291238441407932,0.4309970284013204,0.026039764799370035,0.672828985539053
Trip_Time[T.Daytime Off-Peak],0.042030818162572654,-0.044885906311540574,-0.25426936902866026,0.651634047169458,0.7197383985400306,0.036233750743977854
Trip_Time[T.Evening],-0.14824329358062593,0.0013426637532695726,-0.5228823116786462,0.641898146323798,0.7483469808459052,0.02493199809368413
Trip_Time[T.Lunch],-0.1321139675129605,-0.15104122268954273,-0.299093775402562,0.658702115337729,0.49352937002018404,0.1379220072009844
Trip_Time[T.Nighttime Off-Peak],0.565161517050108,0.1624063531032649,0.15318039763764302,0.21463230996198782,0.6883773039263502,0.42973773569305257
Trip_Time[T.PM Rush],-0.5231241048321383,-0.5192886781846479,-0.5039140192997721,0.10565684497293139,0.0037662536230742764,0.0010457076930753385
Season[T.Spring],0.49651343792441116,0.05053142928164044,-0.04289600747023025,0.062916506124306,0.7845933256039973,0.7421492988752235
Season[T.Summer],0.4224687619843818,0.19197558345807497,-0.12844646110982433,0.06833877697810192,0.2210294909162006,0.28063718963881057
Season[T.Winter],-0.34935208472731205,0.0874772299795697,0.1125941621651761,0.03715119555706871,0.4310011628964375,0.19121841829943276
Trip_Purpose_Agg[T.Home↔Leisure],1.3272964672067924,1.5418871132928507,1.3763775503118514,0.007941200949114007,8.480942069822734e-16,9.303819773573822e-13
Trip_Purpose_Agg[T.Home↔School],0.6987985810739553,1.3086271568931347,2.1136284348597747,0.2275936712208934,0.0023004988882344567,1.7027653470184492e-07
Trip_Purpose_Agg[T.Home↔Shopping],0.9084828944962118,1.1578419015236667,0.7314255461804146,0.022042420421244237,9.470810141389011e-10,0.0004024507600635659
Trip_Purpose_Agg[T.Home↔Work],1.675441380288187,0.712088374282634,1.9020086953734947,0.004602386752959626,0.024646839242599625,7.391779230754674e-07
Trip_Purpose_Agg[T.Other],0.7361589354123143,0.80910389862134,0.75569849083088,0.3290079234123645,0.11922163147782162,0.04589017525532585
Occupation[T.Other],-0.10590272403275106,0.4959872162556691,0.333167023821112,0.6899635148102232,0.0037711079769010354,0.021943687723068796
Occupation[T.Pre-School],0.3358528190852757,-0.6558289702174487,-0.9685566951998051,0.9999999948007672,0.9999999878093889,0.9999999936868663
Occupation[T.Retired],-0.27984183819812103,0.1856492057217087,0.5108179065472829,0.3526722216887817,0.3538372048295835,0.0022625756813609062
Occupation[T.Student_3rdLevel],0.7479067808042922,0.10550091353188308,0.5695794937761911,0.06454907291369609,0.6473111276746397,0.004477947074018867
Occupation[T.Student_School],0.3944061779001693,-0.4454379071153185,0.06575131098784003,0.37162880103984786,0.18265950126593164,0.7775688635615853
Education[T.Elementary],0.7935929926283845,-0.007686173255669902,0.36906001600053867,0.23647555361439496,0.8769159741451252,0.22309211306649582
Education[T.No diploma yet],-1.4343712844991416,-0.7514381417475159,-1.2348957691178404,0.015024492877993694,0.015705249424288387,4.1582794899741714e-07
Education[T.Pre-School],0.33584578182429453,-0.6558283159635314,-0.9685566318934671,0.9999999981004951,0.9999999956490127,0.9999999936835886
Education[T.Secondary],0.24378025621207572,-0.03166729523516085,0.34982237876688743,0.3201339741747281,0.7397233102069809,0.000711693427330148
Education[T.University],1.1014621988224051,0.13605654382548385,0.5366463211593505,4.672129540792224e-08,0.32562680192396914,3.1133827261634534e-07
Education[T.Unknown],-0.6912285891046067,-0.7937860888801818,-0.5984378513778653,0.3859244474137779,0.051746943294838005,0.053226610572355997
Sex,-0.3096376489623055,0.12244877223813849,0.3428650438018626,0.02297633669724226,0.2026278253893952,5.901358598932925e-06
Age,-0.0004260401575419028,-0.007473169022745374,-0.01381054194519763,0.7703517617420343,0.15017319103264098,0.00016497424080785152
Trip_Distance,-0.000215612105432118,-0.0010167337017395952,-3.1278083958772284e-06,6.717142810375483e-23,4.5892488046387884e-141,0.5558984418175494
CarAvailable,-1.4701875190115081,-1.31885080216303,-1.781270219415906,7.112174888331082e-19,5.1040999054902085e-30,5.683904649534951e-92
HHSize,0.04403193996898633,-0.1203020181307194,-0.11528796792277497,0.46355898097231096,0.014770045982451203,0.0021470787645739334
UrbPopDensity_origin,4.207737690738458e-05,3.041182759915822e-05,6.652198644764612e-05,0.19400856083600337,0.11845423287798397,7.512019730765944e-05
DistSubcenter_origin,0.01670411980896296,-0.019059495988720736,-0.039175343346022115,0.7707735450053838,0.559695704309078,0.1396092224439343
DistCenter_origin,-0.07591813096075525,-0.12596732520353088,-0.1296877546300032,0.10042648239938555,0.00019935721112957524,9.932464979426443e-05
UrbBuildDensity_origin,-1.0062894936699332e-08,-2.486499274455211e-09,5.811337827742183e-09,0.41303209611024894,0.7312992579164095,0.39289117401157536
IntersecDensity_origin,-0.021084332217844965,0.008230294743388223,0.0001052448695383392,0.0671071669348499,0.10071004007162064,0.6434979254216232
street_length_origin,-0.009205323897545258,0.009795782457344608,0.0015044599896009466,0.3146796111550965,0.07358730775572611,0.7344836474955168
bike_lane_share_origin,4.073814550596101,0.0028754437401104227,-0.42149499435692,0.0037987512803834946,0.7909378861887808,0.6083494129986624
LU_UrbFab_origin,-0.6816596506135245,-0.2741065883227905,-0.8466280375888116,0.5460045890699677,0.6304503123100104,0.12486875826342203
LU_Comm_origin,-1.7501001098378124,-0.2522639886050862,0.4535904302310307,0.10666797834435893,0.696397231167346,0.2997254447220431
