param,bike,walk,transit,bike_p,walk_p,transit_p
Intercept,-0.2258800025507659,2.056328342073235,-1.5986234309510263,0.7235585671937825,4.009069032352717e-12,6.172214017468384e-07
Trip_Time[T.Daytime Off-Peak],-0.06894650230830275,0.18551762799376706,-0.30720169129090125,0.40920996762391115,1.547862255675073e-05,4.864923790438625e-12
Trip_Time[T.Evening],-0.6972654722773911,-0.7298236246723422,-1.0326872595703425,1.5306431521680677e-07,9.656701228901751e-29,7.495368025456842e-40
Trip_Time[T.Lunch],-0.18046892907185746,0.02387390410717431,-0.3268172254646675,0.05300465381782757,0.5713609536967481,1.98968974432976e-11
Trip_Time[T.Nighttime Off-Peak],-0.7180561631769038,-0.160837347773243,-0.8697618261681828,0.0038339068735226797,0.24142646274919258,1.0186461164751664e-12
Trip_Time[T.PM Rush],-0.21865033612460544,0.04727937362554419,-0.6119029350870661,0.0242801552339635,0.2789796657270135,7.0107005200634435e-28
Season[T.Spring],-0.08533303107778031,0.054799474349825794,-0.17103778897114585,0.31343180131081033,0.19311911422148137,0.00014095431063042795
Season[T.Winter],-0.29612433912768155,-0.014340546517808837,-0.17459634708551502,2.7079093359035766e-05,0.6358678069405799,1.8609572895975574e-06
Trip_Purpose_Agg[T.Home↔Leisure],1.86597443743232,1.7739176534444567,1.679086408638796,1.684223946699151e-50,0.0,1.0833336484058132e-122
Trip_Purpose_Agg[T.Home↔School],2.079823229315545,2.0192781953174515,2.4901644160680707,1.6351508267170132e-38,6.143545442446309e-193,7.055094759554823e-176
Trip_Purpose_Agg[T.Home↔Shopping],1.1707571478158814,0.8017638905598277,1.23375840466588,4.535343444167124e-17,6.115915733036008e-63,1.3492767496883702e-58
Trip_Purpose_Agg[T.Home↔Work],2.1283736075932658,0.7560105255917039,1.7617982427219032,2.362636543530286e-75,4.8169918703624016e-42,4.1411860039489e-126
Trip_Purpose_Agg[T.Other],1.2180274242168005,0.6053300421491881,1.6733170973810036,7.845109402743212e-12,1.3400347529379508e-18,2.2282088143130853e-82
Occupation[T.Employed_PartTime],0.14739299037352507,0.03897046470338706,0.40388163363955026,0.14495706649818724,0.4786330651837863,7.522293990586607e-13
Occupation[T.Home_Partner],-0.4352641311622196,0.7880217390152805,0.6865801366446427,0.10027735540189148,5.480016692453164e-33,3.6359561396611486e-13
Occupation[T.Other],-0.9499365701024026,0.17470016194986124,0.349516726714165,0.04167115871978556,0.21843390089743994,0.03801449033876558
Occupation[T.Retired],-0.33364340984325497,0.5115425528983337,0.5212366613386431,0.014175688091383667,1.6788230183738313e-15,5.01411340492683e-12
Occupation[T.Student_3rdLevel],1.0282225761778643,0.09929713665310735,1.0213564601039595,2.5641642947002723e-12,0.24996393739701095,2.2937754122505868e-34
Occupation[T.Student_School],1.230006511719224,0.2904008475242698,1.8011387182380316,2.3422846239941777e-08,0.005724678327606239,2.4140992868631793e-70
Occupation[T.Trainee],0.6518524269024852,0.052558565881183586,0.7395032867026381,0.014145855054563517,0.6711221365399446,2.4814548285949222e-09
Occupation[T.Unemployed],0.1302311260931027,0.3550133449811132,0.7963723515824636,0.3160183360329113,9.747045589154291e-10,8.95813274339618e-31
Education[T.Elementary],-0.16041758966542732,-0.013130933209070722,-0.09039887649132071,0.5376541276443773,0.7168364072421407,0.6580235449703119
Education[T.No diploma yet],-2.15027812483212,-1.7065760170805961,-2.977167745163465,0.03369993948078455,6.837441878179605e-13,4.091327373494622e-29
Education[T.Other],-0.44944222742062906,0.2611585411179299,0.6375338356435027,0.479847889969179,0.35151250341373347,0.03043514763085089
Education[T.Secondary],0.09972120230610805,-0.052267554788095,0.03139900507251447,0.7751236244720077,0.7544319454594623,0.689087447637629
Education[T.University],0.839992028903455,-0.22094785909037,0.02156032109354013,0.17847779773830458,0.3362886655830541,0.7030944356769199
