geo_unit_highres,geometry,area,Density_2012,Density_2017
101001,"POLYGON ((3945488.2834128323 2702367.798202139, 3945570.60066122 2702345.367214529, 3945606.728900352 2702335.77537021, 3945635.071349093 2702326.8077433603, 3945653.5342768785 2702320.869543686, 3945672.332564543 2702314.1968440446, 3945676.9007115536 2702312.465549765, 3945720.905439672 2702310.9820172647, 3945807.401265432 2702311.270470088, 3945840.7560335915 2702306.5584915983, 3945860.0166013963 2702303.861611499, 3945890.126678967 2702354.1073438097, 3945891.486256575 2702356.894434477, 3945897.232733374 2702367.009414863, 3945925.303454402 2702414.7322714915, 3945982.813195019 2702395.916702972, 3946013.430744385 2702410.850253005, 3946025.9387955694 2702414.6091345698, 3946041.0572123355 2702415.0104964445, 3946084.7084563184 2702409.6417021896, 3946062.030731344 2702363.727693595, 3946027.370613689 2702288.8883809536, 3945995.076181869 2702226.7895243126, 3945975.199193143 2702179.6101570213, 3945943.3036075174 2702140.682754673, 3945921.351032279 2702112.6853997363, 3945868.010475361 2702080.074156092, 3945830.386553434 2702036.7568991985, 3945806.276794494 2702015.9932370232, 3945744.5521905906 2701973.010203162, 3945719.164437661 2701960.302636648, 3945630.3118274533 2701915.3234265717, 3945557.3843398425 2701879.6123395283, 3945601.6972806924 2701809.680015595, 3945539.5648121024 2701811.9465611465, 3945495.650623347 2701814.42639291, 3945461.4165921444 2701815.000549857, 3945449.887419643 2701815.370355724, 3945449.153315138 2701860.3488137284, 3945438.9656771054 2701908.618464146, 3945434.161959076 2701955.2818297697, 3945452.280537954 2701966.556047025, 3945450.857556635 2701981.859480409, 3945442.709577758 2702112.2243280085, 3945442.1115246434 2702156.4868522016, 3945441.4136964087 2702178.6552350214, 3945440.434931046 2702209.892080654, 3945440.752397323 2702264.216881898, 3945447.8404228026 2702294.602418919, 3945467.7900149794 2702333.737371487, 3945488.2834128323 2702367.798202139))",0.2128917185879161,14235.243943892337,17180.10380066187
101002,"POLYGON ((3945331.5076776156 2702468.0917943954, 3945426.641441216 2702515.8015092216, 3945510.980117998 2702545.4267570158, 3945542.331806688 2702556.2730161594, 3945553.7340674778 2702560.034286388, 3945559.8068109187 2702561.578922605, 3945570.9371404187 2702562.3514007526, 3945581.994955159 2702562.326868492, 3945592.980306852 2702570.346694323, 3945601.5818724795 2702576.4785241955, 3945608.198464832 2702581.7904088963, 3945613.7183400597 2702587.20437322, 3945619.428560489 2702593.6053224457, 3945625.229424608 2702601.0025364864, 3945627.857961571 2702607.790790224, 3945635.9247287307 2702608.04466115, 3945645.8858189164 2702607.017043627, 3945651.496273027 2702602.3755647815, 3945656.019074872 2702597.9357916927, 3945663.6236240976 2702604.1604249952, 3945672.424598201 2702611.378871104, 3945677.8628871357 2702614.791029275, 3945690.4525136 2702620.5516708023, 3945710.383816116 2702628.5426120535, 3945734.57511063 2702639.151157788, 3945755.594071238 2702648.045573647, 3945781.8791033346 2702659.564424837, 3945837.684948626 2702685.013668457, 3945876.0067323875 2702706.162523195, 3945901.376330115 2702719.776007429, 3945956.1035674484 2702743.3162981938, 3945983.1861947095 2702752.5506199226, 3946022.3961706343 2702763.5698508625, 3946064.361565253 2702780.5617855284, 3946097.5169269256 2702790.2356323116, 3946135.6483021555 2702799.345893093, 3946144.9749485217 2702802.396176858, 3946159.477017083 2702805.96947703, 3946212.9080735105 2702818.578834382, 3946245.891214306 2702826.359828009, 3946276.671851599 2702833.1401801608, 3946328.1360650393 2702845.128893593, 3946375.4218675448 2702855.3966454836, 3946394.9905935507 2702859.402659735, 3946372.602955195 2702835.4645371404, 3946365.6238100915 2702827.272723982, 3946343.943103001 2702791.2124164617, 3946326.9846540727 2702761.7455107993, 3946308.9476168365 2702732.579930369, 3946307.7511897464 2702730.480942121, 3946297.0649268916 2702713.5918548666, 3946279.462934182 2702678.156650008, 3946268.586330248 2702660.2805797234, 3946259.966615752 2702644.0029210295, 3946239.7361128344 2702602.884626932, 3946219.9588139015 2702565.642483929, 3946185.1537206806 2702519.048697418, 3946166.826620746 2702475.643391258, 3946162.0952838277 2702460.1090137195, 3946149.1158201816 2702409.1731050373, 3946146.106622111 2702400.4108755393, 3946097.388703112 2702405.346968135, 3946084.7084563184 2702409.6417021896, 3946041.0572123355 2702415.0104964445, 3946025.9387955694 2702414.6091345698, 3946013.430744385 2702410.850253005, 3945982.813195019 2702395.916702972, 3945925.303454402 2702414.7322714915, 3945897.232733374 2702367.009414863, 3945891.486256575 2702356.894434477, 3945890.126678967 2702354.1073438097, 3945860.0166013963 2702303.861611499, 3945840.7560335915 2702306.5584915983, 3945807.401265432 2702311.270470088, 3945720.905439672 2702310.9820172647, 3945676.9007115536 2702312.465549765, 3945672.332564543 2702314.1968440446, 3945653.5342768785 2702320.869543686, 3945635.071349093 2702326.8077433603, 3945606.728900352 2702335.77537021, 3945570.60066122 2702345.367214529, 3945488.2834128323 2702367.798202139, 3945507.879503568 2702403.0477261343, 3945416.3444769713 2702432.465453165, 3945331.5076776156 2702468.0917943954))",0.263293540831818,10174.73110036024,10144.290801294319
101003,"POLYGON ((3946062.030731344 2702363.727693595, 3946084.7084563184 2702409.6417021896, 3946097.388703112 2702405.346968135, 3946146.106622111 2702400.4108755393, 3946149.1158201816 2702409.1731050373, 3946153.2217216813 2702408.991906998, 3946187.0478253597 2702407.2502842997, 3946218.027897636 2702405.170734203, 3946269.455905635 2702396.8679162697, 3946259.132206291 2702372.9121907377, 3946295.2514651506 2702367.641684349, 3946306.563093528 2702365.986107821, 3946314.095115508 2702364.7827646323, 3946343.1536760847 2702359.2651783926, 3946331.959851964 2702287.064409161, 3946326.5125020794 2702262.554379211, 3946324.0652734963 2702257.758643111, 3946321.699619028 2702254.9647129835, 3946319.6149424855 2702254.154030713, 3946312.0013413928 2702248.9348898735, 3946308.557093515 2702244.231944655, 3946306.399906663 2702241.5190829746, 3946305.1128456523 2702239.5289995135, 3946302.6565531716 2702235.738806222, 3946299.121667388 2702230.0395977334, 3946294.218152499 2702200.4554600697, 3946297.3270678474 2702150.6344635743, 3946297.7077524127 2702144.8722505616, 3946298.940476994 2702096.531980355, 3946301.1792735266 2702069.196754233, 3946304.3064030833 2701998.5768123586, 3946304.44239316 2701981.283339964, 3946303.699238799 2701943.2744273413, 3946304.7779042576 2701913.133553032, 3946298.188675284 2701847.336224735, 3946191.8699804842 2701839.146478181, 3946090.337004773 2701829.4062808924, 3946074.112755754 2701829.00733469, 3945998.4842116907 2701816.6553865885, 3945866.7052696384 2701815.959579419, 3945840.347674447 2701813.5901761344, 3945798.953198844 2701811.71607163, 3945667.083670676 2701811.1294590575, 3945658.0198512343 2701810.968366828, 3945601.6972806924 2701809.680015595, 3945557.3843398425 2701879.6123395283, 3945630.3118274533 2701915.3234265717, 3945719.164437661 2701960.302636648, 3945744.5521905906 2701973.010203162, 3945806.276794494 2702015.9932370232, 3945830.386553434 2702036.7568991985, 3945868.010475361 2702080.074156092, 3945921.351032279 2702112.6853997363, 3945943.3036075174 2702140.682754673, 3945975.199193143 2702179.6101570213, 3945995.076181869 2702226.7895243126, 3946027.370613689 2702288.8883809536, 3946062.030731344 2702363.727693595))",0.2551333468033626,9818.290170178116,10274.732092090428
101004,"POLYGON ((3946149.1158201816 2702409.1731050373, 3946162.0952838277 2702460.1090137195, 3946166.826620746 2702475.643391258, 3946185.1537206806 2702519.048697418, 3946219.9588139015 2702565.642483929, 3946239.7361128344 2702602.884626932, 3946259.966615752 2702644.0029210295, 3946268.586330248 2702660.2805797234, 3946279.462934182 2702678.156650008, 3946297.0649268916 2702713.5918548666, 3946307.7511897464 2702730.480942121, 3946308.9476168365 2702732.579930369, 3946326.9846540727 2702761.7455107993, 3946343.943103001 2702791.2124164617, 3946365.6238100915 2702827.272723982, 3946372.602955195 2702835.4645371404, 3946394.9905935507 2702859.402659735, 3946412.4564854605 2702853.5573908878, 3946514.859019308 2702812.0775423488, 3946550.987253693 2702800.275715407, 3946558.047949856 2702801.6279959073, 3946565.480263368 2702803.749450871, 3946571.824925244 2702807.177769366, 3946606.9288990116 2702766.4354957715, 3946647.924350467 2702713.0885685887, 3946686.182584262 2702663.914740059, 3946720.4890435864 2702624.3519362817, 3946744.644070249 2702594.77617288, 3946768.699410078 2702564.104530776, 3946792.954168506 2702534.519509948, 3946799.3985405173 2702526.886889464, 3946851.234535832 2702462.283361368, 3946919.0138790626 2702386.149200943, 3946958.459739179 2702337.8697620854, 3946969.227595636 2702324.710860738, 3946958.713608123 2702309.714615874, 3946953.7104388075 2702290.086271884, 3946877.4746060893 2702302.00342223, 3946788.612908588 2702308.8665152313, 3946698.210448388 2702280.0053749094, 3946646.610112506 2702296.3615376055, 3946550.805556547 2702334.1124253334, 3946480.6425832734 2702366.3624972138, 3946471.859751856 2702369.2897521844, 3946429.849001162 2702381.639030363, 3946383.3063606387 2702399.433598861, 3946355.9608649155 2702407.203021135, 3946343.1536760847 2702359.2651783926, 3946314.095115508 2702364.7827646323, 3946306.563093528 2702365.986107821, 3946295.2514651506 2702367.641684349, 3946259.132206291 2702372.9121907377, 3946269.455905635 2702396.8679162697, 3946218.027897636 2702405.170734203, 3946187.0478253597 2702407.2502842997, 3946153.2217216813 2702408.991906998, 3946149.1158201816 2702409.1731050373))",0.25340441795556096,13903.19616153017,14734.096206123244
101005,"POLYGON ((3946343.1536760847 2702359.2651783926, 3946355.9608649155 2702407.203021135, 3946383.3063606387 2702399.433598861, 3946429.849001162 2702381.639030363, 3946471.859751856 2702369.2897521844, 3946480.6425832734 2702366.3624972138, 3946550.805556547 2702334.1124253334, 3946646.610112506 2702296.3615376055, 3946698.210448388 2702280.0053749094, 3946788.612908588 2702308.8665152313, 3946877.4746060893 2702302.00342223, 3946953.7104388075 2702290.086271884, 3946957.961427055 2702272.7112902584, 3946963.744188521 2702260.016307871, 3946909.279811125 2702218.3663933664, 3946854.8970040064 2702176.5079709706, 3946851.5433974783 2702173.9064409393, 3946847.1927735824 2702170.2925280863, 3946841.763557155 2702165.8747634823, 3946810.7653683913 2702137.915304933, 3946759.6545844665 2702098.866982334, 3946755.4036582364 2702096.3489615256, 3946708.453161467 2702058.8224172792, 3946699.6703364826 2702051.8031323124, 3946676.6482817214 2702031.94275981, 3946671.028726886 2702026.5380180385, 3946657.7865105555 2702015.8144812603, 3946650.181979863 2702009.589771313, 3946644.834333029 2702006.0686514005, 3946614.298376038 2701982.085011189, 3946606.594142651 2701975.869582442, 3946597.0046354486 2701968.824907414, 3946545.6037946823 2701928.7989638294, 3946520.687388996 2701910.2200822993, 3946506.3575128955 2701898.593085438, 3946441.8322807914 2701845.8233005307, 3946428.508488359 2701834.2031502295, 3946347.822229679 2701841.410884505, 3946317.1230220958 2701845.473593777, 3946298.188675284 2701847.336224735, 3946304.7779042576 2701913.133553032, 3946303.699238799 2701943.2744273413, 3946304.44239316 2701981.283339964, 3946304.3064030833 2701998.5768123586, 3946301.1792735266 2702069.196754233, 3946298.940476994 2702096.531980355, 3946297.7077524127 2702144.8722505616, 3946297.3270678474 2702150.6344635743, 3946294.218152499 2702200.4554600697, 3946299.121667388 2702230.0395977334, 3946302.6565531716 2702235.738806222, 3946305.1128456523 2702239.5289995135, 3946306.399906663 2702241.5190829746, 3946308.557093515 2702244.231944655, 3946312.0013413928 2702248.9348898735, 3946319.6149424855 2702254.154030713, 3946321.699619028 2702254.9647129835, 3946324.0652734963 2702257.758643111, 3946326.5125020794 2702262.554379211, 3946331.959851964 2702287.064409161, 3946343.1536760847 2702359.2651783926))",0.20792534436058177,11368.671650479959,11688.366486254698
102001,"POLYGON ((3945270.4314392637 2702996.925482555, 3945331.1488729273 2702929.384089091, 3945354.0896316697 2702968.240604803, 3945410.277402719 2703118.337630113, 3945484.862641034 2703079.445644872, 3945556.0309568387 2703047.2014098894, 3945604.8300137846 2703022.163322856, 3945592.8473645574 2702982.186335189, 3945574.1211481825 2702926.6613272773, 3945550.074395422 2702856.8624301543, 3945530.0248505054 2702795.633329256, 3945643.3220547563 2702803.1724732057, 3945734.802720622 2702802.9967557723, 3945757.6162261455 2702800.672419343, 3945791.587305546 2702808.260832571, 3945809.533627362 2702815.4318373636, 3945832.165847603 2702811.1149906386, 3945828.2775606555 2702822.528607093, 3945924.408187248 2702857.98904598, 3945982.733719191 2702880.1897240514, 3946005.2386903698 2702812.588619184, 3946020.456784074 2702814.0858537094, 3946036.2096136836 2702810.409348412, 3946045.5271489434 2702804.518635743, 3946053.1406946904 2702798.686049297, 3946061.2889839923 2702788.7848920343, 3946064.361565253 2702780.5617855284, 3946022.3961706343 2702763.5698508625, 3945983.1861947095 2702752.5506199226, 3945956.1035674484 2702743.3162981938, 3945901.376330115 2702719.776007429, 3945876.0067323875 2702706.162523195, 3945837.684948626 2702685.013668457, 3945781.8791033346 2702659.564424837, 3945755.594071238 2702648.045573647, 3945734.57511063 2702639.151157788, 3945710.383816116 2702628.5426120535, 3945690.4525136 2702620.5516708023, 3945677.8628871357 2702614.791029275, 3945672.424598201 2702611.378871104, 3945663.6236240976 2702604.1604249952, 3945656.019074872 2702597.9357916927, 3945651.496273027 2702602.3755647815, 3945645.8858189164 2702607.017043627, 3945635.9247287307 2702608.04466115, 3945627.857961571 2702607.790790224, 3945625.229424608 2702601.0025364864, 3945619.428560489 2702593.6053224457, 3945613.7183400597 2702587.20437322, 3945608.198464832 2702581.7904088963, 3945601.5818724795 2702576.4785241955, 3945592.980306852 2702570.346694323, 3945581.994955159 2702562.326868492, 3945570.9371404187 2702562.3514007526, 3945559.8068109187 2702561.578922605, 3945553.7340674778 2702560.034286388, 3945542.331806688 2702556.2730161594, 3945510.980117998 2702545.4267570158, 3945426.641441216 2702515.8015092216, 3945331.5076776156 2702468.0917943954, 3945273.8175604604 2702586.5911011198, 3945273.174868563 2702691.139987855, 3945266.350482065 2702764.2142751557, 3945259.1280761864 2702913.5825728476, 3945257.0169233587 2702982.098889044, 3945270.4314392637 2702996.925482555))",0.2272006153108179,10587.802425315132,11695.492359436077
102002,"POLYGON ((3945604.8300137846 2703022.163322856, 3945620.3475784236 2703066.734327189, 3945642.944149391 2703132.7498769183, 3945680.2514668787 2703224.523136005, 3945704.4967284435 2703195.94323692, 3945733.0111425286 2703178.9219403747, 3945754.193057249 2703169.7165282415, 3945806.717460814 2703161.3112587323, 3945838.504037466 2703158.1517356075, 3945900.355093974 2703152.796771499, 3945998.343389403 2703147.8962567286, 3945996.6570095187 2703079.6330715967, 3945990.6106935074 2702967.8702585204, 3945987.320266882 2702925.074843809, 3945985.3714418584 2702906.970673134, 3945982.733719191 2702880.1897240514, 3945924.408187248 2702857.98904598, 3945828.2775606555 2702822.528607093, 3945832.165847603 2702811.1149906386, 3945809.533627362 2702815.4318373636, 3945791.587305546 2702808.260832571, 3945757.6162261455 2702800.672419343, 3945734.802720622 2702802.9967557723, 3945643.3220547563 2702803.1724732057, 3945530.0248505054 2702795.633329256, 3945550.074395422 2702856.8624301543, 3945574.1211481825 2702926.6613272773, 3945592.8473645574 2702982.186335189, 3945604.8300137846 2703022.163322856))",0.13701886974595592,17165.132235775567,16976.337473702377
102003,"POLYGON ((3945998.343389403 2703147.8962567286, 3946052.245552835 2703142.4774807296, 3946054.4300942346 2703165.3822795954, 3946089.2983679855 2703161.835552727, 3946116.9065599265 2703156.955156625, 3946158.1828829264 2703147.5875983243, 3946195.6071105446 2703137.875293792, 3946229.179205666 2703122.292389096, 3946250.1980171055 2703111.2938323664, 3946285.4921600344 2703081.4848783785, 3946353.117463232 2703166.1163115855, 3946360.187266681 2703176.4095536326, 3946363.903459614 2703184.101287217, 3946366.9942649836 2703193.7601560946, 3946369.713382016 2703191.5981568554, 3946372.5050073965 2703189.1279993523, 3946375.4144699033 2703187.9529849626, 3946379.2031231266 2703187.600374336, 3946382.5208561635 2703249.4825288625, 3946399.6423126995 2703249.7979615945, 3946488.2043881956 2703250.6982944254, 3946548.6325339377 2703250.7006415096, 3946616.384230902 2703253.8393019247, 3946662.573209377 2703254.262702951, 3946744.890328766 2703241.77917246, 3946842.6700293003 2703164.962558414, 3946840.104957963 2703158.871674418, 3946815.152202132 2703110.0547350976, 3946786.6554671805 2703046.597609026, 3946689.8725343095 2703083.5354032675, 3946666.569394601 2703040.693624657, 3946657.5871219547 2703022.6412308947, 3946614.760450761 2702935.4002898326, 3946562.299123609 2702892.5594972605, 3946574.6983676217 2702887.386739518, 3946580.4085394195 2702882.736045041, 3946587.36043576 2702872.9462926025, 3946590.3423928428 2702862.6217813385, 3946591.611300812 2702854.46609627, 3946590.68677002 2702845.40937854, 3946589.789431866 2702836.651539843, 3946587.1518513123 2702829.7636479945, 3946582.2573831677 2702821.2773391204, 3946576.465600121 2702812.874540536, 3946571.824925244 2702807.177769366, 3946565.480263368 2702803.749450871, 3946558.047949856 2702801.6279959073, 3946550.987253693 2702800.275715407, 3946514.859019308 2702812.0775423488, 3946412.4564854605 2702853.5573908878, 3946394.9905935507 2702859.402659735, 3946375.4218675448 2702855.3966454836, 3946328.1360650393 2702845.128893593, 3946276.671851599 2702833.1401801608, 3946245.891214306 2702826.359828009, 3946212.9080735105 2702818.578834382, 3946159.477017083 2702805.96947703, 3946144.9749485217 2702802.396176858, 3946135.6483021555 2702799.345893093, 3946097.5169269256 2702790.2356323116, 3946064.361565253 2702780.5617855284, 3946061.2889839923 2702788.7848920343, 3946053.1406946904 2702798.686049297, 3946045.5271489434 2702804.518635743, 3946036.2096136836 2702810.409348412, 3946020.456784074 2702814.0858537094, 3946005.2386903698 2702812.588619184, 3945982.733719191 2702880.1897240514, 3945985.3714418584 2702906.970673134, 3945987.320266882 2702925.074843809, 3945990.6106935074 2702967.8702585204, 3945996.6570095187 2703079.6330715967, 3945998.343389403 2703147.8962567286))",0.26042701298545806,9101.595382981348,8909.363817681731
102004,"POLYGON ((3946842.6700293003 2703164.962558414, 3946942.008824892 2703082.0732891522, 3946938.7549168505 2703078.3573156414, 3946935.1203249316 2703072.667373355, 3946931.7666910733 2703059.01416777, 3946933.6519344323 2703048.7917379676, 3946939.7155833133 2703038.079982563, 3946948.8518612883 2703029.0916760373, 3946961.350813753 2703023.909692978, 3946977.556869178 2703025.2146658716, 3946988.161510675 2703030.155487865, 3946995.8748062863 2703036.4705548026, 3947034.6495615267 2702941.0326982834, 3947049.18785676 2702906.32377355, 3947064.351557423 2702826.5462021646, 3946954.135775899 2702829.6697278167, 3946928.2223758264 2702822.235256038, 3946911.0102173225 2702810.976933619, 3946893.888696226 2702799.6097087823, 3946873.8395558903 2702771.5355427465, 3946854.814623662 2702740.3519686437, 3946840.6660220902 2702719.6657974664, 3946772.207175797 2702749.647249414, 3946683.5633134246 2702788.7411218635, 3946589.789431866 2702836.651539843, 3946590.68677002 2702845.40937854, 3946591.611300812 2702854.46609627, 3946590.3423928428 2702862.6217813385, 3946587.36043576 2702872.9462926025, 3946580.4085394195 2702882.736045041, 3946574.6983676217 2702887.386739518, 3946562.299123609 2702892.5594972605, 3946614.760450761 2702935.4002898326, 3946657.5871219547 2703022.6412308947, 3946666.569394601 2703040.693624657, 3946689.8725343095 2703083.5354032675, 3946786.6554671805 2703046.597609026, 3946815.152202132 2703110.0547350976, 3946840.104957963 2703158.871674418, 3946842.6700293003 2703164.962558414))",0.1205739639369507,14401.021133093178,18188.448187560996
103001,"POLYGON ((3945866.7052696384 2701815.959579419, 3945998.4842116907 2701816.6553865885, 3946074.112755754 2701829.00733469, 3946090.337004773 2701829.4062808924, 3946191.8699804842 2701839.146478181, 3946298.188675284 2701847.336224735, 3946291.989206815 2701784.717661465, 3946276.952306836 2701785.2128719226, 3946261.543799598 2701782.7285740958, 3946251.0478969025 2701777.8781483676, 3946243.533996117 2701772.6497264835, 3946236.727084426 2701764.1404721644, 3946230.554646977 2701753.763711899, 3946226.47595944 2701742.086923345, 3946223.0136163 2701729.4485446047, 3946221.1193112847 2701718.573159654, 3946222.016665165 2701708.5431304025, 3946223.276567017 2701700.287817125, 3946227.4278300954 2701692.868580874, 3946232.485485608 2701683.255122971, 3946241.449665092 2701671.2686999496, 3946248.8820376364 2701664.5488007353, 3946257.3839368103 2701659.638291661, 3946267.1547623756 2701657.62378351, 3946278.013249831 2701655.407581647, 3946292.252537576 2701656.0917761, 3946303.5823283573 2701657.950977402, 3946300.7544820146 2701641.2347563202, 3946293.2224981203 2701625.8605607883, 3946286.234318664 2701616.463944392, 3946277.270220247 2701607.452159831, 3946295.4799108864 2701518.0473110145, 3946315.36645707 2701433.8113275324, 3946320.4151385305 2701414.1517420765, 3946340.6281030425 2701324.6609833324, 3946367.0772980694 2701206.4583548, 3946376.676247142 2701166.0804340057, 3946391.9040794736 2701101.3673523082, 3946409.597512793 2701016.2304197997, 3946387.499793893 2701016.4784528906, 3946365.682938535 2701029.761414947, 3946329.2005297043 2701068.6224240344, 3946293.0897522517 2701109.3577976865, 3946240.42826698 2701167.10583964, 3946195.534663119 2701210.7685256954, 3946146.5894328286 2701273.9980535056, 3946048.9801320494 2701403.5456592734, 3946061.6694371705 2701420.3487881823, 3946017.2472454305 2701489.0852300175, 3945970.114989574 2701572.2401995915, 3945920.3815024556 2701657.7471938026, 3945881.778478342 2701755.078475021, 3945866.7052696384 2701815.959579419))",0.20120818987089595,11064.060032332516,9690.19526422754
