geo_unit,geometry,area,Population,Density
92032,"POLYGON ((3754813.341499464 2881893.9644329334, 3754808.1395555474 2881900.596203915, 3754379.502431578 2882250.788155349, 3754260.633350884 2882361.2254915205, 3754170.7434897646 2882610.520715108, 3754157.939787451 2882697.8011984704, 3754147.512112828 2882786.863934169, 3754176.2499374617 2882805.3141977126, 3754194.342491419 2882813.025560506, 3754217.2980534723 2882815.846600549, 3754243.6362685403 2882811.9090125994, 3754244.5120358453 2882833.035900151, 3754240.264629565 2882903.4101300505, 3754223.0421386412 2883182.416131755, 3754268.802385363 2883204.659429828, 3754354.7408232107 2883246.364961543, 3754532.1903423313 2883332.457660368, 3754626.516530217 2883321.1846935637, 3755029.204505342 2883264.105790116, 3755331.593971911 2883227.4193541133, 3755676.1476952247 2883230.3122291397, 3755707.0016926266 2883232.7770671775, 3755796.6888822773 2883222.353221608, 3755992.23163433 2883179.0437023314, 3756134.829932344 2883019.6869128426, 3756152.131341696 2882772.542701929, 3756287.773971846 2882300.014476062, 3756376.8613242423 2882005.6651867884, 3756387.48903207 2881988.35943392, 3756396.525028918 2881977.640168809, 3755625.7831071937 2881916.1538687847, 3755606.5590367797 2881914.5823678127, 3755505.7267021206 2881895.0138660297, 3755508.8342007627 2881864.9597482732, 3755404.1385179306 2881829.8792970665, 3755247.165692881 2881787.656446602, 3755207.140891764 2881783.760297017, 3755130.4409106886 2881782.783670119, 3755118.2387000616 2881784.3578040516, 3755073.5003796946 2881790.1628545895, 3755020.3293860857 2881805.6242051893, 3754981.145381949 2881817.128430212, 3754831.921056344 2881885.44452098, 3754813.341499464 2881893.9644329334))",2.5820264658164898,22866.0,8856.0
92033,"POLYGON ((3749492.9759894274 2890467.6827103365, 3749590.232972016 2890387.158144761, 3749708.0982433762 2890111.1399353347, 3749676.117046948 2889824.9016248817, 3749249.318106723 2889146.4756013853, 3749037.5213938043 2888927.588750804, 3748596.6136517245 2888731.1359927976, 3748520.077077562 2888665.5136010484, 3748480.600196114 2888728.4197730697, 3747782.1338302055 2888793.68183274, 3747044.430449825 2888823.8200688893, 3747017.9389575543 2888827.172374015, 3747022.8378786733 2888834.4417986106, 3747996.0414058026 2889437.291717219, 3748246.688191629 2889866.8631556574, 3748306.2235726626 2890090.438527093, 3748343.9036734956 2890231.974921955, 3748483.594891063 2890225.9792101462, 3748787.8266176027 2890250.904544465, 3749141.368589687 2890523.107697439, 3749314.316447649 2890581.5689800004, 3749492.9759894274 2890467.6827103365))",2.439393147997405,17818.0,7304.0
92035,"POLYGON ((3752359.7759037158 2895899.1773963706, 3752612.7146075275 2895968.1423013983, 3752798.9385074396 2896029.046907279, 3753218.041291108 2896214.726388116, 3753715.1829642104 2896398.634495653, 3753946.649828123 2896473.0842309743, 3754063.369830091 2896501.569603016, 3754188.072487807 2896522.050206673, 3754367.297419289 2896534.0731756478, 3754416.6781998947 2896530.7336245403, 3754508.914182734 2896514.4287478956, 3754546.263150232 2896502.696353743, 3754534.671403637 2896436.964124445, 3754474.6353639965 2896221.990739125, 3754468.9350734428 2895969.8283442305, 3754481.9042903855 2895680.186046583, 3754296.516813907 2895620.7051420785, 3753433.610531451 2895409.73025082, 3753305.3547845073 2895434.8264486734, 3753074.521136734 2895399.2180083375, 3752532.91840112 2895295.6802605563, 3752482.398973169 2895284.7554477686, 3752505.281408008 2895314.622077174, 3752359.7759037158 2895899.1773963706))",1.6904275510694038,28371.0,16783.0
92036,"POLYGON ((3758852.6813611356 2899904.73773883, 3758814.8406772693 2899796.7992031137, 3758836.1155779175 2899270.5552022206, 3758958.493773252 2898822.4488775916, 3759196.880700779 2898644.446037952, 3759295.7590040867 2898494.6233464833, 3759359.9647189667 2898379.694531425, 3759445.1401034994 2898153.3877111985, 3759469.375136145 2897626.455839306, 3759688.773009335 2897117.6650953167, 3759789.0033040973 2896988.62113229, 3759768.94725124 2896968.534244821, 3759327.397373875 2896637.7260547034, 3759305.4481765693 2896619.931929159, 3759273.875291775 2896585.169993924, 3759151.291543574 2896712.442135671, 3758987.4074366908 2896855.3424533736, 3758755.3019274743 2896787.9785428657, 3758415.124124027 2896652.694013078, 3758011.1247669943 2896461.019407538, 3757685.3978953375 2896308.5666741286, 3757330.8815705087 2896514.720712653, 3757067.9754569316 2896729.966077872, 3756964.164270261 2896849.7093315027, 3756751.3107972103 2897186.3990724264, 3756691.9478611816 2897304.786441092, 3756628.368906106 2897699.1031844015, 3756663.158630529 2898153.1230706796, 3756622.2909007673 2898256.7658824953, 3756558.7767840377 2898377.964668103, 3756457.8621522402 2898487.881229398, 3756209.789266955 2898568.014817091, 3756156.1418714193 2898578.297573725, 3756069.5733281146 2898586.5175867253, 3755888.7266014875 2898632.045448403, 3755879.0119268624 2898638.708817339, 3755834.831594462 2898670.698756182, 3754910.289190234 2899059.4212369593, 3754669.8741993066 2899136.61302422, 3754387.89780124 2899038.473561002, 3754085.0380545007 2898831.2675742498, 3754058.89413149 2899154.742396601, 3754476.1469570827 2899381.708907352, 3754857.8111821087 2899642.3541394453, 3754954.772308129 2899712.7447908423, 3755099.748989239 2899795.2057892415, 3755710.6076856973 2900081.5663978346, 3756691.1989382785 2900333.6982695204, 3756936.2704991368 2900373.469995438, 3757183.8489624085 2900392.8977816473, 3757379.9910422536 2900396.965011255, 3757425.4283814947 2900370.88626996, 3757813.159844176 2900301.6590668885, 3758035.96330119 2900266.7783241463, 3758172.3065715763 2900222.0130103165, 3758546.793743084 2900049.122126674, 3758852.6813611356 2899904.73773883))",11.910176469459794,42919.0,3604.0
92040,"POLYGON ((3753990.8903668136 2887659.400367066, 3754019.411248612 2887662.6912250468, 3754462.8356215013 2887483.470585469, 3754286.1665144023 2887360.716952802, 3754283.7645725165 2887307.267633133, 3754268.4142573457 2886962.6362667275, 3754267.634243296 2886943.6115209623, 3754652.276385596 2886918.0134235015, 3754862.3305438533 2887073.447826227, 3755161.147149985 2887375.6642494295, 3755472.723331558 2887153.3270501667, 3755868.785489562 2886838.3347391426, 3755745.2898490853 2886837.2307631643, 3755491.783786404 2886782.6730052102, 3755393.465164441 2886749.194582329, 3755243.528198242 2886667.39739715, 3755189.349981548 2886637.820967703, 3755181.3266524207 2886583.3033800866, 3755201.12784519 2886331.899441619, 3754971.6610863907 2885820.5608948516, 3754516.3273901776 2885482.009895486, 3754481.1107337135 2885423.3693459276, 3754091.2891055467 2885421.6177041056, 3753407.3193923756 2885732.8202543682, 3753094.3036742457 2885808.1352287224, 3752993.000175329 2885802.7911526607, 3752983.5411997326 2885804.705378864, 3752264.9817435453 2886254.451408309, 3751943.2275838056 2886466.723949808, 3751901.8722966146 2886495.7296897247, 3751936.439063589 2886484.2647816655, 3751993.7682894426 2886477.8500258774, 3752158.3150192006 2886500.2352107354, 3752852.386614904 2886720.833418892, 3752993.0946183763 2886778.081139816, 3753087.5989807392 2886840.472815806, 3753838.629878042 2887468.257447773, 3753990.8903668136 2887659.400367066))",4.119158155618167,65322.0,15858.0
92044,"POLYGON ((3756161.305341782 2893216.54335765, 3755960.836842941 2893579.48959012, 3755688.287157346 2894065.465664375, 3755540.316661221 2894337.322076101, 3755343.4059837833 2894707.065601142, 3755330.4422177486 2894731.53193366, 3755429.6301401346 2894775.3761065146, 3755628.6281780894 2894850.439727023, 3756204.022678555 2894994.1753943367, 3756337.5328785167 2895060.354801553, 3756412.3231665352 2895096.693229833, 3756580.376743834 2895186.492917321, 3756942.3596325107 2894793.454825815, 3757351.853858404 2894363.1851023934, 3757666.168402349 2894010.919195919, 3757663.7210474163 2894009.4454767164, 3757394.5345024792 2893851.8578100256, 3756785.2288365318 2893598.182437806, 3756718.6921823793 2893586.6828014655, 3756260.192422754 2893310.678953661, 3756161.305341782 2893216.54335765))",2.3968375122711074,64654.0,26975.0
92046,"POLYGON ((3756460.6117619034 2884873.738820005, 3756420.953671855 2884827.687811533, 3755847.3096274002 2884755.4226446706, 3755607.9630694063 2884775.900345247, 3755218.1720422497 2884915.879417801, 3754978.044627902 2884981.5699502453, 3754982.694084286 2884987.2553185537, 3754841.225254335 2885084.6838657386, 3754716.003828992 2885177.636619473, 3754669.073041358 2885222.154332156, 3754621.6966104754 2885284.4073206056, 3754610.961274153 2885301.6232407885, 3754871.3980441457 2885361.5463149566, 3754889.8535833103 2885363.4927145774, 3755201.6156358677 2885411.851217054, 3755389.3574378993 2885450.3106822944, 3755489.955908775 2885483.4703473914, 3755515.0635848334 2885492.1161422804, 3755663.5395411868 2885547.6173174395, 3755711.600602716 2885570.8458213983, 3755918.700879343 2885678.718410608, 3755944.7949584755 2885693.6025683526, 3755974.3939878643 2885712.6736454023, 3756050.372848228 2885764.885677591, 3756228.1633817153 2885912.466370076, 3756297.4088611007 2885982.816418669, 3756429.39423681 2886120.522520246, 3756702.2233152897 2886389.7560084923, 3756741.0068869665 2886371.8569494197, 3757099.876434772 2886207.3104841905, 3757195.509801277 2886163.947351981, 3757465.6569586815 2886041.4991915924, 3757606.5641938196 2885977.704821861, 3757579.5337632294 2885958.185634974, 3756725.309294457 2885184.7700578687, 3756657.5937752826 2885111.4577050563, 3756572.328506862 2885014.8004056467, 3756460.6117619034 2884873.738820005))",2.1325558378290146,30420.0,14265.0
92047,"POLYGON ((3748520.077077562 2888665.5136010484, 3748533.3593758564 2888644.432495836, 3748336.3257343266 2888256.547303647, 3747969.7682378367 2887929.09557509, 3747894.431921999 2887910.5050562695, 3747730.097068267 2887753.4017579537, 3746679.9546318157 2887201.5718278987, 3745900.6108909976 2887126.1435023556, 3745886.624742035 2887126.885677681, 3745870.0355534586 2887125.566083585, 3745857.3362290976 2887123.972847862, 3745848.168831483 2887120.431409324, 3745832.9713017913 2887112.544109542, 3745814.39207933 2887096.437151326, 3745802.11344207 2887084.3484526896, 3745791.2618660782 2887071.4187791385, 3745684.5217376845 2886927.8771521524, 3745644.9451990183 2886870.964632676, 3745640.686036037 2886859.813498237, 3745607.105600631 2886852.8902888387, 3745698.470706903 2887061.5457400815, 3745723.085558431 2887137.691025304, 3745728.5882998994 2887192.0504632955, 3745775.329269412 2887643.050116785, 3745828.6350532267 2888032.3965512156, 3745859.623204234 2888115.4679931765, 3746049.2386660827 2888507.6849876842, 3746178.5101368604 2888746.871629541, 3746487.960727582 2888880.864508487, 3746613.9751436133 2888863.9176840573, 3747017.9389575543 2888827.172374015, 3747044.430449825 2888823.8200688893, 3747782.1338302055 2888793.68183274, 3748480.600196114 2888728.4197730697, 3748520.077077562 2888665.5136010484))",3.2760905688140496,1634.0,499.0
92048,"POLYGON ((3749526.481275101 2885366.148174843, 3749852.032735929 2885540.128157726, 3750018.955896203 2885603.899985902, 3750680.359797133 2885953.586596192, 3750845.125858356 2886476.0688020457, 3751132.3224694533 2886742.0998394634, 3751392.541296114 2886662.702420453, 3751479.45645281 2886552.113033588, 3751513.724607313 2886540.67661902, 3751615.024089051 2886605.932504578, 3751662.317983727 2886654.162983488, 3751700.444046255 2886616.420104365, 3751814.7999015003 2886538.27737325, 3751901.8722966146 2886495.7296897247, 3751943.2275838056 2886466.723949808, 3752264.9817435453 2886254.451408309, 3752983.5411997326 2885804.705378864, 3752993.000175329 2885802.7911526607, 3752993.080995091 2885802.582334731, 3752984.723036562 2885364.389238289, 3752928.2149498696 2884995.1589783994, 3752411.281237015 2884562.9109503455, 3752039.2260084907 2884285.926897069, 3751659.9705767795 2883677.292677691, 3751554.719832005 2882894.1465264643, 3751545.7828419823 2882867.3603228843, 3751430.300053552 2882584.415207998, 3751084.717562973 2882322.0748773674, 3750872.915085156 2882210.1353523172, 3750751.847273703 2882146.0731366016, 3750559.9319248125 2882654.290831509, 3749722.513301213 2882988.816612901, 3749723.637462771 2883281.3463933473, 3749471.0718462956 2883776.499214077, 3749306.8702908093 2883941.9707838977, 3749195.5528911343 2884185.294538695, 3749192.7896922706 2884193.3008527183, 3749206.1461849553 2884199.757479506, 3749386.1568887495 2884585.066883705, 3749524.856876647 2885358.463186539, 3749526.481275101 2885366.148174843))",9.739221226862895,45107.0,4631.0
92049,"POLYGON ((3757606.5641938196 2885977.704821861, 3758061.364438559 2885770.778151311, 3758411.4340666872 2885611.909348313, 3758753.4889518744 2885456.425675068, 3758897.7846074677 2885390.1978457524, 3758842.69316886 2885257.670648913, 3758755.6862468524 2885143.4873931846, 3758599.192543792 2884922.083427497, 3758573.625492209 2884886.037982449, 3758291.8304852652 2884478.232078459, 3758021.8381105517 2884525.2680048146, 3757824.44037891 2884574.4813528783, 3757704.3624085546 2884573.446970168, 3757020.7443188345 2884739.7230889914, 3756643.0445560813 2884828.7736293995, 3756460.6117619034 2884873.738820005, 3756572.328506862 2885014.8004056467, 3756657.5937752826 2885111.4577050563, 3756725.309294457 2885184.7700578687, 3757579.5337632294 2885958.185634974, 3757606.5641938196 2885977.704821861))",2.0764628559388525,48909.0,23554.0
92050,"POLYGON ((3748285.352977244 2895553.8979465365, 3748463.097657275 2895678.4379500956, 3748763.055147603 2895805.4960877127, 3748891.2946637534 2895855.082991535, 3749007.274131923 2895892.7812272524, 3750098.324176863 2896310.6602385826, 3750313.167509634 2896413.3386884443, 3750744.1412739307 2896619.5779396715, 3750830.785239814 2896670.9556426806, 3750929.003767263 2896740.8221652857, 3751048.7709383518 2896839.175242966, 3751181.7869535107 2896950.3273532176, 3751230.406470932 2896996.616532915, 3751369.933341822 2897153.5838600886, 3751460.2416806226 2897234.3639308554, 3751705.123500874 2897431.3601088366, 3751887.796780442 2897576.337452082, 3751893.428810357 2897580.721428373, 3752125.909784068 2897274.6927599935, 3752198.1224440504 2896706.2329257317, 3752297.6741078882 2896117.753259514, 3752359.7759037158 2895899.1773963706, 3752505.281408008 2895314.622077174, 3752482.398973169 2895284.7554477686, 3752401.6843875865 2895258.0366270486, 3752488.218018504 2894959.60856892, 3752582.2971387566 2894716.9488395634, 3752609.2002561553 2894644.197490536, 3752179.154761525 2894084.2151940223, 3751787.5463464935 2893655.6395730553, 3751612.379330121 2893417.352664038, 3751692.9866001317 2893366.98043543, 3751421.588026223 2893152.7226640335, 3750624.5388538614 2892671.251638421, 3750438.9280908583 2892545.249083149, 3750302.203137694 2892728.2831378244, 3750131.1850939007 2892945.978992852, 3749884.839654683 2893244.6040577237, 3749198.0227081287 2893984.374989346, 3748990.2907872275 2894188.415995667, 3748709.9122334435 2894452.7237198306, 3748618.2049803105 2894537.7428434957, 3748412.731417479 2894698.4436894194, 3748344.661640807 2894749.725212458, 3748124.5519520394 2894981.1971711814, 3747888.2284450335 2895232.4248543363, 3747929.4256107984 2895274.501903155, 3748075.433689205 2895396.7670559436, 3748285.352977244 2895553.8979465365))",12.272327608924723,90722.0,7392.0
92051,"POLYGON ((3756161.305341782 2893216.54335765, 3756164.581527848 2893210.800390442, 3756025.1284222133 2893079.1479109693, 3755986.294604073 2893042.972414942, 3755757.021298999 2892489.0137863155, 3755751.9399227793 2892469.096108075, 3755716.514382963 2892468.1777657582, 3755565.516300722 2892421.0676003858, 3754206.450553494 2892835.050626046, 3753913.551610639 2892180.853433438, 3753868.210482726 2892165.2072636825, 3753268.127199799 2892468.866368692, 3753230.967033767 2892498.6748786233, 3753285.0853448114 2892571.478820976, 3753828.078343258 2893446.105963173, 3753937.770161269 2893591.171196647, 3753949.651876257 2893609.73152653, 3753989.7136832415 2893671.823500699, 3754076.2442464987 2893760.5103254584, 3754727.245548042 2894397.4714045166, 3754814.5276627825 2894468.494605818, 3755087.013428928 2894621.6361522703, 3755330.4422177486 2894731.53193366, 3755343.4059837833 2894707.065601142, 3755540.316661221 2894337.322076101, 3755688.287157346 2894065.465664375, 3755960.836842941 2893579.48959012, 3756161.305341782 2893216.54335765))",3.8448872777490988,62021.0,16131.0
92060,"POLYGON ((3751481.94793269 2881477.365641981, 3751499.128285477 2881473.201498323, 3751605.3154558633 2881464.2038737983, 3751951.893898825 2881804.6627381733, 3752538.2208514404 2882292.780174106, 3753150.1271599745 2882411.1156496587, 3753971.7097912785 2882694.7824926213, 3754106.499544251 2882757.429206537, 3754147.512112828 2882786.863934169, 3754157.939787451 2882697.8011984704, 3754170.7434897646 2882610.520715108, 3754260.633350884 2882361.2254915205, 3754379.502431578 2882250.788155349, 3754808.1395555474 2881900.596203915, 3754813.341499464 2881893.9644329334, 3754793.2392510413 2881835.8812070647, 3754630.059961416 2881837.783464021, 3754629.842271036 2881837.6033221115, 3754588.822312909 2881871.29938021, 3754379.500239932 2881734.384376281, 3754265.823713584 2881541.335828602, 3754045.7884832555 2881323.319710688, 3753835.2449973132 2881239.801499813, 3753087.807941339 2880964.184823961, 3753036.494861328 2880958.7602947596, 3752716.7813970973 2880967.0591794415, 3752411.3615196017 2880989.6683025435, 3751909.9617612837 2881076.6487478693, 3751631.1535123764 2881241.765862499, 3751455.324338229 2881426.845257414, 3751481.94793269 2881477.365641981))",3.3474082948873094,28673.0,8566.0
92062,"POLYGON ((3751692.9866001317 2893366.98043543, 3751612.379330121 2893417.352664038, 3751787.5463464935 2893655.6395730553, 3752179.154761525 2894084.2151940223, 3752609.2002561553 2894644.197490536, 3752582.2971387566 2894716.9488395634, 3752674.509767093 2894689.687744454, 3753065.551055489 2894130.381640799, 3753766.258451622 2893692.3975000023, 3753937.770161269 2893591.171196647, 3753828.078343258 2893446.105963173, 3753285.0853448114 2892571.478820976, 3753230.967033767 2892498.6748786233, 3753228.8241512077 2892496.1667338805, 3752273.136822344 2891866.8792670774, 3752127.8437765683 2891788.5658075353, 3752332.5302922623 2892020.4999328083, 3752404.188188426 2892728.4350053347, 3752147.6206978187 2893015.567675945, 3751893.7384939343 2893164.4245126573, 3751880.746622186 2893173.6149645573, 3751834.285110996 2893220.905030397, 3751692.9866001317 2893366.98043543))",3.0067848609134544,44514.0,14805.0
92063,"POLYGON ((3747888.2284450335 2895232.4248543363, 3748124.5519520394 2894981.1971711814, 3748344.661640807 2894749.725212458, 3748412.731417479 2894698.4436894194, 3748618.2049803105 2894537.7428434957, 3748709.9122334435 2894452.7237198306, 3748990.2907872275 2894188.415995667, 3749198.0227081287 2893984.374989346, 3749884.839654683 2893244.6040577237, 3750131.1850939007 2892945.978992852, 3750302.203137694 2892728.2831378244, 3750438.9280908583 2892545.249083149, 3750362.771391207 2892494.3685299484, 3750515.918242391 2892245.6208333476, 3750623.7659034473 2892051.1900321804, 3750655.936860623 2891960.740723719, 3750620.1014489154 2891821.7429073695, 3750456.7177406573 2891631.980178577, 3750287.3647375153 2891487.7260132986, 3750101.920368312 2891565.6718761474, 3750029.4865175425 2891602.5935568516, 3749933.9068720294 2891695.622529811, 3749709.980241796 2891189.1969176596, 3749976.033541047 2891072.6377158654, 3749876.8023409853 2890839.008640376, 3749813.5577138187 2890740.6441406216, 3749558.605409726 2890508.015672323, 3749492.9759894274 2890467.6827103365, 3749314.316447649 2890581.5689800004, 3749141.368589687 2890523.107697439, 3748787.8266176027 2890250.904544465, 3748483.594891063 2890225.9792101462, 3748343.9036734956 2890231.974921955, 3747967.380321231 2890281.8595800893, 3747479.300631036 2890121.92023392, 3747008.461058055 2890037.6300090044, 3746658.809077321 2889976.9694574056, 3746651.9216419 2889976.3251385046, 3746640.8882248015 2889983.920782084, 3746639.2790654097 2889990.3082752023, 3746296.5308904555 2890617.0955472984, 3746270.489473178 2891104.3433435, 3746318.7593228235 2891597.1075273473, 3746467.1763222925 2891799.5648852494, 3746406.8318720763 2891865.787041971, 3746388.157145476 2891877.5358416904, 3746418.601786915 2891930.198185093, 3746488.071586484 2892245.602342514, 3746486.893548316 2892365.643961485, 3746329.209908658 2892456.913295053, 3746128.363452953 2892537.5584570137, 3746217.516783287 2892618.851592398, 3746314.1178953787 2892727.072969721, 3746426.9598658895 2892873.540239524, 3746758.5737955514 2893415.7410371094, 3746846.852537504 2893562.5605175714, 3746879.466001658 2893608.378952616, 3746893.782344473 2893623.9904769296, 3746908.302738772 2893635.360279786, 3746945.212080799 2893654.226561463, 3747324.7754458776 2894198.145239868, 3747499.4853321677 2894654.912161998, 3747757.9909406416 2895089.9448733833, 3747809.176259456 2895158.2027581455, 3747888.2284450335 2895232.4248543363))",14.456187466680715,79563.0,5504.0
92064,"POLYGON ((3748520.077077562 2888665.5136010484, 3748596.6136517245 2888731.1359927976, 3749037.5213938043 2888927.588750804, 3749249.318106723 2889146.4756013853, 3749676.117046948 2889824.9016248817, 3749708.0982433762 2890111.1399353347, 3749590.232972016 2890387.158144761, 3749492.9759894274 2890467.6827103365, 3749558.605409726 2890508.015672323, 3749813.5577138187 2890740.6441406216, 3749876.8023409853 2890839.008640376, 3749976.033541047 2891072.6377158654, 3750096.922151518 2891024.6232241676, 3750129.0627473425 2891019.421674636, 3750753.0300540775 2890945.654091697, 3751276.4386708373 2890859.443966286, 3751574.5771089992 2890765.942892193, 3751457.5980212525 2890457.6206921064, 3751433.1365860775 2890365.9815905774, 3751401.1427227966 2890125.5859767376, 3751420.5135314646 2889914.7322527887, 3751196.4059296767 2888725.6500122207, 3751155.8635575487 2888599.56779591, 3751138.861930307 2888484.692926392, 3751121.5894753886 2888315.560115124, 3751125.0879654847 2888247.97205074, 3751133.3726175404 2888201.436401962, 3751177.9309689403 2888094.214577848, 3751079.583624971 2888123.5728214495, 3751030.9608518695 2888018.3721581637, 3751014.899261445 2887763.675447932, 3751019.7691993825 2887712.843759208, 3750935.0097721354 2887453.5921845487, 3750884.9256891687 2887310.331621536, 3750657.583468941 2887284.23514378, 3750363.5291274153 2887340.0480342507, 3750034.091992279 2887427.5118230735, 3749856.52544297 2887531.740039348, 3749637.486785433 2887610.2002536342, 3749405.143503329 2887690.2420151257, 3749320.012772263 2887691.390481009, 3749307.1177329198 2887690.921393884, 3748378.881954836 2887677.539413072, 3748240.886304241 2887703.777606661, 3747969.7682378367 2887929.09557509, 3748336.3257343266 2888256.547303647, 3748533.3593758564 2888644.432495836, 3748520.077077562 2888665.5136010484))",7.509749758087733,29436.0,3920.0
92071,"POLYGON ((3754629.842271036 2881837.6033221115, 3754630.059961416 2881837.783464021, 3754793.2392510413 2881835.8812070647, 3754813.341499464 2881893.9644329334, 3754831.921056344 2881885.44452098, 3754981.145381949 2881817.128430212, 3755020.3293860857 2881805.6242051893, 3755073.5003796946 2881790.1628545895, 3755118.2387000616 2881784.3578040516, 3755130.4409106886 2881782.783670119, 3755207.140891764 2881783.760297017, 3755247.165692881 2881787.656446602, 3755404.1385179306 2881829.8792970665, 3755508.8342007627 2881864.9597482732, 3755505.7267021206 2881895.0138660297, 3755606.5590367797 2881914.5823678127, 3755625.7831071937 2881916.1538687847, 3756396.525028918 2881977.640168809, 3756417.5114295706 2881965.8737708535, 3756426.6721890643 2881960.771950538, 3756613.6968657887 2881905.8179502054, 3756857.530806654 2881873.154058347, 3756914.0269703204 2881865.3161940416, 3757100.3528277045 2880944.506114279, 3756913.280289698 2880442.752214408, 3756852.515760355 2880287.142676443, 3756461.867650533 2880167.4319206104, 3756366.2553764395 2880147.862841635, 3755229.103047999 2879997.207939207, 3754992.635791704 2880551.101708643, 3754666.987734219 2881562.2120397594, 3754650.5141114737 2881782.8413387765, 3754629.842271036 2881837.6033221115))",3.7633327220616133,19986.0,5311.0
92072,"POLYGON ((3749320.012772263 2887691.390481009, 3749405.143503329 2887690.2420151257, 3749637.486785433 2887610.2002536342, 3749856.52544297 2887531.740039348, 3750034.091992279 2887427.5118230735, 3750363.5291274153 2887340.0480342507, 3750657.583468941 2887284.23514378, 3750884.9256891687 2887310.331621536, 3750935.0097721354 2887453.5921845487, 3751019.7691993825 2887712.843759208, 3751014.899261445 2887763.675447932, 3751030.9608518695 2888018.3721581637, 3751079.583624971 2888123.5728214495, 3751177.9309689403 2888094.214577848, 3751259.1135210386 2887901.1415099273, 3751290.3738761386 2887797.711207388, 3751300.796750144 2887688.3423822816, 3751306.287279197 2887445.044426359, 3751314.454019146 2887322.3213475356, 3751325.794505831 2887210.9541793475, 3751382.758856098 2887030.462702718, 3751416.8947212724 2886971.5905772448, 3751498.969509841 2886852.2180689494, 3751585.920781121 2886735.593807247, 3751662.317983727 2886654.162983488, 3751615.024089051 2886605.932504578, 3751513.724607313 2886540.67661902, 3751479.45645281 2886552.113033588, 3751392.541296114 2886662.702420453, 3751132.3224694533 2886742.0998394634, 3750845.125858356 2886476.0688020457, 3750680.359797133 2885953.586596192, 3750018.955896203 2885603.899985902, 3749852.032735929 2885540.128157726, 3749526.481275101 2885366.148174843, 3749524.343237521 2885374.3959295154, 3749426.3620832125 2885509.374680024, 3749160.9328971775 2886299.6068234444, 3749022.718037433 2886525.813048462, 3748754.69893548 2886440.7014035373, 3748453.4482537494 2886214.327290951, 3747736.489491574 2886180.027329007, 3747621.7782480405 2886201.915542622, 3747678.906897868 2886258.6487401603, 3747995.816680307 2886462.504629477, 3748515.6364851217 2886688.8701905925, 3749004.999272256 2886851.717587179, 3749224.5915558306 2887402.0002018977, 3749320.012772263 2887691.390481009))",4.0465131443921445,23572.0,5825.0
92073,"POLYGON ((3751692.9866001317 2893366.98043543, 3751834.285110996 2893220.905030397, 3751880.746622186 2893173.6149645573, 3751893.7384939343 2893164.4245126573, 3752147.6206978187 2893015.567675945, 3752404.188188426 2892728.4350053347, 3752332.5302922623 2892020.4999328083, 3752127.8437765683 2891788.5658075353, 3752037.936478312 2891687.4367479533, 3751922.9788692743 2891536.5438332297, 3751827.203115593 2891385.7167122215, 3751722.687069027 2891100.0217460142, 3751637.7890745075 2890907.838155862, 3751574.5771089992 2890765.942892193, 3751276.4386708373 2890859.443966286, 3750753.0300540775 2890945.654091697, 3750129.0627473425 2891019.421674636, 3750096.922151518 2891024.6232241676, 3749976.033541047 2891072.6377158654, 3749709.980241796 2891189.1969176596, 3749933.9068720294 2891695.622529811, 3750029.4865175425 2891602.5935568516, 3750101.920368312 2891565.6718761474, 3750287.3647375153 2891487.7260132986, 3750456.7177406573 2891631.980178577, 3750620.1014489154 2891821.7429073695, 3750655.936860623 2891960.740723719, 3750623.7659034473 2892051.1900321804, 3750515.918242391 2892245.6208333476, 3750362.771391207 2892494.3685299484, 3750438.9280908583 2892545.249083149, 3750624.5388538614 2892671.251638421, 3751421.588026223 2893152.7226640335, 3751692.9866001317 2893366.98043543))",3.793815860093964,47263.0,12458.0
92075,"POLYGON ((3754889.8535833103 2885363.4927145774, 3754888.150779198 2885427.7912189676, 3754829.7419446916 2885492.3102128645, 3754745.9598418595 2885457.5356654744, 3754623.091290987 2885429.9341868814, 3754481.1107337135 2885423.3693459276, 3754516.3273901776 2885482.009895486, 3754971.6610863907 2885820.5608948516, 3755201.12784519 2886331.899441619, 3755181.3266524207 2886583.3033800866, 3755189.349981548 2886637.820967703, 3755243.528198242 2886667.39739715, 3755393.465164441 2886749.194582329, 3755491.783786404 2886782.6730052102, 3755745.2898490853 2886837.2307631643, 3755868.785489562 2886838.3347391426, 3755926.051311645 2886791.618746922, 3756059.5215902617 2886682.7969384883, 3756621.9976179367 2886426.1111314455, 3756702.2233152897 2886389.7560084923, 3756429.39423681 2886120.522520246, 3756297.4088611007 2885982.816418669, 3756228.1633817153 2885912.466370076, 3756050.372848228 2885764.885677591, 3755974.3939878643 2885712.6736454023, 3755944.7949584755 2885693.6025683526, 3755918.700879343 2885678.718410608, 3755711.600602716 2885570.8458213983, 3755663.5395411868 2885547.6173174395, 3755515.0635848334 2885492.1161422804, 3755489.955908775 2885483.4703473914, 3755389.3574378993 2885450.3106822944, 3755201.6156358677 2885411.851217054, 3754889.8535833103 2885363.4927145774))",1.603979503537874,27367.0,17062.0
