geo_unit_highres,geometry,area,Population,Density
001001,"POLYGON ((3448980.9990781615 2746381.119779746, 3448989.252348192 2746299.841190014, 3448990.1797179384 2746286.1544776587, 3448991.254767194 2746282.624201854, 3448992.281616488 2746268.9276484223, 3448993.7450298322 2746243.808417892, 3449001.173847027 2746177.3141308157, 3449006.0227466812 2746152.967708396, 3449020.6187976478 2746117.9894509907, 3449035.295180757 2746079.579343316, 3449052.3332934296 2746035.2962108646, 3449065.7904231753 2746012.817174184, 3449007.4811923583 2745991.5973215927, 3448945.8019353678 2745968.6968286033, 3448896.6010607183 2745947.1801226484, 3448852.253027816 2745927.096687044, 3448841.546060182 2745922.113758636, 3448826.561159791 2745914.331552079, 3448796.049111641 2745889.7574775624, 3448770.5019912086 2745867.8140125126, 3448741.6969304914 2745845.387242322, 3448727.986141653 2745855.5049123587, 3448701.360687143 2745835.9843179383, 3448674.873033535 2745823.297931249, 3448652.159866349 2745814.467667737, 3448619.731705718 2745802.6711239726, 3448605.9503473565 2745798.0930774193, 3448581.6549180234 2745789.5200692127, 3448567.870288684 2745783.834610462, 3448560.5273003737 2745781.5399871143, 3448545.8534600106 2745774.935469164, 3448530.2749998155 2745768.319748275, 3448503.203125431 2745756.8996308562, 3448446.071847177 2745733.247245055, 3448414.5659002597 2745797.793579524, 3448407.01423968 2745813.6462734323, 3448378.713133098 2745793.3851777776, 3448344.5942403357 2745846.105655879, 3448307.002630776 2745896.047946241, 3448278.0705200722 2745937.681429363, 3448273.0510302666 2745944.11958078, 3448246.2748057684 2745934.7850708026, 3448244.9172207983 2745940.659507503, 3448241.049975884 2745960.477969454, 3448230.8541798065 2745984.547921989, 3448229.191617893 2745988.2370509855, 3448229.419580197 2745994.961652752, 3448233.560551405 2746037.0489590084, 3448232.947501341 2746053.0208213823, 3448263.430844769 2746052.623070718, 3448288.5220573586 2746061.1172458464, 3448254.2471334944 2746167.931278886, 3448282.798761177 2746199.4463501973, 3448322.7630298664 2746235.9751736363, 3448376.244819889 2746239.94838405, 3448445.273284767 2746245.9080648283, 3448481.3151269006 2746246.974465629, 3448592.1335886 2746255.3453103225, 3448656.9028615546 2746258.705418794, 3448787.1415742226 2746269.6867405307, 3448801.898517802 2746270.74433259, 3448804.8734382307 2746270.349301853, 3448847.350437523 2746272.591827244, 3448857.4474426657 2746273.204129937, 3448869.8356634863 2746274.697489712, 3448887.6609485587 2746276.357857818, 3448909.841191722 2746276.278225687, 3448946.082062407 2746277.3251014263, 3448965.2873889827 2746277.6405077623, 3448956.8452347117 2746383.710847857, 3448980.9990781615 2746381.119779746))",0.30642660143188694,4645.771986596889,15161.124931346929
001002,"POLYGON ((3449065.7904231753 2746012.817174184, 3449052.3332934296 2746035.2962108646, 3449035.295180757 2746079.579343316, 3449020.6187976478 2746117.9894509907, 3449006.0227466812 2746152.967708396, 3449001.173847027 2746177.3141308157, 3448993.7450298322 2746243.808417892, 3448992.281616488 2746268.9276484223, 3448991.254767194 2746282.624201854, 3448990.1797179384 2746286.1544776587, 3448989.252348192 2746299.841190014, 3448980.9990781615 2746381.119779746, 3448976.2209721897 2746420.161929861, 3448972.2192384247 2746434.2535151895, 3448972.774692581 2746447.692827558, 3448973.4329081834 2746462.2297118423, 3448974.684695876 2746475.600132756, 3448974.2163618 2746482.393601386, 3448973.962888372 2746491.481993104, 3448974.586010952 2746500.2822513976, 3448976.1170386565 2746510.201127475, 3448979.053859625 2746524.4118741755, 3448982.677669055 2746538.453949635, 3448986.590053062 2746549.144259255, 3448991.0866638594 2746558.568325827, 3448997.2776412587 2746568.9324970827, 3449005.044826534 2746580.047056138, 3449025.5408545407 2746603.799357985, 3449036.5715311603 2746611.167122304, 3449047.872093818 2746614.9835640127, 3449058.893429808 2746622.25155, 3449065.3636417775 2746629.1641763714, 3449072.418078488 2746634.8105606018, 3449112.6299526896 2746663.2586981296, 3449123.660635404 2746670.6264650477, 3449132.9936657473 2746675.946714086, 3449142.024984245 2746680.1890755827, 3449153.3255518335 2746684.0055227256, 3449164.6261199093 2746687.821970663, 3449179.306080819 2746693.4188520396, 3449188.315430709 2746696.354245081, 3449185.7927313154 2746705.8685411992, 3449181.1843384504 2746716.6969230813, 3449209.7835798305 2746733.7060383395, 3449214.838656646 2746736.227018656, 3449232.4841973684 2746741.329097747, 3449363.2526330445 2746836.244962853, 3449371.644315492 2746978.4134966144, 3449384.71294613 2746977.523374864, 3449389.1706491513 2746976.8809490995, 3449400.750442113 2746977.245863409, 3449404.309577598 2746975.5846005236, 3449417.840451722 2746968.90866214, 3449426.5020355037 2746955.262417196, 3449433.662151563 2746941.6640168927, 3449437.5807696106 2746933.1193663646, 3449442.089662935 2746922.3008459928, 3449447.5741033438 2746907.9619006133, 3449471.2420825367 2746842.277996989, 3449473.6971336016 2746837.4027626757, 3449476.739695639 2746832.3687015884, 3449482.060850989 2746827.0085114073, 3449487.571096814 2746818.3064074204, 3449491.58921283 2746809.751923786, 3449496.7851204537 2746798.7647451963, 3449507.542500526 2746768.899373829, 3449519.4776918357 2746736.601313424, 3449536.9968849528 2746689.954494073, 3449541.4063577126 2746679.14583348, 3449558.0209836434 2746632.4878224884, 3449569.06704301 2746599.2707285783, 3449580.19013032 2746561.5143814483, 3449584.131285539 2746557.4991726344, 3449587.173878612 2746552.465123841, 3449590.707287292 2746545.1670505977, 3449598.258863653 2746529.3145116824, 3449620.9611173407 2746467.250963989, 3449642.075610989 2746409.6747530396, 3449660.862569901 2746357.263274632, 3449671.78737779 2746322.7491090093, 3449676.463080166 2746304.059309954, 3449688.2827195195 2746266.234138756, 3449695.051684308 2746254.8899926236, 3449714.56461184 2746212.3763555246, 3449710.7223048112 2746191.709537236, 3449709.191353728 2746181.7906905306, 3449706.9509754204 2746167.511093797, 3449704.3159703272 2746154.3782684496, 3449703.378606743 2746143.2929685134, 3449703.811953337 2746130.7629323294, 3449705.560924661 2746122.6343811615, 3449707.714347712 2746116.6812848942, 3449716.443887493 2746098.396104384, 3449709.1069352245 2746095.0937944506, 3449576.0657554897 2746035.950227874, 3449428.7771646874 2745973.6845782413, 3449169.2834985377 2745862.500292699, 3449161.0512805795 2745859.286573445, 3449133.122806109 2745836.5716106542, 3449120.679977736 2745865.596674654, 3449131.284204716 2745869.4820573195, 3449137.7412668713 2745871.9650610005, 3449156.1989652254 2745882.5255418294, 3449191.210763322 2745896.1813854133, 3449237.523128697 2745913.6537376037, 3449258.3715278553 2745925.0854531955, 3449263.2243668092 2745926.518727556, 3449267.393487681 2745929.2280796776, 3449270.2820354095 2745933.272555609, 3449272.474252354 2745937.385918732, 3449276.3865339286 2745948.0762306773, 3449280.8737180363 2745957.4005267546, 3449287.4559641173 2745965.51052884, 3449295.399577719 2745972.076007966, 3449317.6443980094 2745987.6998162363, 3449349.132092197 2746008.7535408926, 3449379.329879845 2746031.0426115976, 3449384.689920695 2746035.748915071, 3449392.363615146 2746045.8657082636, 3449401.5107669067 2746055.6353286607, 3449405.7826418756 2746059.4422512003, 3449411.0492755626 2746063.15076416, 3449413.6328545497 2746065.009941146, 3449408.1093921 2746069.2823826214, 3449400.4838415263 2746069.3318429487, 3449292.7812849837 2746050.2792960857, 3449233.929849646 2746041.499482353, 3449144.874202995 2746029.6656263284, 3449065.7904231753 2746012.817174184))",0.47786718853139143,6012.448593292193,12581.840179841583
002001,"POLYGON ((3448446.071847177 2745733.247245055, 3448503.203125431 2745756.8996308562, 3448530.2749998155 2745768.319748275, 3448545.8534600106 2745774.935469164, 3448560.5273003737 2745781.5399871143, 3448567.870288684 2745783.834610462, 3448581.6549180234 2745789.5200692127, 3448605.9503473565 2745798.0930774193, 3448619.731705718 2745802.6711239726, 3448652.159866349 2745814.467667737, 3448674.873033535 2745823.297931249, 3448701.360687143 2745835.9843179383, 3448727.986141653 2745855.5049123587, 3448741.6969304914 2745845.387242322, 3448770.5019912086 2745867.8140125126, 3448796.049111641 2745889.7574775624, 3448826.561159791 2745914.331552079, 3448841.546060182 2745922.113758636, 3448852.253027816 2745927.096687044, 3448896.6010607183 2745947.1801226484, 3448945.8019353678 2745968.6968286033, 3449007.4811923583 2745991.5973215927, 3449065.7904231753 2746012.817174184, 3449144.874202995 2746029.6656263284, 3449233.929849646 2746041.499482353, 3449292.7812849837 2746050.2792960857, 3449400.4838415263 2746069.3318429487, 3449408.1093921 2746069.2823826214, 3449413.6328545497 2746065.009941146, 3449411.0492755626 2746063.15076416, 3449405.7826418756 2746059.4422512003, 3449401.5107669067 2746055.6353286607, 3449392.363615146 2746045.8657082636, 3449384.689920695 2746035.748915071, 3449379.329879845 2746031.0426115976, 3449349.132092197 2746008.7535408926, 3449317.6443980094 2745987.6998162363, 3449295.399577719 2745972.076007966, 3449287.4559641173 2745965.51052884, 3449280.8737180363 2745957.4005267546, 3449276.3865339286 2745948.0762306773, 3449272.474252354 2745937.385918732, 3449270.2820354095 2745933.272555609, 3449267.393487681 2745929.2280796776, 3449263.2243668092 2745926.518727556, 3449258.3715278553 2745925.0854531955, 3449237.523128697 2745913.6537376037, 3449191.210763322 2745896.1813854133, 3449156.1989652254 2745882.5255418294, 3449137.7412668713 2745871.9650610005, 3449131.284204716 2745869.4820573195, 3449120.679977736 2745865.596674654, 3449133.122806109 2745836.5716106542, 3449087.7188709155 2745844.8901475887, 3449002.392870708 2745827.8535789317, 3448916.690948896 2745812.16340395, 3448885.187012082 2745807.0224799872, 3448888.685446254 2745793.987746005, 3448895.1971247974 2745787.4020325276, 3448904.636087494 2745773.477482655, 3448907.8645974416 2745763.9940743195, 3448910.8848170526 2745754.4305698383, 3448919.209934383 2745733.969799423, 3448933.604010595 2745697.903827145, 3448941.534517841 2745678.5898427526, 3448944.6729106274 2745669.2160604633, 3448946.6241327673 2745662.1751993177, 3448948.46327083 2745653.936987345, 3448949.210978974 2745643.6919821524, 3448949.3744424856 2745634.713216559, 3448948.26718195 2745587.4922084357, 3448949.1209499184 2745558.0023848317, 3448949.4512214526 2745519.702464714, 3448949.1752564716 2745502.811615947, 3448949.415813248 2745489.2935796147, 3448949.553631556 2745474.677971716, 3448949.6626936984 2745410.4185045403, 3448644.353251079 2745511.2161601894, 3448496.9783204207 2745557.417466538, 3448548.5641947337 2745626.935152203, 3448544.4207797265 2745629.8626694446, 3448523.517841404 2745648.949606196, 3448514.9554864597 2745662.5860799067, 3448501.9059737953 2745666.8982486366, 3448436.9186046324 2745703.0354137123, 3448429.7194789555 2745706.567373107, 3448419.828446362 2745711.3726986237, 3448407.475276736 2745715.6159930914, 3448399.952500442 2745716.7630892554, 3448428.426361551 2745728.1451855223, 3448446.071847177 2745733.247245055))",0.22095228120360214,1143.8850356936325,5177.068231486464
002002,"POLYGON ((3449133.122806109 2745836.5716106542, 3449160.258177717 2745792.9009098243, 3449191.0844791657 2745733.9610263933, 3449283.384034439 2745560.5832647416, 3449301.716568282 2745565.5168015165, 3449316.1972620687 2745525.0114967525, 3449331.8464954025 2745481.9737342307, 3449316.7238635495 2745467.357260501, 3449347.434801303 2745402.8903371287, 3449353.224578377 2745390.736740726, 3449338.974720319 2745392.9520263155, 3449324.037870007 2745395.33597806, 3449233.87822946 2745426.4097331627, 3449191.6676053423 2745440.95789453, 3449059.6888910253 2745484.32586687, 3449026.763245482 2745494.0281594032, 3448949.4512214526 2745519.702464714, 3448949.1209499184 2745558.0023848317, 3448948.26718195 2745587.4922084357, 3448949.3744424856 2745634.713216559, 3448949.210978974 2745643.6919821524, 3448948.46327083 2745653.936987345, 3448946.6241327673 2745662.1751993177, 3448944.6729106274 2745669.2160604633, 3448941.534517841 2745678.5898427526, 3448933.604010595 2745697.903827145, 3448919.209934383 2745733.969799423, 3448910.8848170526 2745754.4305698383, 3448907.8645974416 2745763.9940743195, 3448904.636087494 2745773.477482655, 3448895.1971247974 2745787.4020325276, 3448888.685446254 2745793.987746005, 3448885.187012082 2745807.0224799872, 3448916.690948896 2745812.16340395, 3449002.392870708 2745827.8535789317, 3449087.7188709155 2745844.8901475887, 3449133.122806109 2745836.5716106542))",0.11485579282606861,588.3870455894933,5122.832998771901
002003,"POLYGON ((3449311.072182002 2745286.8523255144, 3449200.4735751813 2745322.666948802, 3448949.6626936984 2745410.4185045403, 3448949.553631556 2745474.677971716, 3448949.415813248 2745489.2935796147, 3448949.1752564716 2745502.811615947, 3448949.4512214526 2745519.702464714, 3449026.763245482 2745494.0281594032, 3449059.6888910253 2745484.32586687, 3449191.6676053423 2745440.95789453, 3449233.87822946 2745426.4097331627, 3449324.037870007 2745395.33597806, 3449338.974720319 2745392.9520263155, 3449353.224578377 2745390.736740726, 3449347.434801303 2745402.8903371287, 3449316.7238635495 2745467.357260501, 3449331.8464954025 2745481.9737342307, 3449316.1972620687 2745525.0114967525, 3449301.716568282 2745565.5168015165, 3449283.384034439 2745560.5832647416, 3449191.0844791657 2745733.9610263933, 3449160.258177717 2745792.9009098243, 3449133.122806109 2745836.5716106542, 3449161.0512805795 2745859.286573445, 3449169.2834985377 2745862.500292699, 3449428.7771646874 2745973.6845782413, 3449576.0657554897 2746035.950227874, 3449709.1069352245 2746095.0937944506, 3449716.443887493 2746098.396104384, 3449721.5372075858 2746086.3114099796, 3449730.064535008 2746066.93850675, 3449751.5003361222 2746013.862309252, 3449746.1337520317 2746006.9411785738, 3449739.2558737667 2745996.745652421, 3449723.6287124017 2745933.8416946614, 3449698.62984111 2745855.5509511265, 3449671.457992651 2745776.5688371635, 3449655.9080449026 2745730.575324118, 3449652.679534952 2745718.6089459495, 3449626.9168287637 2745645.0260883886, 3449590.7589158053 2745527.960874761, 3449562.230332685 2745436.6258014385, 3449518.193250507 2745304.026137215, 3449364.471389678 2745274.923465725, 3449311.072182002 2745286.8523255144))",0.3070019491685909,3792.7123416925515,12354.033425402697
002004,"POLYGON ((3449721.5372075858 2746086.3114099796, 3449728.1778278723 2746089.6826054268, 3449735.5241212435 2746093.0846955073, 3449762.9874798506 2746102.250839078, 3449790.3607061114 2746111.526606869, 3449800.964960821 2746115.412031793, 3449812.2748890417 2746119.328352256, 3449842.7196739786 2746108.864624481, 3449899.428429707 2746069.0158454888, 3450105.7191169425 2745758.7869968875, 3450263.453032332 2745506.8355773776, 3450188.637443981 2745492.6856689495, 3449829.5123179923 2745397.195368973, 3449518.193250507 2745304.026137215, 3449562.230332685 2745436.6258014385, 3449590.7589158053 2745527.960874761, 3449626.9168287637 2745645.0260883886, 3449652.679534952 2745718.6089459495, 3449655.9080449026 2745730.575324118, 3449671.457992651 2745776.5688371635, 3449698.62984111 2745855.5509511265, 3449723.6287124017 2745933.8416946614, 3449739.2558737667 2745996.745652421, 3449746.1337520317 2746006.9411785738, 3449751.5003361222 2746013.862309252, 3449730.064535008 2746066.93850675, 3449721.5372075858 2746086.3114099796))",0.30116914972493564,2147.9307152038286,7131.974563681508
003001,"POLYGON ((3447788.643391371 2746281.9754278744, 3447817.8165164175 2746272.9458731012, 3447874.0644758223 2746254.9937145268, 3447891.661679426 2746249.9293021187, 3447909.370987119 2746246.0622508763, 3447925.7997493437 2746243.530357132, 3447975.7641989985 2746238.8887163415, 3447989.3208198585 2746237.8494680547, 3448007.546708162 2746237.355262472, 3448023.574806685 2746236.9778158115, 3448050.414882609 2746237.3432599423, 3448087.9361563358 2746237.054687758, 3448127.729963366 2746237.447613736, 3448137.0404764246 2746238.2383672157, 3448144.6659722617 2746238.188803186, 3448154.6601865445 2746237.703463446, 3448164.564267968 2746237.3277467517, 3448188.4971115207 2746233.449203645, 3448208.485038827 2746229.2560601393, 3448228.0816340847 2746227.3171266173, 3448232.7322220793 2746227.6626181547, 3448267.114508521 2746212.075598904, 3448282.798761177 2746199.4463501973, 3448254.2471334944 2746167.931278886, 3448288.5220573586 2746061.1172458464, 3448263.430844769 2746052.623070718, 3448232.947501341 2746053.0208213823, 3448233.560551405 2746037.0489590084, 3448229.419580197 2745994.961652752, 3448229.191617893 2745988.2370509855, 3448230.8541798065 2745984.547921989, 3448241.049975884 2745960.477969454, 3448244.9172207983 2745940.659507503, 3448246.2748057684 2745934.7850708026, 3448273.0510302666 2745944.11958078, 3448278.0705200722 2745937.681429363, 3448307.002630776 2745896.047946241, 3448344.5942403357 2745846.105655879, 3448378.713133098 2745793.3851777776, 3448407.01423968 2745813.6462734323, 3448414.5659002597 2745797.793579524, 3448446.071847177 2745733.247245055, 3448428.426361551 2745728.1451855223, 3448399.952500442 2745716.7630892554, 3448407.475276736 2745715.6159930914, 3448419.828446362 2745711.3726986237, 3448429.7194789555 2745706.567373107, 3448436.9186046324 2745703.0354137123, 3448501.9059737953 2745666.8982486366, 3448514.9554864597 2745662.5860799067, 3448523.517841404 2745648.949606196, 3448544.4207797265 2745629.8626694446, 3448548.5641947337 2745626.935152203, 3448496.9783204207 2745557.417466538, 3448389.829063466 2745578.5922316774, 3448268.527225082 2745564.4105174714, 3448151.865289531 2745540.807234766, 3448043.2595029 2745506.739420699, 3448012.3102173414 2745594.392780083, 3448011.257576502 2745602.4525346244, 3448009.129866534 2745614.0425892835, 3448006.6878463775 2745623.3475535703, 3448000.8912099022 2745630.0640148874, 3447995.457907416 2745634.226931318, 3447988.442340944 2745638.6471033227, 3447980.6496542604 2745643.3455733503, 3447920.996821274 2745678.5525695053, 3447885.3688941197 2745701.2114357706, 3447866.9118674155 2745715.323512182, 3447848.643971769 2745726.0936506037, 3447835.2546148244 2745743.9338960666, 3447833.8457160564 2745759.984531647, 3447823.9686380816 2745876.469335187, 3447819.389578548 2745936.942027504, 3447814.1142561585 2745997.483624082, 3447813.2545678862 2746006.5313499104, 3447811.7429852854 2746021.484415335, 3447808.7137717805 2746052.3981881123, 3447807.574854126 2746064.8974838825, 3447805.6206995756 2746092.2809488443, 3447800.8777381377 2746137.060059376, 3447788.643391371 2746281.9754278744))",0.3430721220700458,5313.164757491182,15487.01982962749
003002,"POLYGON ((3448528.8924518744 2746614.669663431, 3448531.8322361438 2746608.53797734, 3448547.679721721 2746586.929956294, 3448566.6725348183 2746561.3854070953, 3448580.6459346456 2746542.2790120887, 3448568.5238156933 2746532.9044856224, 3448554.505098085 2746521.502127302, 3448557.845563951 2746513.216023564, 3448567.2618081984 2746494.7619256764, 3448579.4474514816 2746473.717641655, 3448582.287778725 2746467.5958038247, 3448564.23452531 2746459.210914508, 3448553.225838632 2746453.1501489943, 3448607.643153332 2746357.7370096743, 3448654.7977082967 2746274.82487199, 3448656.9028615546 2746258.705418794, 3448592.1335886 2746255.3453103225, 3448481.3151269006 2746246.974465629, 3448445.273284767 2746245.9080648283, 3448376.244819889 2746239.94838405, 3448322.7630298664 2746235.9751736363, 3448282.798761177 2746199.4463501973, 3448267.114508521 2746212.075598904, 3448232.7322220793 2746227.6626181547, 3448228.0816340847 2746227.3171266173, 3448208.485038827 2746229.2560601393, 3448188.4971115207 2746233.449203645, 3448164.564267968 2746237.3277467517, 3448154.6601865445 2746237.703463446, 3448144.6659722617 2746238.188803186, 3448137.0404764246 2746238.2383672157, 3448127.729963366 2746237.447613736, 3448087.9361563358 2746237.054687758, 3448050.414882609 2746237.3432599423, 3448023.574806685 2746236.9778158115, 3448007.546708162 2746237.355262472, 3447989.3208198585 2746237.8494680547, 3447975.7641989985 2746238.8887163415, 3447925.7997493437 2746243.530357132, 3447909.370987119 2746246.0622508763, 3447891.661679426 2746249.9293021187, 3447874.0644758223 2746254.9937145268, 3447817.8165164175 2746272.9458731012, 3447788.643391371 2746281.9754278744, 3447741.7829592573 2746296.1790604545, 3447760.49441793 2746319.100830705, 3447793.1442926303 2746356.8567972598, 3447809.246411649 2746372.2825336447, 3447818.2776867934 2746376.5248220167, 3447919.3550062487 2746376.2918088413, 3447930.7582838433 2746381.2057401426, 3448013.1224380387 2746424.515907378, 3448029.4966967665 2746431.052771975, 3448075.2956321826 2746446.259164465, 3448114.752399985 2746458.064936055, 3448160.7629296626 2746474.4588667145, 3448192.0902713486 2746484.148606314, 3448202.110254584 2746489.3001286974, 3448210.7595608896 2746495.896423466, 3448270.9272270524 2746533.749414916, 3448338.8396111894 2746578.1875171764, 3448447.045591307 2746599.404451353, 3448528.8924518744 2746614.669663431))",0.20373767027600995,2595.947957510467,12741.6199173852
003003,"POLYGON ((3447807.1345368903 2746071.990338846, 3447807.574854126 2746064.8974838825, 3447808.7137717805 2746052.3981881123, 3447811.7429852854 2746021.484415335, 3447813.2545678862 2746006.5313499104, 3447814.1142561585 2745997.483624082, 3447819.389578548 2745936.942027504, 3447823.9686380816 2745876.469335187, 3447833.8457160564 2745759.984531647, 3447835.2546148244 2745743.9338960666, 3447848.643971769 2745726.0936506037, 3447866.9118674155 2745715.323512182, 3447885.3688941197 2745701.2114357706, 3447920.996821274 2745678.5525695053, 3447980.6496542604 2745643.3455733503, 3447988.442340944 2745638.6471033227, 3447995.457907416 2745634.226931318, 3448000.8912099022 2745630.0640148874, 3448006.6878463775 2745623.3475535703, 3448009.129866534 2745614.0425892835, 3448010.9096510964 2745604.098220522, 3447923.7271099687 2745580.096098089, 3447796.0300647975 2745538.350579532, 3447793.3792756544 2745544.352983067, 3447751.7087225933 2745612.926566885, 3447716.6461009793 2745673.797111625, 3447706.321792869 2745691.1327050533, 3447742.200179857 2745701.1777859298, 3447728.7944501727 2745713.480950959, 3447705.0031590154 2745728.5236872407, 3447613.4840895277 2745785.8163689193, 3447578.938405376 2745810.3824204174, 3447616.3289493886 2745869.8242665855, 3447658.3958604913 2745935.248464152, 3447720.14015988 2746038.201672864, 3447720.378492861 2746051.4710388016, 3447732.669960043 2746050.859063682, 3447771.519976688 2746059.4016017783, 3447798.389576473 2746069.7337900964, 3447807.1345368903 2746071.990338846))",0.09054107209096167,1598.5255045391668,17655.25266735538
004001,"POLYGON ((3448554.505098085 2746521.502127302, 3448568.5238156933 2746532.9044856224, 3448580.6459346456 2746542.2790120887, 3448704.114458848 2746634.291391128, 3448710.562178475 2746636.674567505, 3448765.3994807545 2746679.7881734776, 3448851.8273814777 2746745.0528653013, 3448859.4528870066 2746745.003334053, 3448867.8648517807 2746744.7752887523, 3448896.037624531 2746758.3019067068, 3448903.4866789365 2746762.801498072, 3448912.5086516794 2746766.9440609245, 3448919.851653487 2746769.2386664557, 3448961.7795074075 2746778.4839924527, 3448997.353062543 2746786.3439381667, 3449023.6127980277 2746792.3056760724, 3449034.819940244 2746795.124313193, 3449070.586402411 2746803.972228852, 3449078.5262598745 2746806.2077920735, 3449086.6590147237 2746809.431306171, 3449103.3290040297 2746818.0537946057, 3449115.9964379747 2746816.0956022874, 3449125.104737559 2746815.798683676, 3449130.442320566 2746815.9755288614, 3449136.1003026 2746817.429820475, 3449140.243658825 2746814.5023071524, 3449142.490408328 2746809.546960268, 3449165.721900232 2746755.285560633, 3449170.612793646 2746742.113046801, 3449177.3684636606 2746726.3391607287, 3449185.7927313154 2746705.8685411992, 3449188.315430709 2746696.354245081, 3449179.306080819 2746693.4188520396, 3449164.6261199093 2746687.821970663, 3449153.3255518335 2746684.0055227256, 3449142.024984245 2746680.1890755827, 3449132.9936657473 2746675.946714086, 3449123.660635404 2746670.6264650477, 3449112.6299526896 2746663.2586981296, 3449072.418078488 2746634.8105606018, 3449065.3636417775 2746629.1641763714, 3449058.893429808 2746622.25155, 3449047.872093818 2746614.9835640127, 3449036.5715311603 2746611.167122304, 3449025.5408545407 2746603.799357985, 3449005.044826534 2746580.047056138, 3448997.2776412587 2746568.9324970827, 3448991.0866638594 2746558.568325827, 3448986.590053062 2746549.144259255, 3448982.677669055 2746538.453949635, 3448979.053859625 2746524.4118741755, 3448976.1170386565 2746510.201127475, 3448974.586010952 2746500.2822513976, 3448973.962888372 2746491.481993104, 3448974.2163618 2746482.393601386, 3448974.684695876 2746475.600132756, 3448973.4329081834 2746462.2297118423, 3448972.774692581 2746447.692827558, 3448972.2192384247 2746434.2535151895, 3448976.2209721897 2746420.161929861, 3448980.9990781615 2746381.119779746, 3448956.8452347117 2746383.710847857, 3448965.2873889827 2746277.6405077623, 3448946.082062407 2746277.3251014263, 3448909.841191722 2746276.278225687, 3448887.6609485587 2746276.357857818, 3448869.8356634863 2746274.697489712, 3448857.4474426657 2746273.204129937, 3448847.350437523 2746272.591827244, 3448804.8734382307 2746270.349301853, 3448801.898517802 2746270.74433259, 3448787.1415742226 2746269.6867405307, 3448656.9028615546 2746258.705418794, 3448654.7977082967 2746274.82487199, 3448607.643153332 2746357.7370096743, 3448553.225838632 2746453.1501489943, 3448564.23452531 2746459.210914508, 3448582.287778725 2746467.5958038247, 3448579.4474514816 2746473.717641655, 3448567.2618081984 2746494.7619256764, 3448557.845563951 2746513.216023564, 3448554.505098085 2746521.502127302))",0.19056927800591963,2219.4793874231605,11646.574991768699
