geocode,Area,Pop_2018,Density
34117,2.484638108756818,11555.0,4651.0
34119,2.1741199095676262,16219.0,7460.0
34121,6.695090334362082,22528.0,3365.0
34123,16.15822763628964,24836.0,1537.0
34125,11.94519609606217,26296.0,2201.0
34127,7.645915741326405,25653.0,3355.0
34128,15.468150463719175,18487.0,1195.0
34130,3.740748211926312,9707.0,2595.0
34131,16.49826255018992,13935.0,845.0
34132,14.286064498987752,17164.0,1201.0
34134,11.00498254574599,18547.0,1685.0
