city,param,bike,walk,transit,bike_p,walk_p,transit_p
Madrid,Trip_Purpose_Agg[T.Home↔Leisure],1.7345481787625447,1.5342231427105872,1.5204030592345772,0.0213769033514526,3.838003766226722e-58,6.314351355391553e-09
Madrid,Trip_Purpose_Agg[T.Home↔School],,1.5008915964843943,1.6915080635269193,0.6918395023199153,2.6813749002471823e-56,4.343652541732939e-05
Madrid,Trip_Purpose_Agg[T.Home↔Shopping],,1.1236550707112127,0.99796714768526,0.290075773226828,4.355887600535104e-77,3.7889347472241525e-41
Madrid,Trip_Purpose_Agg[T.Home↔Work],1.7824966486211713,0.8433205815796552,1.6889995405785538,0.0342219694031999,0.0234026870703555,8.254697552151975e-20
Madrid,Trip_Purpose_Agg[T.Other],,0.6706207893439553,1.2457082452190007,0.5118799978125582,0.0006077632794097,1.9568581763829377e-07
Madrid,DistCenter_origin,,,-0.0440054860391741,0.5109680551886318,0.6873137170938494,4.319618737438572e-28
Madrid,DistSubcenter_origin,,-0.0253721057256205,-0.0104572183155799,0.6208286064819285,0.000119845199003,0.0427766487576847
Madrid,UrbPopDensity_origin,,2.9112892567702733e-05,2.407412011640109e-05,0.5830231134878266,0.0005870202172692,6.449483502141988e-11
Madrid,UrbBuildDensity_origin,,0.003557775972617716,0.004835017978514931,0.552885937733357,0.0021231510077059,2.995293027887328e-11
Madrid,IntersecDensity_origin,,0.0033959543676771,0.0036382832783615,0.4846293612923637,0.050109718384301,7.5225970047878e-13
Madrid,street_length_origin,,-0.0030118207502377,,0.5907689555356802,0.0927147297052579,0.2194516169232139
Madrid,bike_lane_share_origin,,,,0.3590584120279313,0.4449144293439833,0.439195898566164
Madrid,transit_accessibility_origin,,5.4383233390897806e-05,3.0973766427095e-05,0.2711698916994312,0.0122978596263932,0.0002790982173734
Madrid,LU_UrbFab_origin,,-0.00771597622225391,-0.010064377834403393,0.5881118800549743,0.0045996755310606,6.03352247089557e-09
Madrid,LU_Comm_origin,,0.007986421375797364,,0.8641036396998817,0.0001773011249981,0.3381716487412115
Wien,Sex,,0.2357681108976594,0.4969697979270704,0.2569333107358742,0.0151600167595433,7.046484036601372e-12
Wien,Age,,,-0.0153781846323019,0.7852063681631234,0.1512786143576072,3.577289882074208e-05
Wien,CarOwnershipHH,-1.739679220051554,-1.8671975048147489,-2.156917852005297,1.8531791599457964e-10,4.4370358085753666e-33,2.2662318814176125e-63
Wien,Trip_Distance,-0.0002151742198047,-0.0010184151415819,,3.775780042208834e-18,2.31075839052946e-186,0.2400362107989957
Wien,Trip_Purpose_Agg[T.Home↔Leisure],1.429418948426466,1.6520533323151825,1.47230133977888,0.000230118641534,1.4975037570217825e-18,1.235899866056771e-12
Wien,Trip_Purpose_Agg[T.Home↔School],,1.4442940173682763,2.2515124500807566,0.1135649461077833,1.2815713546323366e-06,2.991044352300496e-21
Wien,Trip_Purpose_Agg[T.Home↔Shopping],0.9749479606994548,1.2196611655180425,0.7633130050680685,0.027373073069923,2.3363387567035096e-09,9.939992865483784e-05
Wien,Trip_Purpose_Agg[T.Home↔Work],1.7535532491998922,0.7994765904007797,1.9535399945148315,1.6953634970647376e-05,0.0003186722637289,5.563314203695589e-27
Wien,Trip_Purpose_Agg[T.Other],,0.9422469936153516,0.9078276569059918,0.2630633884364318,0.0737067980773547,0.0307406519695052
Wien,DistCenter_origin,,-0.1309945113701989,-0.113973796321956,0.1216092194113457,0.0001041959279258,3.8670369676889145e-05
Wien,DistSubcenter_origin,,,,0.8070372491081867,0.7623415429577136,0.117196736701353
Wien,UrbPopDensity_origin,,,5.259542196193049e-05,0.4391015523822464,0.3812090026569627,0.0138355295985122
Wien,UrbBuildDensity_origin,,,,0.4611890388996533,0.8084900741215857,0.7469407767013678
Wien,IntersecDensity_origin,-0.0216428539558897,0.0090052469368877,,0.010847641379724,0.07942496150424,0.6934666163075462
Wien,street_length_origin,,0.0099242383195664,,0.2644085559951552,0.0576269269424089,0.6194495740130653
Wien,bike_lane_share_origin,,,,0.1763463380324604,0.6942349472989673,0.4002697941577832
Wien,transit_accessibility_origin,,,0.0001132034252808,0.3023960491252779,0.7541038651515648,0.0666509569049103
Wien,LU_UrbFab_origin,,,-0.013279091699372244,0.4796148209678707,0.710386165710118,0.0508575721905414
Wien,LU_Comm_origin,,,,0.1940316868536628,0.7908445308527855,0.4927040669176232
France_other,Sex,-0.6078924579096916,0.0756684443123269,0.4165487599739775,4.244791105660941e-26,0.0072025084089578,7.252669659665018e-44
France_other,Age,,-0.0054600979858122,-0.0095826567610301,0.8424047706061748,0.0004770727136097,1.9478570028539003e-09
France_other,CarOwnershipHH,-2.21050147575659,-2.4708270801082097,-3.095427508193481,2.298700866901242e-148,0.0,0.0
France_other,Trip_Distance,-0.0003057872372368,-0.0017613218197756,3.86219460311397e-05,8.134697360860293e-135,0.0,1.3304906373732652e-43
France_other,Trip_Purpose_Agg[T.Home↔Leisure],1.8682025888888056,1.7745093477093712,1.6838921075667337,4.95861817676961e-51,0.0,1.6877659692899958e-120
France_other,Trip_Purpose_Agg[T.Home↔School],2.086523990131385,2.024849998429748,2.4863239619500868,1.6573006182430502e-38,6.674686681414499e-190,2.393367742716021e-175
France_other,Trip_Purpose_Agg[T.Home↔Shopping],1.1657309200530577,0.801795453390408,1.2341854081146733,3.840755362833056e-17,2.42241780253836e-64,4.965235093604321e-58
France_other,Trip_Purpose_Agg[T.Home↔Work],2.128151756269739,0.753722261185175,1.7531158203774462,9.03625579135154e-75,1.248529538865751e-41,1.5234716781788795e-124
France_other,Trip_Purpose_Agg[T.Other],1.2179050492413428,0.602663077653829,1.6707968871266765,1.5759430065421373e-12,7.796158126380363e-19,2.2791264859949928e-84
France_other,DistCenter_origin,-0.0592858535512584,-0.0372742836750689,-0.0661721952522162,6.2944912929745e-08,6.723623396146375e-17,8.530126202981069e-36
France_other,DistSubcenter_origin,,0.0165200479457739,,0.8352162364315224,0.0230935288209193,0.3431091428410678
France_other,UrbPopDensity_origin,2.9037986956204165e-05,6.63866055070153e-05,5.705460029531351e-05,0.001503185290219,3.630134040941585e-44,4.6940608446808737e-35
France_other,UrbBuildDensity_origin,0.026551134372998424,0.02514452648638837,,0.0140797785980207,9.172870395816934e-05,0.6835758912194271
France_other,IntersecDensity_origin,,0.0045167980098053,-0.0037964448265833,0.6862171427996281,4.004489417072262e-06,0.0002632445074708
France_other,street_length_origin,-0.0093665378196261,0.0081313572069415,0.0026876854803209,0.0008722019776825,3.6741502848050446e-12,0.0125735197766752
France_other,bike_lane_share_origin,0.008296293909831335,,,1.252819059724726e-05,0.1589296602933325,0.3339946030775308
France_other,transit_accessibility_origin,8.553336881965515e-05,0.0001741144086999,0.0002852552699173,0.0442020334287001,7.18825547391412e-14,7.814488553125686e-33
France_other,LU_UrbFab_origin,,-0.003685460523074708,,0.2613270198633781,0.0003761532189893,0.2851283960390871
France_other,LU_Comm_origin,-0.005484143022785214,0.003800512739535346,0.010278712612736496,0.0660255284950135,0.0066207439009805,1.0340909072055132e-12
Germany_other,Sex,-0.1599021634558325,0.0956681432201583,0.263960197477422,0.0036989429471434,0.0537895590746492,1.436219409899832e-08
Germany_other,Age,,-0.0080777469819023,,0.7154509162600096,0.0041269943735789,0.1169932563040508
Germany_other,CarOwnershipHH,-3.0428098478669603,-2.8401304896055977,-3.494505209921085,8.636489227133679e-43,2.3591502635505267e-133,3.147443446899383e-215
Germany_other,Trip_Distance,-0.0003443007109493,-0.0016150637042149,-1.1065064941546982e-05,0.0,0.0,4.586427650950927e-05
Germany_other,Trip_Purpose_Agg[T.Home↔Leisure],0.7280636788926601,1.882433381688617,0.5902002575576332,3.936243833884162e-08,2.5650256975217748e-46,0.0007487991801841
Germany_other,Trip_Purpose_Agg[T.Home↔School],0.4284583819657281,0.9436720099659496,0.9322735019989185,0.0386799603736819,5.1494325909370157e-14,3.8318720311501856e-08
Germany_other,Trip_Purpose_Agg[T.Home↔Shopping],,0.7075010347594901,0.5131207486006814,0.3553842078794454,5.016049988392781e-06,0.0046781236353709
Germany_other,Trip_Purpose_Agg[T.Home↔Work],1.2569517443740412,0.7495399558415771,1.3460138446547656,0.0021344903600013,2.1726484005634103e-09,5.2880625993859146e-14
Germany_other,Trip_Purpose_Agg[T.Other],,0.5539410156810486,,0.7153667349947687,0.0022266398434674,0.2691440663971962
Germany_other,DistCenter_origin,,-0.0251803468147427,,0.1189655706597313,0.03099957970687,0.4119292230632951
Germany_other,DistSubcenter_origin,-0.0382084848573198,0.0468875197415263,0.0301023789313642,0.0291878568043337,0.0111420989691761,0.0866964570906755
Germany_other,UrbPopDensity_origin,4.613668280322472e-05,6.061906031034666e-05,3.721587988813179e-05,0.0038841962684941,3.18374489014349e-06,0.0028828837352464
Germany_other,UrbBuildDensity_origin,,,,0.2490161757241965,0.7665861950241126,0.4668870754305272
Germany_other,IntersecDensity_origin,,,0.0048989784631464,0.7811487860526626,0.2514252382445339,0.0406701566325171
Germany_other,street_length_origin,0.0031530454951798,,,0.0553150304959238,0.5237353390123141,0.6811441954040974
Germany_other,bike_lane_share_origin,0.02188456444777145,0.011527650315919943,0.009111792840204472,2.8137893395644664e-24,7.875957201906654e-06,9.666495678266223e-05
Germany_other,transit_accessibility_origin,,,,0.841156481253399,0.7175076255569907,0.5741313831816368
Germany_other,LU_UrbFab_origin,-0.006173430987254019,,,0.0682735484487746,0.5619725412281933,0.1703552820723074
Germany_other,LU_Comm_origin,,0.005151773125729639,0.007792755265059417,0.423307892131799,0.0348316524892378,0.0002376920106143
All,Sex,-0.1399319174692065,0.1132446941411425,0.4135903449279711,2.6792663753878766e-11,1.7723754646650044e-13,4.760762406250568e-213
All,Age,,-0.0031279281232035,-0.0055747591382214,0.5498486511903184,0.0007066054547973,1.119777946046655e-15
All,CarOwnershipHH,-2.5185241061955117,-2.354589349584097,-2.872179962376819,0.0,0.0,0.0
All,Trip_Distance,-0.0003017491748755,-0.0016551782716294,1.9138640632732764e-05,0.0,0.0,1.4211928753171836e-72
All,Trip_Purpose_Agg[T.Home↔Leisure],0.8999396980199366,1.537972011428514,1.376098432979571,1.6330309362981998e-95,0.0,0.0
All,Trip_Purpose_Agg[T.Home↔School],0.8526539617483598,1.294127062277323,1.7088062268937705,2.4998158938848296e-72,5.7902000905227e-310,0.0
All,Trip_Purpose_Agg[T.Home↔Shopping],0.2608395959975392,0.720773717192293,0.8934048415320434,9.252327862531997e-09,4.167057632269409e-156,1.3183786424984063e-137
All,Trip_Purpose_Agg[T.Home↔Work],1.4540120621020411,0.7889587388987829,1.66683742707226,1.9239694202834657e-262,1.7553005731657065e-141,0.0
All,Trip_Purpose_Agg[T.Other],0.3449792475213737,0.5606992325637474,1.1462032417679089,3.781296942122701e-05,3.254606698745504e-29,8.909586019891687e-113
All,DistCenter_origin,-0.0167417196661017,-0.010748489260133,-0.0189528182838569,8.891021976237319e-07,2.213119853496053e-08,1.4700419830386929e-25
All,DistSubcenter_origin,-0.0264919388688693,-0.0238610484895953,,9.245580622115176e-05,4.580754729730921e-10,0.1983003356757476
All,UrbPopDensity_origin,2.5622760545711448e-05,2.852509040075924e-05,3.4635620099814226e-05,1.04397633661196e-39,1.5277240699259215e-148,1.7867324622679232e-270
All,UrbBuildDensity_origin,,0.00489333838062176,0.006475622383000407,0.5729970542435738,7.518851514799171e-10,3.388970743275571e-25
All,IntersecDensity_origin,0.0045574385837834,0.0072664663428934,0.0048761006994345,4.927238527102209e-06,5.40308615062546e-56,9.200163196421336e-33
All,street_length_origin,0.0030390968330016,0.0031298776759979,0.0045182479904924,2.112036919437269e-05,8.394613542837962e-08,3.922347614144067e-23
All,bike_lane_share_origin,0.012897159247839091,0.002803283825044272,0.003952185116438174,5.39908510665164e-39,0.0002300731738647,5.2958184817404287e-08
All,transit_accessibility_origin,5.376532400970496e-05,4.9430980302120864e-05,7.032865910314897e-05,1.4600715374853076e-08,5.09826338785251e-20,1.137180979130566e-47
All,LU_UrbFab_origin,-0.002362217682417456,-0.001676444527221408,-0.002012293044427703,0.0020679948383876,0.002582137547297,3.1865019760586194e-05
All,LU_Comm_origin,-0.0035651865241980055,0.00695750099099704,0.006806355349180835,0.0019462815503315,3.515875475803486e-18,1.3781707977338904e-21
