param,bike,walk,transit,bike_p,walk_p,transit_p
Intercept,2.158924269508162,4.850888072997695,0.2935675690921673,0.030989561903717332,4.7407674664696304e-12,0.2782627121374879
Trip_Time[T.Daytime Off-Peak],-0.1031778708399129,0.06335612929270733,-0.05175067854227042,0.13747485472751136,0.3111216089627527,0.40687150629325053
Trip_Time[T.Evening],-0.283557133265572,-0.3717355662552808,-0.4980040359999172,0.1863124480381694,0.002185101085139095,0.00012701065513051623
Trip_Time[T.Lunch],-0.2941227095641128,-0.018746833652880806,-0.3143471136975019,0.06893549922844505,0.6805051084626812,0.001689913394548046
Trip_Time[T.Nighttime Off-Peak],-0.22173609304789738,0.7462684671120781,0.05797802007989942,0.19276283605529526,0.0004714317493961755,0.5788543108393449
Trip_Time[T.PM Rush],-0.31131120289905306,-0.3733331463433403,-0.4516318220211335,0.0328952604519807,3.3056091849639498e-06,2.6467121984936817e-08
Season[T.Spring],-0.10038620855558428,0.010289215010890338,-0.05878212933974082,0.18920155475575537,0.7278124406449182,0.2970689449597995
Season[T.Summer],0.08585693424202867,-0.12139936238762083,-0.18394511237234204,0.20339282748359236,0.06964077021878123,0.0036490368951896074
Season[T.Winter],-0.4521212017003149,-0.12129986296219746,-0.010939213993137588,1.475489002521297e-07,0.044601757668299005,0.7674762846950179
Trip_Purpose_Agg[T.Home↔Leisure],0.7280636788926601,1.882433381688617,0.5902002575576332,3.936243833884162e-08,2.5650256975217748e-46,0.0007487991801841963
Trip_Purpose_Agg[T.Home↔School],0.42845838196572816,0.9436720099659497,0.9322735019989185,0.038679960373681904,5.1494325909370157e-14,3.831872031150185e-08
Trip_Purpose_Agg[T.Home↔Shopping],0.10196909855978552,0.7075010347594901,0.5131207486006814,0.35538420787944547,5.016049988392781e-06,0.0046781236353709895
Trip_Purpose_Agg[T.Home↔Work],1.2569517443740412,0.7495399558415771,1.3460138446547656,0.0021344903600013223,2.1726484005634103e-09,5.2880625993859146e-14
Trip_Purpose_Agg[T.Other],0.09855122182574912,0.5539410156810486,0.22956432351162062,0.7153667349947687,0.0022266398434674125,0.26914406639719624
Occupation[T.Employed_PartTime],0.2102980937736771,-0.16984334942661958,0.19137208264676875,0.0009742263245366889,0.0399193815284304,0.012269862682765833
Occupation[T.Home_Partner],0.08796231153766072,0.40722413302331956,0.47123322571146214,0.4821759589669595,0.010851248795600458,0.012163408708771088
Occupation[T.Other],0.13119462144561886,0.3421329773345408,0.34228356801564647,0.2561406711601149,0.007205859855885583,0.013672589909197978
Occupation[T.Pre-School],0.15845888348242446,-0.09764529460883624,0.13367027011719512,0.9999999999999946,0.9999999860857733,0.9999999895722587
Occupation[T.Retired],-0.14638439288793823,0.16591913463871089,0.6617846473879032,0.23590414840950868,0.11226069650273866,1.5235476108524639e-09
Occupation[T.Student_3rdLevel],1.0912214939565277,0.6364134425719749,1.9188070432284776,2.1986005753542184e-15,0.0002663417870957473,8.879971308208752e-43
Occupation[T.Student_School],1.7544167477355914,0.6054252649226592,2.3625769220165127,0.005331670638818343,0.00035771433350045715,8.721580464707014e-43
Occupation[T.Trainee],0.4908319137743107,-0.04421108904472667,1.3224175042901984,0.10433689749586197,0.7740957483196022,4.688698489568248e-12
Occupation[T.Unemployed],0.6941197605427115,0.5470984509491312,0.9412213941175049,0.03563560126019056,0.016094017098820065,6.358523487962753e-05
Education[T.No diploma yet],-1.6667602658615017,-0.7043070698313267,-2.3541907422091137,3.90428379386379e-19,1.6297620387213587e-07,1.3990402058800358e-55
Education[T.Pre-School],0.1584666109156095,-0.09764510656888371,0.13367031600042992,0.9999999999999921,0.9999999860858586,0.999999989572254
Education[T.Secondary],0.057179335896346606,-0.03728289573195741,-0.09152107197651024,0.5745613275914787,0.6862993286131226,0.28748375992075825
Education[T.University],0.5689875116925444,-0.030551117322925363,0.023667220267458502,0.0001141301308197974,0.7058678952649485,0.7412739062176638
Education[T.Unknown],0.26586960828739353,0.157870669691774,-0.1975566108407907,0.22691516635628284,0.5268669157108852,0.38835350989119805
Sex,-0.15990216345583255,0.09566814322015833,0.26396019747742205,0.0036989429471434103,0.05378955907464928,1.4362194098998321e-08
Age,0.0003653084704490386,-0.008077746981902324,-0.0038517703535901355,0.7154509162600096,0.00412699437357891,0.11699325630405084
Trip_Distance,-0.0003443007109493552,-0.001615063704214922,-1.1065064941546982e-05,0.0,0.0,4.586427650950927e-05
CarOwnershipHH,-3.0428098478669603,-2.8401304896055977,-3.494505209921085,8.636489227133679e-43,2.359150263550527e-133,3.147443446899383e-215
HHSize,0.10539645787015735,-0.06299328865221795,-0.05040659416226699,0.002015901024240354,0.015611670448878864,0.03702537029961442
UrbPopDensity_origin,4.6136682803224714e-05,6.061906031034666e-05,3.721587988813179e-05,0.0038841962684941817,3.18374489014349e-06,0.00288288373524644
DistSubcenter_origin,-0.03820848485731986,0.04688751974152632,0.030102378931364235,0.029187856804333796,0.011142098969176176,0.08669645709067555
DistCenter_origin,-0.017861251896522393,-0.025180346814742727,-0.008932316953851374,0.11896557065973133,0.030999579706870044,0.4119292230632951
UrbBuildDensity_origin,-5.448526128439281e-09,8.033586848445262e-10,2.7871783449061575e-09,0.24901617572419651,0.7665861950241126,0.4668870754305272
IntersecDensity_origin,0.00029577952586828666,-0.0032617050750767674,0.004898978463146442,0.7811487860526626,0.25142523824453394,0.040670156632517156
street_length_origin,0.0031530454951798847,-0.0010749696463120658,0.00046200749218818757,0.05531503049592384,0.5237353390123141,0.6811441954040974
