param,bike,walk,transit,bike_p,walk_p,transit_p
Intercept,5.492606645846603,4.016607642487577,-2.652284713472488,0.008226115198816003,0.02699729333619633,0.07987631782847143
Trip_Time[T.Daytime Off-Peak],-0.30379681938735364,0.04581164417231915,-0.32755496058729994,0.338741642184859,0.6866724478108245,0.13974751290615983
Trip_Time[T.Evening],-0.45764441586903615,-0.2249625236726035,-0.7225411419911855,0.37933361099807883,0.5790494156616676,0.23329493231775203
Trip_Time[T.Lunch],-0.08030242223182257,-0.14325321514033623,-0.14559418819468536,0.7441313331038206,0.5638203183392487,0.6846148345050604
Trip_Time[T.Nighttime Off-Peak],0.05328899115574552,0.005435437833564302,0.3635844229685761,0.7527377718287561,0.8863232787505386,0.3546732693570838
Trip_Time[T.PM Rush],-0.4644608243127953,-0.4447724938596566,-0.39267197272912296,0.1771680209294407,0.040117167860234886,0.13565261799319012
Season[T.Spring],-0.22437995325501037,-0.29760115155635014,-0.0022839901300588574,0.13870840999712136,0.09600890961631875,0.7712394005558295
Season[T.Summer],0.11830991820357296,-0.3090564240424088,0.07181274098348438,0.6821467683997674,0.16625538149933994,0.6817596831336501
Season[T.Winter],-0.25548778632543423,-0.24797362061127676,0.05041482767294971,0.2686796446360406,0.17330190876109003,0.7144646933667902
Trip_Purpose_Agg[T.Home↔Leisure],1.0041392309245945,2.3007816901297593,1.0779789282335843,0.13340980714282527,0.00018415762407158323,0.028388364881154704
Trip_Purpose_Agg[T.Home↔School],0.17810062185514666,0.5549739037873609,1.2146055830991431,0.7003961622410971,0.09914981848661972,0.01866201495463302
Trip_Purpose_Agg[T.Home↔Shopping],0.20729034349241837,0.8002437407918224,0.8178333354607769,0.5626410760697189,0.010596738690564057,0.08123482071380708
Trip_Purpose_Agg[T.Home↔Work],1.3765119328582316,1.093324307142153,1.5885535416482597,0.012183233463356478,0.0010817299953062472,0.004356607500463766
Trip_Purpose_Agg[T.Other],-0.12344314667598344,0.5700826035203046,0.8154304150017928,0.8647558506975425,0.24517651765434462,0.16827043000331784
Occupation[T.Employed_PartTime],0.2509736895234451,0.2450103596651548,0.3487919259073154,0.3995164487352753,0.45016533223591537,0.2481259381514818
Occupation[T.Home_Partner],0.8406090638929795,1.4409839518771466,-0.06580210310061653,0.38522302340632936,0.022288809972158905,0.8983498241819226
Occupation[T.Other],-0.21963182770121312,0.7438041970976589,0.7314712958987701,0.6623843888233836,0.12185799088681909,0.1448140665565967
Occupation[T.Pre-School],0.009840040955524746,-0.16025843112765165,0.5516353095396486,0.9999999999999997,0.9999999988920714,0.9999999873765205
Occupation[T.Retired],0.3933206258763099,0.42531966416870876,0.5326956322816103,0.28371991524285173,0.21449760438040646,0.11960002029299024
Occupation[T.Student_3rdLevel],2.0088723873983856,1.0347351971755845,3.4193221236038647,0.01064889362581726,0.05291723505824286,5.218342072378632e-14
Occupation[T.Student_School],1.4411715147985023,0.17885696276960655,3.447999893642197,0.09143667418006654,0.7824450444788719,8.905447820546221e-05
Occupation[T.Trainee],0.5754870237967789,0.38956083897774046,1.785036010624461,0.5491418230671162,0.6346481491909789,0.033553114746190396
Occupation[T.Unemployed],1.738592671812677,0.9327825183874109,1.9421972250858508,0.058995899962196584,0.19770883546628853,0.0016306124638100186
Education[T.No diploma yet],-1.6755509116908098,-0.2903245679959278,-1.8292257015848752,0.0004544371418657449,0.5203449079297858,3.249080335343341e-05
Education[T.Pre-School],0.009847403582442633,-0.1602581847512037,0.5516352700500213,0.9999999999999994,0.99999999889207,0.9999999873765235
Education[T.Secondary],0.29213621479149743,-0.07748498529890513,0.3505262037943578,0.4030665205654726,0.7364241432089309,0.24647756679264776
Education[T.University],0.7834061807918808,-0.3664074199080696,0.04728011297159662,0.12323137316071603,0.18192005908183756,0.7495356057229396
Education[T.Unknown],-0.08836838168479136,-3.5423935111850033,-22.49116154862881,0.7746851756858626,0.523821653180782,0.9981473267131018
Sex,-0.08286149142251487,0.1089959709094685,0.5147442486274064,0.40191382434918493,0.41617874222318757,0.0003778857841529193
Age,-0.01262305836551172,-0.014044357730998424,0.01838383859100236,0.19647874004565083,0.17667069145399725,0.16162667651504667
Trip_Distance,-0.00036213757583966534,-0.0016764379486248703,-4.94977947723071e-05,3.191079520526962e-37,7.565973750634844e-97,0.004989628916771182
CarOwnershipHH,-3.046710215358393,-3.000355824201792,-3.951782829177289,0.009187638956414983,4.29438486501509e-10,1.7925835394162344e-15
HHSize,0.05547355982664367,-0.1082892071228666,0.05477434218783821,0.389920020933823,0.22019122110935826,0.39003609254570915
UrbPopDensity_res,-0.00032869138356635233,1.0154890708327187e-05,8.30401631403672e-05,0.3107809012816092,0.7718473995255012,0.5942249088670098
DistSubcenter_res,0.0027404062910873694,0.36080599581779027,0.10222012938658209,0.6938362981532321,0.029170458529235496,0.47899996710520626
DistCenter_res,-0.15137625867628468,0.19276856012292232,0.09124089113935506,0.49017040629715797,0.37639450024617727,0.4541167603273221
UrbBuildDensity_res,4.4467467156557586e-08,9.225329300624716e-08,8.730646397975218e-09,0.5941279855975694,0.12682190669104904,0.8279224620683202
street_length_res,-0.013920022460361132,-0.0015595840167961367,0.0012172963237290341,0.23547158578605396,0.6659325337919889,0.7317728798349761
bike_lane_share_res,-0.4118643292533121,2.355187278632237,2.3299618093204773,0.7910577609181588,0.5089143330096201,0.5571685073105052
LU_UrbFab_res,2.038399521133824,-2.951958637043661,-2.545902196245555,0.37903315503098733,0.11304418544805242,0.17547467696414817
LU_Comm_res,-1.6827063066776105,-3.0775754896145524,1.0882922823536456,0.18247738420454493,0.021140101589552405,0.39240058669739436
transit_accessibility_res,0.0002904344346609944,0.0009003390532351103,0.0003987111666316821,0.3838564995434683,0.036544411815680675,0.15403551980934949
