param,coefficient,p
Intercept,27418.055226102326,2.6678558089895997e-12
FeatureD_Education[T.Primary/None],-7573.333566183428,0.006716522120355074
FeatureD_Education[T.Secondary],-2699.263922395215,0.31156725638441857
FeatureD_Education[T.University],-1341.873729387828,0.5851983726606421
FeatureD_Occupation[T.Retired],-714.8773886220703,0.33056138420138387
FeatureD_Occupation[T.Student_3rdLevel],2043.402751896515,0.0071845774894294615
FeatureD_Occupation[T.Student_School],-4162.248397087189,8.226737971377545e-06
FeatureD_Occupation[T.Unemployed/Other],-1386.0491222834848,0.034869358250963385
FeatureD_Season[T.Spring],-1332.884365591876,0.0023089960785947824
FeatureD_Season[T.Winter],-1057.3655153334862,0.005799914859419961
FeatureD_HHSize,551.3808952081489,1.9604012069803176e-06
FeatureD_Sex,-2273.056591663516,3.4336611772439503e-14
FeatureD_Age,-21.587132114480372,0.17188586752558713
FeatureD_Commute_Trip,7149.883310022365,6.399702214779544e-49
FeatureD_DistCenter_res,740.7416921363576,5.277161427561573e-43
FeatureD_DistSubcenter_res,-139.7383233682617,0.05705624672374668
FeatureD_UrbPopDensity_res,-0.05307911087660245,0.2275027816887387
FeatureD_UrbBuildDensity_res,6.594465824071094e-05,0.21785502403717147
FeatureD_IntersecDensity_res,-68.6518576425644,2.12274615417144e-06
FeatureD_street_length_res,-39.75453566606055,0.03957136075914199
FeatureD_LU_Comm_res,-8300.424899338213,4.208352269284202e-07
FeatureD_LU_UrbFab_res,-4590.819098160417,0.0003523099761717674
FeatureD_bike_lane_share_res,-13049.498723933813,0.0011002917080041503
