param,coefficient,p
Intercept,15583.591110766742,1.882697602656245e-25
FeatureD_Education[T.Primary/None],-2919.3847218505352,1.294458796705471e-05
FeatureD_Education[T.Secondary],1591.1312852020337,0.0056953791118204075
FeatureD_Education[T.University],1190.257670643491,2.069517087344826e-05
FeatureD_Occupation[T.Pre-School],-6510.087825131992,1.175807791923976e-13
FeatureD_Occupation[T.Retired],-1923.1098205665505,1.5614346808688402e-05
FeatureD_Occupation[T.Student_3rdLevel],3262.515478380251,9.441828480167145e-09
FeatureD_Occupation[T.Student_School],-4057.933719728146,8.705129431264603e-07
FeatureD_Occupation[T.Unemployed/Other],-2178.484877143965,3.3010611993469214e-06
FeatureD_Season[T.Spring],40.69360359142897,0.7428208551227347
FeatureD_Season[T.Summer],14.185968799966377,0.7332035825412551
FeatureD_Season[T.Winter],-424.2431356587739,0.08039208577413447
FeatureD_HHSize,-10.955122670659973,0.6957804776767366
FeatureD_Sex,-1348.883143629403,8.548391314006653e-13
FeatureD_Age,-14.388596187106334,0.1788980000061856
FeatureD_Commute_Trip,6837.973443303284,5.1642120868840397e-135
FeatureD_DistCenter_res,674.3602992022431,1.1985865490808064e-79
FeatureD_DistSubcenter_res,150.2525797350653,0.028452659947342234
FeatureD_UrbPopDensity_res,-0.15356081121077259,9.03218607033907e-06
FeatureD_UrbBuildDensity_res,9.574714186009025e-06,0.6815030937430298
FeatureD_IntersecDensity_res,-51.28336873281342,0.00010718730707584022
FeatureD_street_length_res,-11.173361872487682,0.10929626707540961
FeatureD_LU_Comm_res,-3799.9077581072565,0.0037787544238095925
FeatureD_LU_UrbFab_res,2496.2310600893184,0.00046708013795425726
FeatureD_bike_lane_share_res,-3120.6840461036,0.08155533122486905
