param,coefficient,p
Intercept,48964.04894645553,0.0005329859368631009
FeatureD_Education[T.Primary/None],366.1397027491953,0.6766958522526235
FeatureD_Education[T.Secondary],840.1510117522944,0.5692909628686514
FeatureD_Education[T.University],1284.8203389563123,0.06643300635877777
FeatureD_Occupation[T.Pre-School],-5121.961522717096,0.018333898220124108
FeatureD_Occupation[T.Retired],-59.80165035470012,0.7214452456195789
FeatureD_Occupation[T.Student_3rdLevel],-3836.1281522603736,0.003798318084801603
FeatureD_Occupation[T.Student_School],-3090.544682918591,0.12100184348607089
FeatureD_Occupation[T.Unemployed/Other],-1491.1517873377015,0.20909280141090952
FeatureD_Season[T.Spring],-31.648174920749554,0.7186480528497589
FeatureD_Season[T.Summer],1.0831110983323118,0.6725387000292595
FeatureD_Season[T.Winter],188.90110811247266,0.6736055314423517
FeatureD_HHSize,254.92254337824605,0.32840920999954515
FeatureD_Sex,43.85944803343993,0.7334031431627632
FeatureD_Age,6.849291699268736,0.6946850308900621
FeatureD_Commute_Trip,3951.26190772983,3.13413254405296e-07
FeatureD_DistCenter_res,-707.9957393256248,0.45747476577821644
FeatureD_DistSubcenter_res,-1109.7979030467213,0.04380953621486209
FeatureD_UrbPopDensity_res,0.33980682854693905,0.3957681336471905
FeatureD_UrbBuildDensity_res,-0.0009228149777928688,0.2962676893729907
FeatureD_IntersecDensity_res,-186.62296890543868,0.015791714696462372
FeatureD_street_length_res,-151.68536690941835,0.14764840413219274
FeatureD_LU_Comm_res,-17005.890331862593,0.03438981939088864
FeatureD_LU_UrbFab_res,-7855.780970362672,0.1643262855793108
FeatureD_bike_lane_share_res,-28875.029098384668,0.07863980299431755
