param,coefficient,p
Intercept,10873.671741497476,0.01080947888953421
FeatureD_Education[T.Primary/None],-460.390969071566,0.6815143559133144
FeatureD_Education[T.Secondary],2098.8214753052866,0.1194393180804098
FeatureD_Education[T.University],3050.4757481691045,6.372790982447711e-09
FeatureD_Occupation[T.Pre-School],-5290.0058019981425,0.00092340483974046
FeatureD_Occupation[T.Retired],-436.5562312184749,0.5652393088179886
FeatureD_Occupation[T.Student_3rdLevel],679.8052110010681,0.496174667082958
FeatureD_Occupation[T.Student_School],-3157.3297640536616,0.030145232421653945
FeatureD_Occupation[T.Unemployed/Other],-2032.4918120610737,0.012557682151898031
FeatureD_Season[T.Spring],262.60907377627075,0.5220427220667083
FeatureD_Season[T.Summer],813.7777929642133,0.13666510313136815
FeatureD_Season[T.Winter],68.90285125195486,0.7355518313110353
FeatureD_HHSize,134.70510175789056,0.4277892208728388
FeatureD_Sex,-975.4715658051828,0.00789801874116078
FeatureD_Age,-8.258451757844911,0.6184506464444831
FeatureD_Commute_Trip,4609.36682933577,2.8031740859052754e-16
FeatureD_DistCenter_res,504.0817413111067,4.185760266316917e-07
FeatureD_DistSubcenter_res,120.96977275995711,0.488220204094644
FeatureD_UrbPopDensity_res,-0.1522307091960941,0.13165160239543724
FeatureD_UrbBuildDensity_res,7.942019462442538e-05,0.4564391688851569
FeatureD_IntersecDensity_res,-31.26627648366606,0.18056045479165106
FeatureD_street_length_res,9.337906317448843,0.6763984514579967
FeatureD_LU_Comm_res,-4151.767568273539,0.046914988263421525
FeatureD_LU_UrbFab_res,1018.9418447452929,0.5976885446725106
FeatureD_bike_lane_share_res,7357.468854884585,0.1428984031553565
