param,coefficient,p
Intercept,4875.193278611476,0.39197885892666046
FeatureD_Education[T.Primary/None],-1767.1199869001327,0.522320747706063
FeatureD_Education[T.Secondary],-65.40111792759144,0.7921763342197545
FeatureD_Education[T.University],743.6265975677001,0.7451909822971189
FeatureD_Occupation[T.Retired],469.5371545077268,0.5525100877466402
FeatureD_Occupation[T.Student_3rdLevel],-690.3181201785338,0.5414833611087146
FeatureD_Occupation[T.Student_School],-1323.467350236584,0.21727567132851727
FeatureD_Occupation[T.Unemployed/Other],1286.797192273402,0.047386004731320146
FeatureD_Season[T.Spring],-1246.0592579966144,0.20679166371543115
FeatureD_Season[T.Winter],-444.475752298091,0.2873679150811508
FeatureD_HHSize,79.35594745289502,0.5643979975746306
FeatureD_Sex,-227.3450291752837,0.5167294805770732
FeatureD_Age,-23.554863192897127,0.1803899317333758
FeatureD_Commute_Trip,4317.263053536456,3.92112667633651e-12
FeatureD_DistCenter_res,1265.5990829828227,0.011678369447936354
FeatureD_DistSubcenter_res,-270.1237305632856,0.45720977024627507
FeatureD_UrbPopDensity_res,-0.15680842116652985,0.050130083308505095
FeatureD_UrbBuildDensity_res,6.012141301651115e-05,0.646166086286
FeatureD_IntersecDensity_res,17.519737860736967,0.4633980519342884
FeatureD_street_length_res,47.060973802753345,0.14854407991466428
FeatureD_LU_Comm_res,-9440.21993577671,0.0010219538515988118
FeatureD_LU_UrbFab_res,-4249.846789022571,0.036043737254756444
FeatureD_bike_lane_share_res,-20081.59389399509,0.2621014426804762
