param,coefficient,p
Intercept,16277.774038655572,1.2859290452740193e-24
FeatureD_Education[T.Primary/None],-5084.678009532154,0.00010892664355740689
FeatureD_Education[T.Secondary],-346.92406909794045,0.7363016329047655
FeatureD_Education[T.University],1408.4476675769422,0.2782983896846492
FeatureD_Occupation[T.Retired],156.324890388816,0.6295291118686815
FeatureD_Occupation[T.Student_3rdLevel],1023.7477669432889,0.009680182428786842
FeatureD_Occupation[T.Student_School],-4770.7352599118885,1.0960489471503397e-23
FeatureD_Occupation[T.Unemployed/Other],-1076.8517753514216,0.0004661632704983202
FeatureD_Season[T.Spring],-758.9051363001668,0.00230348038935269
FeatureD_Season[T.Winter],-823.9742952235885,9.342806200578945e-05
FeatureD_HHSize,436.67432659340875,5.099439663483129e-12
FeatureD_Sex,-1688.5175488866198,7.030542386724928e-28
FeatureD_Age,-59.26394700035599,4.3128664230479244e-13
FeatureD_Commute_Trip,8268.791807619065,1.4187679983682558e-273
FeatureD_DistCenter_res,736.9166554389603,1.1699939835225257e-189
FeatureD_DistSubcenter_res,-85.07889732458653,0.07644230181025168
FeatureD_UrbPopDensity_res,-0.13500065489225435,2.1573962300150902e-08
FeatureD_UrbBuildDensity_res,-2.39750721941002e-05,0.4273437578670859
FeatureD_IntersecDensity_res,-47.168702888093996,8.2385012384134205e-16
FeatureD_street_length_res,34.77166080863628,6.57616005924416e-08
FeatureD_LU_Comm_res,-7748.423316811786,2.2642037523258178e-23
FeatureD_LU_UrbFab_res,-2373.4925344251433,0.00011331696536452013
FeatureD_bike_lane_share_res,5314.097637106929,9.155275337709076e-20
