param,coefficient,p
Intercept,15880.7076629486,1.0414355216760029e-30
FeatureD_Education[T.Primary/None],-443.1244962926969,0.5080601587466306
FeatureD_Education[T.Secondary],1010.6659934172593,0.08243109663061893
FeatureD_Education[T.University],1215.2739035165762,6.3758957433936735e-06
FeatureD_Occupation[T.Pre-School],-7431.716144150257,9.190704517046995e-17
FeatureD_Occupation[T.Retired],-919.2815045355433,0.054156161819027535
FeatureD_Occupation[T.Student_3rdLevel],-1969.650513891483,0.0006676691578634639
FeatureD_Occupation[T.Student_School],-5086.125526256091,1.2460796193858116e-09
FeatureD_Occupation[T.Unemployed/Other],-2380.400179546576,8.989619177729246e-07
FeatureD_Season[T.Spring],-71.7496567388438,0.7053985838368062
FeatureD_Season[T.Summer],218.09730548307232,0.44575963274617336
FeatureD_Season[T.Winter],-60.874936368592955,0.6853461226624568
FeatureD_HHSize,184.59972592312045,0.06013900520995417
FeatureD_Sex,-1069.7984931342216,4.681997202617419e-08
FeatureD_Age,-21.46400307408849,0.06108312975923878
FeatureD_Commute_Trip,4046.8284457248865,2.0709107165229873e-42
FeatureD_DistCenter_res,539.6097265486983,8.198426705662382e-28
FeatureD_DistSubcenter_res,36.527000225025894,0.5694186378603563
FeatureD_UrbPopDensity_res,0.06155103309233585,0.2309738216005729
FeatureD_UrbBuildDensity_res,-2.497861445846053e-05,0.2346140893629191
FeatureD_IntersecDensity_res,-13.143881594083778,0.3076290711584859
FeatureD_street_length_res,-1.1572444222052907,0.7194951446415473
FeatureD_LU_Comm_res,-5094.021843485033,4.0445699109793347e-07
FeatureD_LU_UrbFab_res,-4782.4259217337385,6.311153276596271e-05
FeatureD_bike_lane_share_res,-3745.554764830669,0.0002566326375937898
