param,coefficient,p
Intercept,-4672.262349852572,0.38681933089655823
FeatureD_Education[T.Primary/None],-994.7053262572579,0.6426144708997615
FeatureD_Education[T.Secondary],2559.7137636986818,0.4356658296148011
FeatureD_Education[T.University],3212.6680946660535,0.3327023025558457
FeatureD_Occupation[T.Retired],482.07942360139384,0.5882820768015903
FeatureD_Occupation[T.Student_3rdLevel],-2136.588550307452,0.07992698474543598
FeatureD_Occupation[T.Student_School],-5527.400741103206,0.0002003972898743482
FeatureD_Occupation[T.Unemployed/Other],156.68358241705926,0.6951811637124501
FeatureD_Season[T.Spring],2343.129478001869,0.18638453129658777
FeatureD_Season[T.Winter],1693.8915364331851,0.3150330231491023
FeatureD_HHSize,416.17385313651204,0.05521165234548419
FeatureD_Sex,-1669.2338822856586,0.0003248446881535193
FeatureD_Age,-64.57844317884872,0.007263529362486503
FeatureD_Commute_Trip,3741.9141021766686,1.667506486758953e-06
FeatureD_DistCenter_res,1216.4917708220294,9.215708244370343e-10
FeatureD_DistSubcenter_res,501.3796656833706,0.09157889765596948
FeatureD_UrbPopDensity_res,0.3287484288801615,0.19310311554102516
FeatureD_UrbBuildDensity_res,-0.0004299803726469805,0.13791405494013462
FeatureD_IntersecDensity_res,-34.18552914591635,0.24491554134031746
FeatureD_street_length_res,124.1516306331197,5.162523599545901e-05
FeatureD_LU_Comm_res,3715.2426834865037,0.20348085407338676
FeatureD_LU_UrbFab_res,2990.8314731205446,0.2544777057000394
FeatureD_bike_lane_share_res,-2026.5103544706517,0.6631484928770083
