grid_id,Num. Bldgs,Sum Bldg Footprint (m2),Sum Bldg Volume (m3),geometry,area_cell,centerpoint,dist2center,DistGroup,group_mean,group_SD,cutoff,isCenter_dist,isCenter_regional,isCenter_regional_dist,contig_group,type
178553,2214,317428.2461100828,2146554.0469198558,"POLYGON ((4103000 3114000, 4103000 3115000, 4104000 3115000, 4104000 3114000, 4103000 3114000))",1000000.0,POINT (6.8938852730582685 51.100107701506026),14983.324063771697,14-15,829795.4085805116,721221.0063859153,1551016.4149664268,True,True,True,0,subcenter
179815,1679,296808.5240097268,2169674.8034685007,"POLYGON ((4108000 3116000, 4108000 3117000, 4109000 3117000, 4109000 3116000, 4108000 3116000))",1000000.0,POINT (6.9640341003492265 51.11995443746297),16263.455967290593,16-17,787617.1086409865,660722.9520630522,1448340.0607040387,True,True,True,1,subcenter
183556,853,333097.669057567,2651883.117378682,"POLYGON ((4105000 3122000, 4105000 3123000, 4106000 3123000, 4106000 3122000, 4105000 3122000))",1000000.0,POINT (6.9176225062238 51.17270448980998),10124.228365658293,10-11,541188.1912092903,732433.7095123302,1273621.9007216205,True,True,True,2,subcenter
184169,770,347923.2285976217,3762810.0323662884,"POLYGON ((4100000 3123000, 4100000 3124000, 4101000 3124000, 4101000 3123000, 4100000 3123000))",1000000.0,POINT (6.845571678476174 51.179766946584735),5700.87712549569,5-6,1127173.8931762013,1056735.147137905,2183909.0403141063,True,True,True,3,subcenter
185420,1231,273706.8697339107,2120301.4311901266,"POLYGON ((4105000 3125000, 4105000 3126000, 4106000 3126000, 4106000 3125000, 4105000 3125000))",1000000.0,POINT (6.915820097931499 51.199642917638684),8860.022573334676,8-9,561328.401386175,742041.7932152734,1303370.1946014483,True,True,True,4,subcenter
186029,2247,290377.01806272415,2972492.1517134975,"POLYGON ((4089000 3126000, 4089000 3127000, 4090000 3127000, 4090000 3126000, 4089000 3126000))",1000000.0,POINT (6.686464070311187 51.20232912281305),6670.8320320631665,6-7,734506.9892030603,749382.3867417669,1483889.3759448272,True,True,True,5,subcenter
187905,928,392094.0727790165,3404884.637254425,"POLYGON ((4090000 3129000, 4090000 3130000, 4091000 3130000, 4091000 3129000, 4090000 3129000))",1000000.0,POINT (6.698828513662921 51.229669836845225),5522.68050859363,5-6,1127173.8931762013,1056735.147137905,2183909.0403141063,True,True,True,6,subcenter
188536,3005,429686.606849726,5283735.558856766,"POLYGON ((4096000 3130000, 4096000 3131000, 4097000 3131000, 4097000 3130000, 4096000 3130000))",1000000.0,POINT (6.78402855914756 51.24105213355922),1500.0,1-2,2897374.5458946936,1363373.765722261,4260748.311616954,True,True,True,7,subcenter
189782,115,338252.55847787316,4358012.704139689,"POLYGON ((4093000 3132000, 4093000 3133000, 4094000 3133000, 4094000 3132000, 4093000 3132000))",1000000.0,POINT (6.739832538306438 51.25781444045957),4301.162633521313,4-5,1261602.124102779,1083492.5157808622,2345094.639883641,True,True,True,8,subcenter
190413,511,384734.4188402755,4198709.129445898,"POLYGON ((4098000 3133000, 4098000 3134000, 4099000 3134000, 4099000 3133000, 4098000 3133000))",1000000.0,POINT (6.810777255423794 51.268775589422745),4743.416490252569,4-5,1261602.124102779,1083492.5157808622,2345094.639883641,True,True,True,9,subcenter
191034,485,237186.61225078796,2963881.054163012,"POLYGON ((4095000 3134000, 4095000 3135000, 4096000 3135000, 4096000 3134000, 4095000 3134000))",1000000.0,POINT (6.767196017628705 51.276569507614106),5522.68050859363,5-6,1127173.8931762013,1056735.147137905,2183909.0403141063,True,True,True,10,subcenter
192285,2387,286242.75832093565,2267600.3908322165,"POLYGON ((4101000 3136000, 4101000 3137000, 4102000 3137000, 4102000 3136000, 4101000 3136000))",1000000.0,POINT (6.85188341064837 51.29688091781544),8746.42784226795,8-9,561328.401386175,742041.7932152734,1303370.1946014483,True,True,True,11,subcenter
