geocode,minDist_subcenter,Distance2Center,wgt_center,build_vol_density
04158,0.4076000434521494,8.82402418386627,POINT (4480830.904709984 3146262.0086801313),2458179.410013313
04289,4.138097503404974,6.125373118044756,POINT (4490552.479889843 3134906.787335896),1138829.2989836591
04299,1.8283878161399665,3.977455955502035,POINT (4489664.489539349 3137090.402142824),1402100.166465907
04328,3.7624603677012494,5.4203982597519405,POINT (4491881.258360415 3140150.21208293),1697712.4435771336
04329,5.087358153839622,6.585394127622486,POINT (4492899.131726482 3141055.162037621),2894676.5912802727
04316,3.5094859778057943,5.6730650980724215,POINT (4491976.395600854 3138019.203312433),513224.0350138234
04178,3.6369444651030505,6.31471240469713,POINT (4480209.148939829 3140048.439324616),1074107.9454987983
04105,2.494117489366672,1.2203595769901627,POINT (4485427.689406388 3140082.6040576412),5901315.476244997
04315,1.307663139153333,2.1543072463330053,POINT (4488633.195202762 3139800.8619924732),4700937.256260652
04207,4.474477156824268,7.532387493620734,POINT (4479959.243388487 3135764.312070983),913134.5914406194
04279,3.6829528588356784,5.58009529116944,POINT (4487931.590161448 3134106.6695754686),1387590.1971475626
04177,0.3914163018778921,3.1934481500290084,POINT (4483369.508007421 3138869.0237949626),3665592.967338552
04155,3.744888717179339,2.3097204493061554,POINT (4485575.9553391 3141616.8254577564),3346291.8921934753
04275,0.5444696837695425,2.5408680035438556,POINT (4486570.464327054 3136960.109256278),4771976.242065887
04347,3.8793980506732906,4.752570116081871,POINT (4490723.705672588 3141678.814608823),4729873.0784089845
04277,1.8419758683630827,3.8102843912072557,POINT (4486968.694319254 3135718.6519894386),1381630.815255352
04349,0.7808554541915264,8.695208782262442,POINT (4491219.767765748 3146802.769885772),60881666.18714585
04249,7.102278855485387,9.3620439459552,POINT (4481206.319968392 3131778.289142363),472908.55252895335
04319,5.597107107622026,7.514024178223497,POINT (4494013.924899249 3139461.3741101315),494025.83020198497
04317,0.1632002229989895,2.2652708788795084,POINT (4488448.734801554 3138345.060682152),5254912.087325307
04179,1.4697426289623334,4.515755633172819,POINT (4482049.335342886 3138736.0411997708),2264273.818576934
04103,0.9539911666236208,1.5163981921582417,POINT (4487550.600056887 3138406.517948181),9486439.189130366
04357,1.3246634314915202,5.120963977777884,POINT (4488583.476486124 3144177.969409206),3409187.8258785056
04288,5.929175879666266,8.091901121469535,POINT (4492778.548541721 3134395.22850963),294113.89992600365
04159,4.334499344974205,4.912614894400263,POINT (4483040.978916732 3142988.4033949915),872386.2459252324
04129,3.151773843817308,3.1776376790579275,POINT (4487386.50826292 3142551.4724837597),3620275.2864960264
04356,0.32324150568218396,6.465601556801777,POINT (4488263.5802288065 3145720.4331254247),1833720.9144768957
04107,0.7121604396602459,1.330527452176636,POINT (4486302.467265149 3138184.2172977054),6178478.849892555
04157,3.8266710216594597,3.3045010729614868,POINT (4485849.532851396 3142739.8487356342),2603550.3810755596
04209,3.2029354455350134,6.3131554836994965,POINT (4480816.866877098 3136750.831022157),4897577.145263055
04109,1.8881074073913238,0.1459780723757632,POINT (4486408.933713071 3139385.909996058),12864753.896830026
04318,1.5665234432908477,3.2457588889112157,POINT (4489745.378027208 3139450.278521133),2052113.057950022
04229,1.1071661245993247,3.4735647343984253,POINT (4483721.614106656 3137415.240111734),3163666.8150314097
04205,4.42394111000401,7.586013087267986,POINT (4479282.655307775 3137163.864268965),1055645.0486468207
04416,5.425757289202444,7.410591675948731,POINT (4487279.255984488 3132130.493293423),456310.1823130508
