grid_id,Num. Bldgs,Sum Bldg Footprint (m2),Sum Bldg Volume (m3),geometry,area_cell,centerpoint,dist2center,DistGroup,group_mean,group_SD,cutoff,isCenter_dist,isCenter_regional,isCenter_regional_dist,contig_group,type
116409,61,246585.86403371955,38633.20192641825,"POLYGON ((4219000 2991000, 4219000 2992000, 4220000 2992000, 4220000 2991000, 4219000 2991000))",1000000.0,POINT (8.583555887343444 50.02706350913537),10700.467279516348,10-11,73542.50752926836,82546.99129017409,176726.24664198596,True,True,True,0,subcenter
117750,38,293660.0782168318,1690300.8264362644,"POLYGON ((4218000 2994000, 4218000 2995000, 4219000 2995000, 4219000 2994000, 4218000 2994000))",1000000.0,POINT (8.56879727784218 50.053857347746906),9300.537618869137,9-10,97645.1203183465,94298.98235430867,215518.8482612323,True,True,True,1,subcenter
117312,1488,293550.91325712076,520689.8168974987,"POLYGON ((4227000 2993000, 4227000 2994000, 4228000 2994000, 4228000 2993000, 4227000 2993000))",1000000.0,POINT (8.694684077226542 50.046376513332426),6519.202405202649,6-7,81405.90907389316,76231.45864937032,176695.23238560607,True,True,True,2,subcenter
119524,220,288529.51855298504,17269.484511688504,"POLYGON ((4216000 2998000, 4216000 2999000, 4217000 2999000, 4217000 2998000, 4216000 2998000))",1000000.0,POINT (8.539779628825404 50.08946019494694),9617.692030835673,9-10,97645.1203183465,94298.98235430867,215518.8482612323,True,True,True,3,subcenter
121301,273,360587.26050513884,91781.2259047281,"POLYGON ((4231000 3002000, 4231000 3003000, 4232000 3003000, 4232000 3002000, 4231000 3002000))",1000000.0,POINT (8.748398152409974 50.12791020520559),4743.416490252569,4-5,119257.24013818843,100930.58323883038,245420.4691867264,True,True,True,4,subcenter
120414,601,430290.14189956844,5159057.562571757,"POLYGON ((4224000 3000000, 4224000 3001000, 4225000 3001000, 4225000 3000000, 4224000 3000000))",1000000.0,POINT (8.651035175273378 50.10881573612408),1500.0,1-2,237979.22366867153,90895.62079376055,351598.7496608722,True,True,True,5,subcenter
121291,1273,252194.26626250183,316350.3734230919,"POLYGON ((4221000 3002000, 4221000 3003000, 4222000 3003000, 4222000 3002000, 4221000 3002000))",1000000.0,POINT (8.608583268123178 50.12629073388849),4743.416490252569,4-5,119257.24013818843,100930.58323883038,245420.4691867264,True,True,True,6,subcenter
121298,1828,315625.13975456735,1221465.8470844713,"POLYGON ((4228000 3002000, 4228000 3003000, 4229000 3003000, 4229000 3002000, 4228000 3002000))",1000000.0,POINT (8.706452778998756 50.127442352363445),2121.3203435596424,2-3,157035.53299169577,95784.40670220801,276766.04136945575,True,True,True,7,subcenter
122169,885,245879.21075018198,725012.890464762,"POLYGON ((4227000 3004000, 4227000 3005000, 4228000 3005000, 4228000 3004000, 4227000 3004000))",1000000.0,POINT (8.691978122193568 50.14526191512776),3535.5339059327375,3-4,135470.7553151581,81512.49776278266,237361.37751863644,True,True,True,8,subcenter
125659,133,237657.38997417872,327301.5565922641,"POLYGON ((4222000 3012000, 4222000 3013000, 4223000 3013000, 4223000 3012000, 4222000 3012000))",1000000.0,POINT (8.619962556608463 50.216352323142466),12020.815280171308,12-13,66473.08132884766,78222.77089376713,164251.54494605656,True,True,True,9,subcenter
