grid_id,Num. Bldgs,Sum Bldg Footprint (m2),Sum Bldg Volume (m3),geometry,area_cell,centerpoint,dist2center,DistGroup,group_mean,group_SD,cutoff,isCenter_dist,isCenter_regional,isCenter_regional_dist,contig_group,type
271572,850,320223.1311479893,4677716.102488938,"POLYGON ((3145000 2022000, 3144000 2022000, 3144000 2023000, 3145000 2023000, 3145000 2022000))",1000000.0,POINT (-3.8619151528534497 40.327121332109726),15890.248582070704,15-16,945264.7888783045,1185548.6543115154,2130813.44318982,True,True,True,0,subcenter
273568,607,270563.1697254351,4140496.7135319533,"POLYGON ((3148000 2023000, 3147000 2023000, 3147000 2024000, 3148000 2024000, 3148000 2023000))",1000000.0,POINT (-3.8291534244178638 40.34093760459784),12747.548783981962,12-13,655953.5501133254,958636.3539212439,1614589.9040345694,True,True,True,1,subcenter
274226,572,314966.08134679747,4073615.646660764,"POLYGON ((3149000 2016000, 3148000 2016000, 3148000 2017000, 3149000 2017000, 3149000 2016000))",1000000.0,POINT (-3.8039450349401682 40.28040910248863),16324.827717314507,16-17,811874.1310937728,1081082.4086684885,1892956.5397622613,True,True,True,2,subcenter
275551,1552,437310.137216816,4302798.113842623,"POLYGON ((3151000 2011000, 3150000 2011000, 3150000 2012000, 3151000 2012000, 3151000 2011000))",1000000.0,POINT (-3.7711162341065423 40.239271688376185),19455.07645834372,19-20,578953.7160744303,1226168.8981819656,1805122.614256396,True,True,True,3,subcenter
276889,1089,396112.5121582971,4756540.0136371,"POLYGON ((3153000 2021000, 3152000 2021000, 3152000 2022000, 3153000 2022000, 3153000 2021000))",1000000.0,POINT (-3.7673926943448572 40.33137275296887),9924.716620639603,9-10,1044115.2353908531,1299087.717285225,2343202.9526760783,True,True,True,4,subcenter
278222,883,653541.8661151588,16094154.61977483,"POLYGON ((3155000 2027000, 3154000 2027000, 3154000 2028000, 3155000 2028000, 3155000 2027000))",1000000.0,POINT (-3.7558974250028747 40.38793732056163),4743.416490252569,4-5,5110449.406473715,4051582.09029723,9162031.496770944,True,True,True,5,subcenter
278876,1343,506937.49947105127,4933312.976961937,"POLYGON ((3156000 2018000, 3155000 2018000, 3155000 2019000, 3156000 2019000, 3156000 2018000))",1000000.0,POINT (-3.726860304422168 40.30962432249964),11067.971810589328,11-12,876595.19057058,1121064.9925398356,1997660.1831104155,True,True,True,6,subcenter
280870,336,547845.002555979,6734543.932000485,"POLYGON ((3159000 2023000, 3158000 2023000, 3158000 2024000, 3159000 2024000, 3159000 2023000))",1000000.0,POINT (-3.7018141917427565 40.35893213248519),5522.68050859363,5-6,3356304.6573452256,2443126.418711431,5799431.076056656,True,True,True,7,subcenter
281546,823,300428.03537648823,6167920.734587485,"POLYGON ((3160000 2036000, 3159000 2036000, 3159000 2037000, 3160000 2037000, 3160000 2036000))",1000000.0,POINT (-3.7154332045460743 40.47603988377625),6500.0,6-7,2737870.19343308,2768068.534416106,5505938.7278491855,True,True,True,8,subcenter
282864,1086,608013.1321289199,12010966.151708486,"POLYGON ((3162000 2030000, 3161000 2030000, 3161000 2031000, 3162000 2031000, 3162000 2030000))",1000000.0,POINT (-3.680605534875233 40.425999404120496),1581.1388300841897,1-2,6792116.507080536,3295224.924062737,10087341.431143273,True,True,True,9,subcenter
