Res_geocode,Share_Distance_2_3_Wheel,Share_Distance_Bike,Share_Distance_Car,Share_Distance_Foot,Share_Distance_Transit,Daily_Distance_Person,Daily_Distance_Person_Car,CarOwnership_HH
001,0.007194691705904139,0.012700472915415355,0.509929329610036,0.28252621583190024,0.1876492899367442,8.435,4.301,0.5
002,,0.001062561396811815,0.7406340930990442,0.16265776871960183,0.09564557678454225,9.166,6.789,0.516
003,0.008494013113236129,0.007998055997723871,0.6610174241969157,0.20842440051120686,0.11406610618091743,9.828,6.496,0.595
004,0.0047572094874101965,0.012718430863727329,0.7595732564948438,0.1654299242391389,0.05752117891487985,12.989,9.866,0.744
005,0.05391345239747637,0.00698463379138759,0.7862376659605061,0.08491127066736488,0.06795297718326511,12.236,9.621,0.84
006001,0.027817190990678472,0.02675740206853778,0.907270816577112,0.030250781800800885,0.007903808562870792,17.288,15.684000000000001,0.788
006005,0.06731691276351603,,0.903245074874087,0.029438012362397063,,15.381,13.893,0.846
006009,,0.00890105258437438,0.9447838273976044,0.018378757893538437,0.02793636212448266,19.397000000000002,18.326,1.0
006011,,,0.8489241484557442,0.14648719573389282,0.004588655810362929,10.999,9.337,0.79
007,0.013708931884477837,0.013594164599388794,0.8043823315986907,0.0350013462418585,0.1333132256755842,14.605,11.748000000000001,0.783
008,,0.0019765907192208065,0.6455671610957571,0.08152205367075147,0.2709341945142707,9.481,6.121,0.589
009,0.006976971933346725,0.005280674067804392,0.7309856352423404,0.11415763813041885,0.14259908062608972,8.221,6.009,0.757
010,,0.025521312534849145,0.7096374188497042,0.1460099691787596,0.11883129943668702,7.094,5.034,0.693
011,,0.0023413321136146817,0.8181822437696676,0.10836486697843957,0.071111557138278,10.383000000000001,8.495000000000001,0.699
012,,0.0012888758429791917,0.6050113311512714,0.11802789229498323,0.27567190071076625,8.398,5.081,0.688
013,,0.0008893457095174943,0.636805628915757,0.0978824205009532,0.26442260487377234,11.425,7.276,0.67
014,0.0033902877525190584,,0.8384687614642733,0.04030404936191293,0.11783690142129467,13.3,11.152000000000001,0.865
015,0.017972206488970906,0.011654382262960523,0.8681710850036984,0.033068604708425736,0.06913372153594441,18.036,15.658,0.92
016001,0.016925913848522982,,0.9243123584392727,0.020979237318148672,0.03778249039405556,18.062,16.695,0.951
016006,,,1.0,,,12.47,12.47,1.0
016007,0.004075531730075374,,0.9626080764130245,0.007057616572468924,0.026258775284431237,26.828,25.825,1.0
017,0.015983673265154614,,0.9283559583531755,0.010523881991549959,0.045136486390119905,17.458000000000002,16.208000000000002,0.96
018,0.020066574952399486,0.009626059981791935,0.789659829293512,0.027340469593678144,0.1533070661786185,19.776,15.616,0.857
019,0.01129222730486166,0.007690658797125285,0.8964061648490794,0.017962614926952745,0.06664833412198086,17.409,15.605,0.975
020001,0.02508240013892942,0.03799600519915315,0.7712966726807805,0.11403900629407997,0.05158591568705695,8.682,6.696,0.858
020002,,,0.8318014120221455,0.16819858797785445,,8.762,7.289000000000001,0.804
020003,,0.07774108180970861,0.7983551863070955,0.06718368642599834,0.05672004545719769,12.05,9.620000000000001,0.799
020007,0.016708454099648527,,0.9706147040490327,0.012676841851318926,,22.511,21.849,0.929
