Res_geo_unit,Share_Distance_2_3_Wheel,Share_Distance_Bike,Share_Distance_Car,Share_Distance_Foot,Share_Distance_Transit,Daily_Distance_Person,Daily_Distance_Person_Car,CarOwnership_HH
101,0.00676051157094663,0.023073933268502836,0.5275958205233519,0.1506256108873696,0.2919441237498291,9.61,5.07,0.486
102,,0.01872744608835693,0.43983936408557306,0.11986055225932031,0.4215726375667498,9.714,4.273,0.577
103,,0.039412426055254086,0.6692170339729884,0.08922730320089892,0.2021432367708587,12.059000000000001,8.07,0.742
104,,0.02441897586107453,0.7283835335782086,0.11809288480845663,0.12910460575226024,11.049,8.048,0.749
105,,0.02366345954469405,0.7067302277975359,0.09353086931025197,0.17607544334751815,9.248,6.5360000000000005,0.819
106,0.0033848666753512123,0.0065727272447415885,0.7984774846906808,0.09953428114513553,0.09203064024409074,11.428,9.125,0.827
107,,0.024662598086146032,0.7947555987490632,0.051358877294459586,0.1292229258703311,16.144000000000002,12.83,0.848
108,,0.011326355681928055,0.7572300784343251,0.055190282470211044,0.1762532834135358,15.365,11.635,0.927
109,0.00823873622622066,0.004619571719546125,0.5984792200891319,0.13510001656326442,0.2535624554018369,10.419,6.235,0.571
110,0.001868571759989531,0.045182955086209495,0.6142692663712683,0.1479216897239541,0.19075751705857855,7.5,4.607,0.695
111,,0.03604683271695792,0.8040515907737122,0.06049487942562467,0.09940669708370523,15.743,12.658,0.756
112,,0.011246745495302489,0.7244080010325138,0.0772525056391767,0.18709274783300697,12.290000000000001,8.903,0.774
113,0.007199992660869728,0.011410391817398856,0.873512611144968,0.028584230099003176,0.07929277427776021,17.27,15.086,0.935
114,,0.020450242092113376,0.6010049098997718,0.10790126116104644,0.2706435868470684,12.948,7.782,0.668
115,0.006102150349315466,0.000783228346532535,0.8288720831165164,0.02132192141223245,0.14292061677540313,22.611,18.741,0.898
116,0.01773417162550712,0.0046080202873780415,0.7809448465192492,0.03783717741043264,0.15887578415743292,17.099,13.354000000000001,0.782
117,0.013408589982176006,0.014169295867804419,0.8849662506875537,0.029719267660323977,0.05773659580214183,13.75,12.168000000000001,0.923
118,0.0072662890114581795,0.02879110131319084,0.8116542346733789,0.030424058083265232,0.12186431691870685,17.16,13.928,0.935
119,,0.007507392362032407,0.8018424656011113,0.0491404733028179,0.14150966873403834,16.132,12.935,0.82
120,,,0.8795250066990471,0.03625688089370547,0.08421811240724743,20.988,18.459,0.913
121,0.003540380333129949,0.0010738037851316983,0.8745951423303368,0.017122188566309076,0.10366848498509258,29.208000000000002,25.546,0.948
122,,,0.7041677798432393,0.048204316343217084,0.24762790381354363,15.946,11.229000000000001,0.762
123,0.0020020823809572728,0.004411979568800572,0.724943520069136,0.06882191401062003,0.1998205039704862,14.211,10.302,0.797
124,,0.007842213017910115,0.8420772705733058,0.034235849545900233,0.11584466686288383,16.354,13.771,0.905
