Ori_geo_unit,Share_Distance_2_3_Wheel,Share_Distance_Bike,Share_Distance_Car,Share_Distance_Foot,Share_Distance_Transit
75101,0.010807334598511681,0.018045208158155475,0.1256847157314012,0.04009463822888525,0.8053681032830463
75102,0.04150796517961321,0.015088309804842267,0.11900289527647193,0.04959106152719682,0.7748097682118757
75103,0.054333966909123114,0.019715922595414402,0.13998065907235868,0.08562947886849377,0.7003399725546101
75104,0.02100509785083858,0.01879238925356199,0.19374138376331576,0.048725162259454224,0.7177359668728294
75105,0.014958472000015488,0.019584229528163834,0.16692206607752075,0.08337238890445206,0.7151628434898477
75106,0.050162747747838056,0.021599960120293346,0.18671197311585758,0.05796332615553926,0.6835619928604718
75107,0.06154278967230844,0.019272069287247513,0.21303849405855393,0.05614245134369728,0.6500041956381929
75108,0.024936208920810235,0.005247332083911803,0.16431252946429722,0.03700099463487579,0.7685029348961049
75109,0.009864153130679357,0.011884051646469504,0.12677247507602463,0.047404074603905014,0.8040752455429215
75110,0.02650207384056788,0.016459428268409054,0.1710409288164111,0.05235317637274297,0.7336443927018689
75111,0.023362451902020073,0.024724956387335847,0.21519811762499375,0.07132445326317156,0.6653900208224788
75112,0.01959825034092024,0.01628896061859444,0.27555289465269234,0.04169443178356992,0.6468654626042231
75113,0.029529655885753514,0.01396449536206984,0.21276162953014274,0.0526400779857949,0.691104141236239
75114,0.022916663603457666,0.009691953327991698,0.2883879055625438,0.06187756607602919,0.6171259114299776
75115,0.026254795553158638,0.015562871425772395,0.22483643973917186,0.057531345017142056,0.6758145482647552
75116,0.029820509917390513,0.011806621265465665,0.3953069991583055,0.05567012919159333,0.5073957404672449
75117,0.049454733295711324,0.011372696481910213,0.30430694315872553,0.0539393723999834,0.5809262546636695
75118,0.02456134577734897,0.012975505423062451,0.25943603356158995,0.07772886893541407,0.6252982463025845
75119,0.03568980263776286,0.022435928091804086,0.2780785339718569,0.04821003825730931,0.6155856970412668
75120,0.03396590909921481,0.019074381246951155,0.2646932487687769,0.0783926453543925,0.6038738155306644
91027,0.025997336876360078,0.00023235838192971962,0.68563106964749,0.016171631394978302,0.2719676036992418
91326,0.0016463406301483634,0.006208612050810223,0.48594776195463657,0.024395270961023188,0.48180201440338166
91432,,0.009981937661301824,0.8267267883236042,0.027145357169501495,0.1361459168455925
91479,,,0.8757820715001216,0.004757118680194548,0.11946080981968389
91589,0.008061459933925937,0.006677859844676785,0.558699770308917,0.017376528501784054,0.4091843814106962
91687,0.020710157594413674,0.011067168843720188,0.7215226265241456,0.029207728753689564,0.217492318284031
92002,0.013377963612376543,0.013194126651260102,0.5533915248552177,0.0466061807909485,0.3734302040901971
92004,0.012654297062177805,0.01466169848114797,0.5145686548197385,0.058190136643598206,0.39992521299333766
92007,0.003088856866609956,,0.46390470071156525,0.07446831651475525,0.4585381259070695
92009,0.06043008357322925,0.00608308366644325,0.42496316273370127,0.0873062752599654,0.42121739476666087
92012,0.02971099650004717,0.01134282126336489,0.4078586167599804,0.08263036611196496,0.46845719936464264
92014,0.006385518673389687,,0.35403868937145494,0.06875035382016921,0.5708254381349862
92019,0.03506835423029822,,0.7310785874954292,0.042603229299150024,0.19124982897512255
92020,0.021598374179694853,0.007015954736467307,0.5926401632304962,0.0330895350199355,0.3456559728334062
92022,0.015748631715476757,3.5734221500809746e-05,0.5333170449436548,0.05160930483750617,0.39928928428186145
92023,0.04624068156444681,0.029202657535803284,0.5195569162055683,0.05791305720037552,0.34708668749380617
92024,0.0069205350472990555,0.009948554374393778,0.4267972185740584,0.0689025615326355,0.48743113047161324
92025,0.020295254556842564,0.013041631881223058,0.5192148770798616,0.07026002339428564,0.37718821308778716
92026,0.024573250865117476,0.0061735210869563,0.2500560264882746,0.04987389416038218,0.6693233073992695
92032,0.028805847589631256,0.019675172167343935,0.37068409341860414,0.07846483028260709,0.5023700565418135
92033,0.03969546029089163,,0.4739362199881273,0.03718866825376251,0.4491796514672186
92035,0.018737221532096796,0.008385021865100435,0.43531485532182257,0.05120194163157921,0.486360959649401
92036,0.01614259823041271,0.03361872291303191,0.6013983225818474,0.03928367135439864,0.30955668492030936
92040,0.03761438759627859,0.004859218392872085,0.34607156035915876,0.0605407719452665,0.550914061706424
92044,0.06170855396717403,0.008348635365450037,0.33049943275354127,0.0663759170131038,0.5330674609007309
92046,0.00939168886780376,0.0221694946877135,0.4497547701770891,0.08073595384919595,0.4379480924181977
92047,,,0.3674943903178917,0.013453770883227386,0.619051838798881
92048,0.03100351972103642,0.00505454122475702,0.5642865627095986,0.03690731046517622,0.36274806587943176
92049,0.05731476589532736,0.014128501742989774,0.3309608139597312,0.07762984319593924,0.5199660752060126
92050,0.02087868220542306,0.006177698802852477,0.42435218899784255,0.027623895502442587,0.5209675344914393
92051,0.016332717621068076,0.020423746767307717,0.3730368327978409,0.05778311729233254,0.5324235855214507
92060,0.05812702005797535,,0.7575646845370657,0.014621597002207597,0.16968669840275138
92062,0.033430756594321764,0.0015586811824883837,0.2374952077974221,0.039337159932840655,0.688178194492927
92063,0.03779600931468151,0.005250737437175077,0.5654299404728648,0.03272047985185437,0.3588028329234244
92064,0.03427389997060353,,0.4371381869680611,0.05864533014717782,0.46994258291415747
92071,0.025472685919473968,0.023263636922060165,0.4263019723245312,0.044903686800024344,0.4800580180339103
92072,0.039500964175463886,0.0007101381322203434,0.4938665216416023,0.06437085175253143,0.4015515242981821
92073,0.031290650451897016,,0.5465744893694972,0.0535536478356344,0.36858121234297136
92075,0.019648852773614722,0.025858975603355015,0.4694102081329069,0.06640739487183228,0.4186745686182911
92076,0.10434012904475087,,0.697885741899573,0.04756467804551212,0.15020945101016414
92077,0.05608038090483897,0.03282046508052076,0.4693742489218552,0.04863364567548567,0.39309125941729944
92078,0.0016658373479875187,0.025226520637341907,0.5439773334822056,0.06762780278969567,0.3615025057427693
93001,0.014130468897779382,0.007805435357054114,0.4351070345124296,0.07824857155099986,0.46470848968173706
93005,0.00988366829076874,0.009656603914091571,0.6085324401755916,0.04659003753075524,0.3253372500887928
93006,0.011702282685474168,0.0010547595979155057,0.47637220266377855,0.04776800241159064,0.46310275264124107
93007,0.028772749606855472,0.008347435855957725,0.5402050897835202,0.036459794513430344,0.38621493024023623
93008,0.0069581785136647355,0.0063874562219512505,0.3818708365201481,0.042080507487544466,0.5627030212566914
93010,,0.0034066564716447706,0.4639459792081234,0.05124720332017143,0.48140016100006033
93013,,,0.4385328580120405,0.01805496186179859,0.5434121801261609
93014,,,0.4345576088143218,0.09113503844732702,0.4743073527383512
93015,,0.06953120568804265,0.24509763372017293,0.01286838286500008,0.6725027777267844
93027,0.007476710560599391,0.006310453348300262,0.43934209279127767,0.048602466192624115,0.4982682771071987
93029,0.043605565510129805,0.0015603648918848154,0.5164326142241663,0.06437242697826291,0.37402902839555624
93030,0.033566371184332054,0.0010843564034978177,0.557487849783649,0.0533466645781869,0.3545147580503342
93031,0.008271629351776104,0.0011115279202859895,0.37690638514193475,0.07992425460435647,0.5337862029816467
