CV_Type,Sample,CV_params,LR,MD,N_est,F1_best,SD_best,N_obs,F1_full_ML,F1_full_LR,City
gkf_gridSearch,full,9splits_hhperGroups,0.3,5,400,0.758,0.002,262499,0.758185196114042,0.6785571606356889,All
