CV_Type,Sample,CV_params,LR,MD,N,F1_best,SD_best,N_obs,F1_full_ML,F1_full_LR,City
kf_gridSearch,full,9splits,0.1,5,100,0.803,0.031,1270,0.8122706237574613,0.795508370059395,Magdeburg
