GBDT,LR
0.4863577376540712,-0.051440597544983646
0.570034298452426,0.5906010427690813
0.4611618141094115,0.6695386950508984
0.6149373482553323,0.7032201658888622
0.28789921198822377,0.39497822385048587
0.4755376385324621,0.4439849178746995
0.46983011729313084,0.556135529770202
0.5601345765788702,0.4715838120696024
0.6507916002758156,0.6829879310457294
0.5536340979929912,0.6320127685848571
0.638671369553669,0.6384506964639965
0.6791417396668372,0.6411692428069558
0.49063934962760647,0.5578835141439422
0.5915586072923882,0.663331467292007
0.0639421880934552,0.45077018143096537
0.6014340051545112,0.7932929035457096
0.3653798117618915,0.5568437821679422
0.3884038869494494,0.5280611498991101
0.5543091074948462,0.4518966626418214
0.36265084731394526,0.40709656940254935
0.30780191894312936,0.20889614028898773
0.4467519417590541,0.7034927652712906
0.6204165277757491,0.6992981739325065
0.7227105846041962,0.6943883202300905
0.36636865859110723,0.5967435696552617
0.6256770932225771,0.6534349600979806
0.4218049042057792,0.6486760778363715
0.3399326223050445,0.5532726364600807
0.5418557403704847,0.5405303663469923
0.4624306224117798,0.507544110694906
0.5908275982350599,0.6947264737274913
0.597320650522768,0.68180363635218
0.2208380203434558,0.5832500733617692
0.39535056130026813,0.38867488821381446
0.7081053218950852,0.6161174683507417
0.42410516777399354,0.44093778868840905
0.3071881629539913,0.5275575544046717
0.6987684627426822,0.6897055776864884
0.3453925338158328,0.5034689467597976
0.5758721620930694,0.682606380166326
0.6076987138776584,0.49335682714735285
0.45210042801380823,0.5685672426196026
0.4726284345671583,0.5737917560705457
0.47784080392964445,0.4740984156111292
0.32835689133535184,0.579660579821214
0.3129587824546345,0.6144084574648943
0.40471932127719623,0.3656265567196
0.28233829663297927,0.5411149447543125
0.594680820946601,0.4543111837272811
0.6209067388597402,0.6442119861249453
