CV_Type,Sample,CV_params,LR,MD,N_est,F1_best,SD_best,N_obs,F1_full_ML,F1_full_LR,City
gkf_gridSearch,full,9splits_hhperGroups,0.3,4,300,0.859,0.011,12564,0.8574447594985092,0.752693096223633,Nantes
