CV_Type,Sample,CV_params,LR,MD,N_est,R2_best,SD_best,N_obs,R2_full_ML,R2_full_LR,City
rkf_gridSearch,agg_postcode,5splits_10repeats,0.01,2,300,-0.076,0.694,14,0.16697891549548727,-2.1807046032373436,Magdeburg
