CV_Type,Sample,CV_params,LR,MD,N_est,F1_best,SD_best,N_obs,R2_full_ML,R2_full_LR,City
gkf_gridSearch,full,9splits_hhperGroups,0.1,3,100,0.201,0.07,3067,0.21614791959548751,0.2045819146085962,Montpellier
