CV_Type,Sample,CV_params,LR,MD,N,F1_best,SD_best,N_obs,F1_full_ML,F1_full_LR,City
kf_gridSearch,full,9splits,0.1,4,100,0.742,0.038,755,0.7899358606664233,0.7755164446276873,Frankfurt am Main
