CV_Type,Sample,CV_params,LR,MD,N_est,F1_best,SD_best,N_obs,R2_full_ML,R2_full_LR,City
gkf_gridSearch,full,9splits_hhperGroups,0.1,3,100,-0.023,0.11,1236,0.01599620300231186,0.03260807405251287,Magdeburg
