CV_Type,Sample,CV_params,LR,MD,N_est,F1_best,SD_best,N_obs,F1_full_ML,F1_full_LR,City
gkf_gridSearch,full,9splits_hhperGroups,0.3,3,300,0.71,0.016,9335,0.7098695716205911,0.5447137432946348,Wien
