GBDT,LR
0.38821342488677224,0.45166800118284167
0.4042347684435984,0.49821141484358267
0.3834894198253216,0.41390876261979637
0.39113333218264656,0.39306478756627583
0.43754486480651,0.46465202798179894
0.3777875212017273,0.5205035964586515
0.371170017335424,0.45626307834201507
0.3813341350777273,0.42371407465070465
0.4195600288824922,0.37254480970230475
0.40177078384349074,0.4429436433038586
0.2821291812553979,0.4032625600457965
0.3909335761550583,0.5255008267200116
0.3662824841504546,0.4049394831755694
0.43506958597239065,0.4580357522699815
0.5097236229079105,0.5030888405602238
0.5657904141641256,0.5829715768181619
0.32045394857715814,0.4060006953846603
0.44004997390394796,0.4484943130114325
0.3588309481462508,0.3034903040458624
0.44478803721174687,0.49599966114532745
0.4275925374172852,0.41316755422747686
0.502634556510138,0.4999128267076778
0.40580719738379656,0.45080300776743965
0.5195175283076541,0.5063838920997585
0.3187940850260924,0.4353321473728847
0.3045762211797204,0.46669638593580687
0.54101950402249,0.5276985183550773
0.31629811435364796,0.3628514278542617
0.4728275415623516,0.5169897988593675
0.3561442089089667,0.3951617597025642
0.44975529819930415,0.5476845445911961
0.5536461542299096,0.5699724043140839
0.37072761345822103,0.362435194323264
0.4678417911731183,0.4485961593116722
0.2822076899493581,0.26401990474924764
0.35876666626308595,0.3031319846012799
0.558692595638315,0.6007660974328068
0.4038313419030376,0.4047796710445063
0.3713134776638307,0.408031320922876
0.31245457896586837,0.5035848946024892
0.3849362913351353,0.4922859278564785
0.3768234936944229,0.36082850959420576
0.3657577113163448,0.3555348600647993
0.4173157170779802,0.4862526496712374
0.5199438955478151,0.48050074473492077
0.3916615839741926,0.40460299442512904
0.3785936405031305,0.41969861107762385
0.5004094273062669,0.5267958635254131
0.3371037256513876,0.463506404482087
0.45364705839332475,0.47496693521352806
