CV_Type,Sample,CV_params,LR,MD,N,F1_best,SD_best,N_obs,F1_full_ML,F1_full_LR,City
kf_gridSearch,full,9splits,0.1,5,200,0.855,0.014,4271,0.8458982361453827,0.8432889940086061,Toulouse
