GBDT,LR
0.24416149142602772,0.5440517769871536
0.7312345697881537,0.9293700799175026
0.261085282895236,-0.0254724504552033
0.7474573685307412,0.9019978044866382
0.46749058802366383,0.7010696913428021
0.5168267370369466,0.7913011358246833
-0.18933288615816402,-1.9847249087582752
0.8178271012698439,0.9208884499255682
0.24571022293133216,0.7141190415148473
-0.027733487639326482,0.17521874850922714
0.6836588369470755,0.74009830333104
0.7373952442062122,0.9043389695282189
0.6009550238951793,0.7524508975213671
0.5389916442277051,0.5804085207528384
0.5618174843221073,0.7934893306949649
0.7776081299836359,0.8358624589060166
0.6470396907342604,0.9043936199917116
0.07868320453340205,0.2778129745730965
0.10023940550185884,-0.5239327672825584
0.2887387362093238,0.9308102701067527
0.6551459638252246,0.8013942128557862
0.8531116479783379,0.9310253030968626
0.28701383015437565,0.5111861917015135
0.6294004098359413,0.7335890359872337
0.7708350277981556,0.3698672543469912
0.4050878768340791,0.6241887137013511
0.6770829856273672,0.837433706520535
0.5753210463479759,0.7440353231977244
0.4813898480800092,0.8121588900327061
0.7248179764068501,0.8872477566911642
0.7321276642405599,0.7588809320810955
0.5463278086203123,0.8988697462025805
0.16327046340486695,0.5323768448916202
0.48911346802684597,0.7507232204129886
0.0584178392254564,0.683176500944723
0.7953669190821604,0.9271031760348218
0.5973468337322393,0.9707992621188162
0.33611144644264057,0.645576842072854
0.6293886164738423,0.7361308906418791
0.5158167766860975,0.739545273450867
0.8111287325103755,0.7717738823878759
0.8272866806932786,0.9288651190335155
0.5702914788101839,0.46336353836808486
0.4774973569729358,0.9072689808018225
0.694577687682889,0.6705125288690357
0.8374839089781094,0.8101195165814359
0.5965339669397316,0.7474663478086725
0.49229733189806313,0.7589316770404909
0.22760650798635718,0.746704061330009
0.7461518885825735,0.8904941968010196
