CV_Type,Sample,CV_params,LR,MD,N_est,R2_best,SD_best,N_obs,R2_full_ML,R2_full_LR,City
rkf_gridSearch,agg_postcode,5splits_10repeats,0.05,2,100,0.251,0.371,37,0.2645462803254979,-0.03308621737523021,Düsseldorf
