GBDT,LR
0.16018996414562248,0.3634863057070322
0.045896223567054584,0.18519438945998512
0.15812467805249353,0.2018983831348179
0.07390891843394054,-0.10662817217615506
-0.019082194609201908,0.048329619544930646
0.14404314157862141,0.22109071659490653
0.31135457500088304,0.4155141716979136
-0.16541740407505867,-0.12626210511903357
0.27972894228860834,0.3228451996163135
0.07348483152251561,-0.011177980678680477
0.34560715964933286,0.3878165376761087
0.2472989875110856,0.1354891002238392
0.30849447985724177,0.32073402415328545
0.23718173498926653,0.3698958332945187
0.18452423820054953,0.15926770106639443
0.14470009519403215,0.1490744788252596
0.3497454631284358,0.23430852377017586
0.16728402814154075,0.06864092299780322
0.017179006226068827,0.15742982235846636
0.23643068449585158,0.2868764192661841
0.2022328116198957,0.1466333674239968
0.3775425428797765,0.4134945957340984
0.2791058471062535,0.2697042742435585
0.24132713970897213,0.32997080630184716
0.08927627153997542,-0.005146942400663823
0.18323652791307077,0.3773533483270445
0.311603072677045,0.3877306470359536
0.28314797447961026,0.2258686880831524
0.30729518253698496,0.12007864437729387
0.07662859744282502,0.035427767498297125
0.15868209994404947,0.33739916543896165
0.23096881776623135,0.29668733038272666
0.1921263267995046,0.010118819489611353
0.22936946063469754,0.25026123458911087
0.4506927129125956,0.10331568451099415
0.49981789767323503,0.33635413998302055
0.181260838175753,0.2377305584875139
0.1740598334899044,0.4382051975165786
-0.1659460594113169,-0.3094124467492507
0.21441085468921206,0.11631709634523013
0.2865339297334165,0.33896984831186006
0.19047876944988218,0.2285591032164429
0.18244868620295296,-0.17627884338509392
-0.059053133102612065,0.22951342081497106
0.09136934251782847,0.047457760076281885
0.322399059854486,0.31333311509054484
0.2609052892251098,0.2731188103183215
0.20641467889861576,0.24012028376383898
0.24866845369237311,0.33148855735026317
0.06842407947540663,-0.21901213543569398
