CV_Type,Sample,CV_params,LR,MD,N,F1_best,SD_best,N_obs,F1_full_ML,F1_full_LR,City
kf_gridSearch,full,9splits,0.1,4,100,0.769,0.014,9883,0.7689808323164391,0.7551887277900499,Germany_other
