CV_Type,Sample,CV_params,LR,MD,N,F1_best,SD_best,N_obs,F1_full_ML,F1_full_LR,City
kf_gridSearch,full,9splits,0.15,5,100,0.822,0.033,1150,0.8292113627704162,0.8364463828061374,Kassel
