CV_Type,Sample,CV_params,LR,MD,N_est,R2_best,SD_best,N_obs,R2_full_ML,R2_full_LR,City
rkf_gridSearch,agg_postcode,5splits_10repeats,0.01,2,300,0.448,0.327,43,0.5291336436565125,0.6756394690970162,Dijon
