CV_Type,Sample,CV_params,LR,MD,N_est,F1_best,SD_best,N_obs,R2_full_ML,R2_full_LR,City
gkf_gridSearch,full,9splits_hhperGroups,0.1,3,100,0.171,0.036,5548,0.17511605335264113,0.15478592582174522,Toulouse
