param,coefficient,p
Intercept,672.0010910019696,0.6393330594097365
DistSubcenter_res,-136.9832773449194,0.44514093766205015
DistCenter_res,414.6049453611385,0.0014304985556568362
UrbPopDensity_res,0.10296900751494802,0.6332829994901169
UrbBuildDensity_res,4.728106016738473e-05,0.7134226323123153
street_length_res,16.517945515687334,0.160428779693411
LU_Comm_res,-5372.256414454472,0.1474317763745163
LU_UrbFab_res,-2910.9157609231315,0.14256516409805406
Commute_Trip,1787.2550926197705,0.522176639939876
Age,48.76780073421264,0.26363355609019196
