param,coefficient,p
Intercept,14.380778902382586,0.6945376107879422
DistSubcenter_res,73.21400002166139,0.020670974446863513
DistCenter_res,126.72900357094335,3.6164345797312073e-07
UrbPopDensity_res,-0.02178256045053157,0.09168287558423292
UrbBuildDensity_res,4.1115794376999085e-05,0.0411943559476095
IntersecDensity_res,3.6911155779390827,0.4804562128844815
street_length_res,-2.56101832787318,0.6064902259310684
LU_Comm_res,-1131.1851333575476,0.1089488222507511
LU_UrbFab_res,102.43468111706703,0.686456592526141
bike_lane_share_res,-66.60134816270096,0.7255836755494944
Commute_Trip,9926.292469768192,1.6233938774840204e-10
Age,-1.0268886814072413,0.687502692594304
