param,coefficient,p
Intercept,4993.943323562563,0.04024100440200136
DistSubcenter_res,25.44963642954136,0.6560673586886068
DistCenter_res,188.652261066574,0.0002851961773456311
UrbPopDensity_res,-0.055425688505333935,0.12679552779716105
UrbBuildDensity_res,5.389491571197594e-05,0.1898799588455007
IntersecDensity_res,-12.937341761280072,0.24683782464629858
street_length_res,-6.699929016299271,0.4519521044741996
LU_Comm_res,-544.8971184841195,0.4668401030563584
LU_UrbFab_res,796.071727289758,0.4040044969077178
Commute_Trip,3525.0800304839095,0.2646628134339461
Age,-23.09156187269598,0.41605202223330146
