param,coefficient,p
Country[T.France],-1615.7011365527544,2.315086169132809e-07
Country[T.Germany],-2096.41471530015,2.9379876256380074e-11
Country[T.Spain],-1365.7015433442723,3.017106176325809e-05
Age,19.66029311486798,0.0051902917160978
Commute_Trip,73.97154536394056,1.1883553723227356e-26
DistCenter_res_pc,9.021174000998684,1.5049239910708248e-35
DistSubcenter_res,60.965563012219725,0.000970869484935
UrbPopDensity_res,-3.480813445846597,1.5234106167741408e-06
UrbBuildDensity_res,-3.577809329270083,0.3668926174572259
IntersecDensity_res,-17.955375312921625,8.896534532811319e-12
street_length_res,1.84308149387064,0.3718884266526248
LU_UrbFab_res,-4.82664668031716,0.0629999108622856
LU_Comm_res,-18.7013217205748,2.517767002987038e-07
