param,coefficient,p
Intercept,4115.510998677965,0.012802979919422579
DistSubcenter_res,93.18475597239642,0.26316282921410006
DistCenter_res,228.5522435952275,8.220200494745085e-05
UrbPopDensity_res,-0.016567962747468648,0.6771291497422799
UrbBuildDensity_res,-4.894527018129963e-05,0.5204812563450035
IntersecDensity_res,-5.659462645736624,0.5696166766211858
street_length_res,9.046980931878245,0.10061224318838607
LU_Comm_res,1217.8539866307106,0.38202720681044444
LU_UrbFab_res,-462.86123279515493,0.4953635443488396
bike_lane_share_res,-432.6805659352215,0.5107604860034776
Commute_Trip,4085.656220376211,0.026338492932984264
Age,-45.32489325024835,0.0432280483887417
