param,coefficient,p
Intercept,1799.6724808839158,0.07289787029137157
DistSubcenter_res,150.67392540020305,7.5732373914845e-12
DistCenter_res,116.63672727214464,2.118550984162324e-26
UrbPopDensity_res,-0.013420236308675998,0.05502139219145417
UrbBuildDensity_res,-4.818100690064835e-07,0.7585587964565925
IntersecDensity_res,-8.7407610152129,0.012396090609281223
street_length_res,10.106028386785537,0.04602814352771992
LU_Comm_res,-456.91764114299906,0.386050899723371
LU_UrbFab_res,-634.1996071434365,0.18237902268095912
Commute_Trip,4831.342732978578,4.415967670212028e-06
Age,17.510985707960707,0.2252923571996219
