param,coefficient,p
Intercept,2077.0506660259744,0.03159577215585695
DistSubcenter_res,55.109003747609506,0.08592740761590027
DistCenter_res,209.34643195743536,1.0252578602815779e-22
UrbPopDensity_res,-0.01192114334845229,0.35946429543645336
IntersecDensity_res,-20.212577505392098,0.00736972664606101
street_length_res,-4.518151623892228,0.18723363180345945
LU_Comm_res,-501.0358347346036,0.3483787193230821
LU_UrbFab_res,229.44565623762202,0.5160995098015388
Commute_Trip,7385.204016999303,0.0001164556461518188
Age,27.309182016824266,0.003217410393228219
