param,coefficient,p
Intercept,1421.6228388244158,0.5591514651895003
DistSubcenter_res,59.61030416673813,0.41769111345135035
DistCenter_res,82.05010632013781,0.35670994445325066
UrbPopDensity_res,-0.02778962195371636,0.691533099143833
UrbBuildDensity_res,-8.307534704542494e-05,0.5463677412312437
IntersecDensity_res,-15.608975287865997,0.6018966785453559
street_length_res,3.0123367158593326,0.6650304862742256
LU_Comm_res,-136.227900314282,0.7039109707409742
LU_UrbFab_res,84.39298972040366,0.6134406755099633
Commute_Trip,5066.33937504252,0.27523089149144586
Age,40.85911548323935,0.029337806845739757
